Store_ID,City,Item1,Item2,Item3,Item4,Monthly_Sales,Currency
354152771-4,Capital City,0,0,0,1,37358.68,JOD
013319683-6,Zarqa,1,1,0,1,36094.17,JOD
133300041-3,Amman,2,0,2,2,22668.00,USD
585156084-3,zaqra,2,0,1,2,33558.76,JOD
712718958-7,amman,0,1,2,0,29600.37,JOD
270245551-4,Amman,1,0,1,1,47271.43,JOD
965119779-X,A'zarqa,2,2,1,1,28889.95,JOD
173257712-9,Zarqa,0,1,0,2,18626.46,USD
169212859-0,Amman,0,2,0,2,15631.23,JOD
901320502-X,Amman,2,2,2,2,26350.87,USD
765340986-5,A'zarqa,0,1,1,2,41919.20,USD
712522017-7,A'zarqa,0,0,1,1,46039.87,USD
312167432-3,Zarqa,2,1,1,1,15555.60,JOD
292988800-8,A'zarqa,1,2,2,0,17917.37,USD
369731499-8,Amman,2,0,1,1,40923.79,JOD
325183830-X,zaqra,0,2,1,2,44268.74,JOD
807812025-7,A'zarqa,0,1,2,2,17362.91,JOD
069197439-X,Amman,0,2,1,0,43442.33,JOD
688333726-1,Capital City,1,2,2,1,48068.90,USD
168315958-6,zaqra,0,1,0,1,19460.92,USD
891275808-X,Amman,0,0,2,2,32457.62,JOD
179900954-8,Capital City,1,2,1,1,22748.37,JOD
150496075-0,zaqra,2,0,0,2,42269.71,USD
376465154-7,zaqra,2,2,2,0,41480.37,USD
465991842-4,A'zarqa,1,1,1,0,38029.10,USD
086588343-2,Amman,0,2,1,0,21674.26,JOD
178991084-6,Amman,2,1,1,2,36698.41,JOD
379992793-X,A'zarqa,1,2,1,0,31545.12,JOD
811507742-9,amman,0,1,1,1,50822.39,USD
938268883-8,amman,1,1,1,1,13945.35,USD
322688441-7,amman,2,2,2,1,45192.02,JOD
329330295-5,,0,2,2,1,22452.34,JOD
992551312-X,A'zarqa,1,1,2,0,35966.05,USD
936087565-1,Capital City,0,0,1,1,40743.24,JOD
938223820-4,Amman,0,1,2,0,13468.42,USD
564306439-1,Zarqa,1,1,0,2,34102.01,JOD
945737404-5,A'zarqa,2,1,0,1,41123.90,USD
741666603-1,A'zarqa,0,1,0,2,24351.44,JOD
493255678-0,A'zarqa,2,0,1,2,31216.01,JOD
092971797-X,Amman,2,0,2,1,30578.45,JOD
879829804-6,A'zarqa,0,1,1,2,24262.09,JOD
793969223-2,Amman,0,2,0,1,48590.90,USD
982258745-7,amman,2,1,2,2,46385.17,USD
992958655-5,Zarqa,1,2,1,0,51910.94,USD
338300043-5,zaqra,1,0,1,1,13313.02,JOD
569063403-4,Amman,1,0,0,0,37527.09,JOD
179630772-6,amman,1,0,0,1,21601.64,JOD
183908771-4,Amman,1,0,0,2,17666.66,USD
579319423-1,Capital City,1,0,0,0,40942.24,USD
651448630-4,zaqra,2,1,0,0,19498.84,USD
784111384-6,Capital City,1,2,2,2,22191.56,USD
906071831-3,Zarqa,2,0,0,2,49921.67,USD
198418857-7,Zarqa,1,1,2,1,19268.02,JOD
616025781-1,zaqra,0,0,2,2,49738.39,JOD
146860867-3,Zarqa,0,1,2,1,38477.38,USD
050726491-6,Capital City,0,1,0,1,42550.45,USD
603216708-9,zaqra,0,1,2,1,44973.19,USD
471130164-X,Amman,0,2,0,1,26575.07,USD
462591874-X,zaqra,2,1,1,1,22530.16,USD
617595901-9,zaqra,1,1,1,0,51004.66,JOD
648900826-2,,2,0,0,0,15118.81,JOD
059082129-6,A'zarqa,2,1,1,2,27322.67,USD
051043787-7,Amman,2,0,0,0,29902.52,JOD
741711256-0,amman,2,2,0,1,40107.24,JOD
152811624-0,Amman,2,2,1,1,46152.54,USD
365410354-5,Amman,1,1,2,2,24678.70,USD
207442826-X,Capital City,0,2,1,0,32868.36,JOD
452879887-5,Zarqa,1,1,2,0,51236.76,JOD
378425838-7,A'zarqa,1,0,2,2,30557.21,USD
319441981-1,Amman,2,2,2,0,52029.86,JOD
817362153-5,Amman,2,0,1,1,28672.48,JOD
588816522-0,amman,1,0,2,0,47361.25,USD
995226277-9,Zarqa,2,0,1,2,33258.76,JOD
150593166-5,zaqra,2,1,0,2,13680.34,JOD
555388489-6,Amman,1,2,2,2,25703.63,JOD
559984658-X,amman,1,1,1,1,13312.14,USD
750744994-7,Zarqa,0,0,2,1,26318.16,USD
380568064-3,A'zarqa,2,0,2,1,29114.52,USD
559672139-5,Capital City,2,0,2,1,17620.88,USD
257663648-9,zaqra,1,0,0,0,13948.73,USD
570616610-2,Capital City,1,2,0,1,12426.08,JOD
835830594-X,A'zarqa,1,0,2,0,45212.13,JOD
150816498-3,A'zarqa,1,2,2,2,14248.19,USD
967911901-7,A'zarqa,0,0,2,1,25657.79,JOD
137193784-2,,2,2,2,1,50221.16,JOD
614703373-5,A'zarqa,2,1,0,2,32451.18,JOD
733098241-5,Amman,0,2,0,0,34285.53,JOD
072195090-6,amman,2,1,1,0,30169.14,USD
605169029-8,zaqra,1,0,2,0,48764.64,JOD
353542756-8,Amman,1,0,0,1,33568.76,USD
064042936-X,Zarqa,1,0,2,1,31480.03,JOD
626616092-7,Amman,0,0,2,1,16262.39,USD
122490273-4,Amman,0,1,0,1,37351.36,USD
161465993-1,amman,2,2,2,1,47755.33,JOD
694887601-3,Zarqa,2,2,2,0,29463.57,JOD
436484016-5,zaqra,1,0,1,2,16614.89,USD
187350025-4,Capital City,2,0,0,0,31663.23,USD
861103174-1,Amman,1,2,0,2,40690.58,JOD
469369835-0,Amman,0,1,1,2,37758.68,JOD
126469057-6,Amman,0,0,1,1,40142.57,JOD
356640632-5,Capital City,2,2,1,1,46799.18,JOD
072493728-5,zaqra,1,1,0,1,17233.56,JOD
897738866-X,A'zarqa,1,0,0,2,36897.89,JOD
310896286-8,Zarqa,1,2,1,1,18209.05,USD
562886371-8,Amman,1,1,1,1,42172.81,USD
749061275-6,zaqra,1,0,2,0,13116.62,JOD
732222241-5,A'zarqa,2,2,2,2,18620.65,JOD
065852566-2,zaqra,0,1,2,1,50284.10,USD
647216493-2,Capital City,2,0,1,2,41043.60,JOD
096987571-1,A'zarqa,2,1,2,0,49754.60,JOD
589781504-6,A'zarqa,1,0,2,1,35856.15,JOD
155200525-9,Zarqa,1,1,0,2,49005.32,JOD
502740522-7,zaqra,0,2,1,0,50973.75,USD
399669298-6,Zarqa,1,2,2,1,43497.57,USD
443992526-X,A'zarqa,0,1,1,0,21284.70,JOD
236598832-6,amman,2,2,0,0,31294.95,USD
787563470-9,amman,0,2,2,1,31807.04,JOD
990089834-6,amman,2,2,0,0,35794.64,JOD
210129813-9,Capital City,2,2,0,2,44025.28,USD
628941668-5,A'zarqa,0,1,1,2,22473.53,USD
282180443-1,amman,2,2,2,2,46518.48,JOD
060963956-0,Zarqa,2,2,2,2,22118.74,USD
615150850-5,amman,1,2,2,0,34880.64,USD
931297081-X,Zarqa,1,1,2,2,18823.44,USD
683439956-9,Zarqa,0,0,0,1,49588.46,JOD
892773477-7,amman,1,1,1,1,16029.66,JOD
075520747-5,A'zarqa,2,2,1,1,14341.12,JOD
195358471-3,Capital City,0,1,2,1,29703.53,USD
837104923-4,A'zarqa,1,1,1,0,46534.30,JOD
384353835-2,Zarqa,2,0,2,2,43665.44,JOD
623348399-9,,1,2,1,2,23909.01,USD
143047156-5,Amman,1,1,2,1,24316.91,USD
676770203-X,Zarqa,0,1,0,2,39549.31,JOD
075262798-8,A'zarqa,1,2,0,0,23745.68,JOD
343683377-0,zaqra,1,2,1,1,31039.26,USD
520320179-X,Zarqa,2,0,1,2,23974.89,USD
472727894-4,amman,0,1,0,2,18786.71,JOD
564471162-5,Capital City,0,2,2,1,26415.59,USD
941676233-4,zaqra,1,2,2,2,41309.56,USD
886844516-6,Capital City,1,0,2,2,41853.73,USD
960096603-6,A'zarqa,0,2,1,0,13375.55,USD
953020958-4,A'zarqa,1,2,0,0,13923.34,JOD
133036160-1,Amman,1,1,2,2,32434.48,JOD
905502633-6,Zarqa,1,0,2,0,38831.11,USD
692327491-5,A'zarqa,2,0,1,1,16172.92,USD
745968862-2,zaqra,1,0,1,1,24545.14,JOD
643300850-X,amman,2,0,1,1,52487.26,USD
202117724-6,Amman,2,1,2,0,32973.26,USD
267970988-8,Zarqa,1,2,1,0,29940.14,JOD
277053166-2,Amman,0,0,1,0,27494.24,JOD
672099970-2,zaqra,2,2,2,1,47673.98,JOD
145301504-3,Capital City,1,2,2,0,47687.32,JOD
035926657-6,Capital City,2,2,2,0,12992.33,JOD
061303135-0,amman,1,0,1,1,18171.73,USD
623318748-6,A'zarqa,2,0,0,2,28427.17,USD
607669195-6,A'zarqa,0,2,1,2,16838.55,JOD
502394619-3,A'zarqa,2,2,0,2,23197.12,JOD
408505145-8,Zarqa,2,1,0,1,42286.28,USD
196117693-9,Capital City,0,0,2,2,12411.89,JOD
525050828-6,A'zarqa,1,0,1,1,30253.73,USD
102250046-5,Capital City,1,1,1,0,18459.45,JOD
039984165-2,amman,1,0,2,2,39359.00,JOD
952575761-7,zaqra,0,2,1,0,45760.26,JOD
893849109-9,Amman,1,2,0,2,52935.86,USD
689648367-9,Capital City,0,1,1,2,34263.25,JOD
103586202-6,amman,2,1,0,1,33130.74,JOD
486249623-7,Capital City,1,1,2,2,48728.20,USD
962770293-5,Capital City,2,1,0,0,28177.38,USD
779066163-9,amman,0,0,2,1,12015.89,USD
895256506-1,zaqra,2,1,2,2,21381.80,JOD
155585726-4,Amman,1,2,2,1,51809.40,JOD
267690060-9,,2,0,2,1,34461.82,USD
367250023-2,Zarqa,2,0,2,2,18312.67,JOD
303213860-4,amman,0,2,2,2,24939.94,JOD
856595174-X,A'zarqa,1,2,0,1,41365.93,USD
357819214-7,zaqra,1,0,2,2,50942.80,JOD
330565967-X,Capital City,1,2,2,0,15296.66,USD
957348438-2,Amman,0,0,1,0,19500.56,USD
799203921-1,zaqra,2,1,1,0,38477.19,USD
972818555-3,amman,2,2,0,1,25291.17,JOD
199993417-2,A'zarqa,2,2,0,1,39954.70,USD
460067610-6,Capital City,0,2,1,1,22999.11,JOD
093857355-1,Amman,2,2,0,2,19195.83,JOD
938065876-1,Zarqa,2,1,1,0,40313.82,USD
820900947-8,Amman,2,2,0,2,20320.93,JOD
630528372-9,zaqra,2,1,1,2,51452.45,JOD
051460953-2,Amman,0,0,2,2,38692.75,USD
706385643-X,zaqra,1,2,1,0,20647.20,USD
994611720-7,,1,2,1,2,20607.50,JOD
955563867-5,Capital City,0,0,0,1,32576.60,USD
118359697-9,zaqra,1,0,1,0,30688.73,JOD
117782188-5,Capital City,1,1,2,2,40573.98,USD
322630280-9,A'zarqa,0,0,1,1,22201.74,USD
123665696-2,zaqra,2,0,0,0,41751.40,USD
825578146-3,A'zarqa,1,2,0,2,25075.50,USD
387285236-1,zaqra,2,2,0,1,52674.87,JOD
500680859-4,A'zarqa,0,1,1,1,50735.41,USD
410980201-6,Zarqa,2,2,0,2,25637.50,USD
267825885-8,zaqra,1,0,1,2,49175.38,USD
475189408-0,amman,2,1,1,1,29026.09,USD
478183062-5,Zarqa,0,0,1,0,31064.25,USD
383118855-6,Capital City,0,0,1,1,47903.90,USD
786551810-2,Zarqa,1,2,2,2,28163.23,USD
138558312-6,amman,2,0,2,1,49688.11,USD
882854307-8,amman,2,0,0,0,33131.90,USD
523609281-7,A'zarqa,1,2,0,2,50345.67,JOD
274491136-4,A'zarqa,2,2,2,0,38681.20,USD
244180494-4,zaqra,2,0,0,0,36051.49,USD
550634909-2,Zarqa,0,0,2,1,38065.40,USD
185398932-0,zaqra,2,1,1,1,15403.11,JOD
044512608-6,Amman,2,2,2,0,50524.80,JOD
752277484-5,amman,0,2,0,1,43441.90,JOD
376738852-9,Zarqa,1,0,1,2,52949.57,USD
987676642-2,amman,1,0,2,0,51430.94,USD
979390413-5,amman,0,0,2,2,26790.62,JOD
876425186-1,Capital City,1,1,0,2,36345.33,JOD
461616378-2,A'zarqa,0,2,0,0,16757.35,JOD
841510734-X,A'zarqa,1,0,0,0,30464.55,JOD
673694590-9,Capital City,2,0,0,1,39907.42,JOD
232858936-7,amman,2,0,1,0,21025.99,JOD
237192601-9,amman,0,2,2,1,41200.81,JOD
337846339-2,Amman,1,1,1,1,15709.88,JOD
627901213-1,Amman,1,2,0,2,49903.53,JOD
459181877-2,Zarqa,0,2,0,2,31158.56,JOD
571318375-0,zaqra,0,1,2,1,12450.24,USD
710937139-5,zaqra,0,2,2,2,17190.00,JOD
000887178-7,zaqra,2,0,2,1,38450.24,JOD
505885717-0,Capital City,2,0,2,2,20832.73,JOD
001275409-9,Amman,2,1,0,0,29943.95,USD
200407188-5,A'zarqa,0,0,1,2,19869.97,USD
376268818-4,A'zarqa,1,0,1,0,45794.26,JOD
052088987-8,zaqra,1,2,1,1,19969.05,JOD
922777359-2,Capital City,2,2,2,0,37982.52,JOD
549294155-0,A'zarqa,0,0,0,1,30811.14,USD
230894754-3,amman,1,2,2,1,45482.86,JOD
896391351-1,Capital City,2,1,0,1,37391.66,USD
668680342-1,Zarqa,1,0,2,2,24404.11,JOD
132226053-2,amman,2,0,1,0,35426.44,USD
358163489-9,Zarqa,1,1,1,0,30906.44,USD
420419253-X,zaqra,2,2,0,2,29263.91,JOD
053331185-3,amman,2,0,1,0,34185.26,USD
024799172-4,A'zarqa,0,2,1,0,22397.87,JOD
348102911-X,Capital City,2,1,1,0,13488.69,USD
586470182-3,Amman,2,1,1,2,36937.06,USD
504506863-6,Amman,2,2,0,1,21711.66,JOD
148786179-6,A'zarqa,2,1,1,2,18260.49,USD
792199837-2,Zarqa,2,2,2,1,26792.38,USD
502884643-X,Amman,2,2,2,2,25629.77,USD
797799002-4,Capital City,2,1,1,1,42220.90,JOD
920162972-9,Zarqa,0,1,1,0,32175.03,JOD
067347195-0,Zarqa,0,1,2,2,32039.00,USD
604397014-7,amman,0,0,1,1,38057.75,JOD
181451195-4,Amman,0,2,0,2,25072.85,JOD
946928823-8,A'zarqa,2,0,0,1,31728.68,USD
715605640-9,Zarqa,1,2,1,2,21269.40,USD
140172073-0,Zarqa,1,0,0,0,31956.70,JOD
486599033-X,Capital City,2,2,2,2,38903.97,JOD
942588103-0,Zarqa,0,0,1,0,47656.79,JOD
138443674-X,zaqra,1,1,2,2,36816.96,USD
317326344-8,Amman,2,1,0,2,51621.07,JOD
500292242-2,Amman,0,1,2,1,49210.55,JOD
035507014-6,Amman,0,2,0,2,48187.11,USD
376567073-1,Zarqa,1,1,0,1,51888.13,JOD
893468771-1,Capital City,0,0,0,1,42673.22,JOD
483917387-7,zaqra,0,0,1,1,44568.87,USD
302778416-1,Amman,1,2,1,1,42886.52,USD
222625542-7,zaqra,0,0,1,0,35926.09,USD
409375526-4,amman,2,1,1,0,43722.26,USD
076608250-4,Capital City,2,2,2,0,40193.28,USD
610145300-6,Amman,1,0,1,0,43638.77,USD
290303333-1,Amman,0,2,1,1,44573.92,JOD
414390777-1,Capital City,1,1,2,1,14056.99,USD
112936205-1,amman,1,1,2,1,43657.65,JOD
562639008-1,A'zarqa,0,2,1,1,14571.76,JOD
226471231-7,amman,1,2,2,0,24835.85,USD
772330842-6,Zarqa,1,0,1,2,21076.97,USD
515580476-0,Zarqa,0,0,1,0,30571.84,USD
268747457-6,Capital City,0,0,0,1,41628.68,JOD
073355998-0,,0,1,0,0,35041.47,USD
774647802-6,A'zarqa,0,0,0,2,42984.50,USD
331946193-1,A'zarqa,1,0,1,0,39971.47,JOD
348244029-8,Zarqa,1,1,0,1,34193.05,JOD
494450728-3,Capital City,2,2,0,2,38564.60,USD
067604337-2,amman,1,0,1,1,15664.93,USD
973189889-1,,0,1,0,1,13754.81,JOD
747647914-9,Capital City,2,1,2,2,15535.90,JOD
789236834-5,A'zarqa,1,2,2,1,41751.96,JOD
656682996-2,zaqra,0,2,1,0,46146.82,JOD
449900758-5,Zarqa,2,0,2,0,38961.78,USD
373344952-5,Zarqa,1,1,1,1,17327.72,USD
204875962-9,,1,2,0,2,19440.13,JOD
079094075-2,A'zarqa,0,0,1,2,13760.64,USD
711567160-5,zaqra,0,0,0,1,14170.55,USD
993122539-4,zaqra,1,0,1,2,29398.99,USD
168714411-7,Amman,1,2,1,1,20140.06,JOD
143491879-3,amman,1,2,0,2,19279.52,USD
900589251-X,zaqra,1,0,1,1,40699.96,JOD
959558406-1,A'zarqa,2,2,0,0,33318.39,JOD
452477443-2,zaqra,1,2,0,2,34267.70,USD
287481201-3,A'zarqa,1,0,1,0,52821.87,JOD
929924765-X,zaqra,0,0,1,1,51475.98,JOD
992644451-2,,0,1,1,1,45912.72,USD
623439600-3,amman,1,1,1,0,36688.58,USD
074929939-8,A'zarqa,0,1,2,0,46082.33,JOD
486822572-3,A'zarqa,1,1,2,0,52474.14,USD
734304210-6,Zarqa,0,2,1,1,14654.34,USD
768751569-2,amman,1,0,1,1,49015.97,JOD
404133798-4,zaqra,2,2,1,0,19792.17,JOD
585118383-7,Zarqa,1,1,2,0,23621.02,JOD
564502740-X,Zarqa,1,1,0,1,27578.00,JOD
213790180-3,zaqra,0,1,0,1,12839.18,JOD
421637895-1,A'zarqa,0,2,1,1,18746.21,JOD
374152957-5,amman,1,0,2,0,39271.83,USD
207247001-3,Amman,0,1,0,2,51168.68,JOD
347760529-2,Capital City,1,1,0,1,30869.64,USD
051159970-6,Zarqa,0,2,2,2,32721.50,JOD
386185173-3,zaqra,0,0,1,1,40623.20,USD
740948025-4,amman,2,1,1,2,12911.35,JOD
128827781-4,amman,2,0,0,2,22261.79,USD
614446769-6,amman,1,1,1,2,29572.98,JOD
644612110-5,amman,1,0,1,2,32627.80,JOD
760129338-6,Capital City,2,1,1,0,28723.49,USD
377669497-1,A'zarqa,0,1,2,1,29992.40,USD
570717618-7,amman,2,1,1,0,36721.75,USD
088916587-4,zaqra,0,1,2,2,44829.07,JOD
397580438-6,Capital City,1,2,1,1,25496.23,JOD
082162833-X,Amman,2,2,0,0,30999.32,USD
315569068-2,A'zarqa,1,2,0,1,44401.71,USD
289134042-6,zaqra,2,0,0,1,30501.92,JOD
130343160-2,A'zarqa,0,1,1,1,17453.60,USD
446106615-0,Amman,2,1,2,1,40681.64,USD
186709840-7,A'zarqa,2,1,2,2,21558.46,USD
194560995-8,Zarqa,2,2,0,1,45646.83,USD
530314086-5,Zarqa,0,2,2,0,28352.56,USD
075834175-X,A'zarqa,0,0,1,1,27353.85,USD
937523491-6,Capital City,2,1,0,2,47027.85,USD
144015906-8,amman,2,1,2,2,27163.29,USD
948118766-7,A'zarqa,1,1,0,2,36595.08,JOD
192421529-2,Zarqa,2,1,1,1,45304.18,USD
596223694-7,Zarqa,1,0,2,2,22269.82,USD
725717410-5,A'zarqa,2,1,2,0,39666.51,JOD
457779460-8,amman,1,2,2,2,51486.23,USD
643280818-9,Amman,2,0,0,1,49004.91,USD
202237778-8,A'zarqa,1,2,0,0,42640.10,JOD
195640707-3,Amman,0,1,0,2,50394.40,JOD
839047933-8,Amman,2,2,1,0,39953.55,JOD
282805657-0,Amman,2,0,1,2,51761.40,USD
073682143-0,Zarqa,0,0,1,1,35176.02,USD
230351444-4,A'zarqa,0,1,1,0,29057.31,USD
199056090-3,Zarqa,1,0,0,2,48156.99,JOD
029315665-4,Amman,1,1,0,0,37923.82,JOD
999191868-X,Amman,0,0,1,1,49476.89,USD
679580724-X,Capital City,0,2,2,2,34096.77,USD
392043258-4,,2,2,0,2,42417.00,JOD
952310242-7,Amman,1,1,0,1,43120.49,JOD
416772320-4,Capital City,0,0,2,2,43164.92,JOD
192724863-9,A'zarqa,1,0,1,1,28676.31,JOD
462476793-4,A'zarqa,1,1,0,2,31048.30,USD
115406315-1,A'zarqa,2,1,2,2,43503.15,JOD
907988525-8,Zarqa,1,1,2,1,33334.82,USD
783752109-9,Amman,2,1,2,2,36767.41,JOD
339440784-1,Zarqa,2,1,0,2,52044.50,JOD
447318759-4,A'zarqa,1,2,0,1,45563.45,USD
832958120-9,Zarqa,0,1,2,1,28866.70,JOD
734098167-5,zaqra,0,1,0,1,26305.21,USD
699350368-9,Capital City,0,1,1,1,19624.48,USD
431911527-9,Capital City,2,1,2,0,49666.57,JOD
007474800-9,Zarqa,2,0,0,2,41425.00,USD
101843453-4,Zarqa,1,2,0,0,31874.42,USD
357101829-X,Capital City,1,0,2,0,34170.29,USD
453622474-2,Amman,0,2,2,1,43545.31,USD
086958363-8,amman,1,0,2,0,49767.15,JOD
075655541-8,A'zarqa,2,2,2,1,41593.44,JOD
436105335-9,Zarqa,2,1,1,2,17978.33,JOD
816089651-4,A'zarqa,2,2,1,1,33097.96,JOD
353803709-4,Amman,2,1,1,2,18396.42,USD
030008110-3,Amman,0,2,2,1,15655.77,JOD
244532960-4,Capital City,0,2,1,0,33405.14,USD
978519289-X,zaqra,1,1,1,1,26249.30,JOD
016135100-X,amman,1,2,1,1,26013.20,USD
346788231-5,amman,1,0,0,2,25604.84,JOD
930154448-2,zaqra,0,1,2,2,15914.15,JOD
805830151-5,Capital City,1,0,2,2,28247.04,USD
279226395-4,Capital City,0,0,2,1,37130.68,JOD
590861914-0,Zarqa,0,1,0,0,30184.45,JOD
363997318-6,Amman,0,0,2,2,21865.74,JOD
951714540-3,Capital City,1,2,1,0,37390.86,USD
883900250-2,A'zarqa,2,1,1,2,36709.70,USD
428182585-1,Amman,1,2,1,1,26641.00,JOD
688146446-0,Zarqa,2,2,0,1,34276.56,JOD
366519692-2,zaqra,0,0,2,2,29824.73,JOD
883742468-X,Amman,2,2,2,0,33939.26,USD
384436304-1,Zarqa,2,1,1,1,40620.58,JOD
607545999-5,Amman,2,2,2,0,13642.13,USD
738607114-0,Capital City,2,1,1,2,52139.44,USD
959392984-3,amman,2,2,2,2,52495.85,JOD
920266644-X,Capital City,0,0,1,2,24062.26,JOD
101386727-0,,2,1,1,1,45809.81,USD
420745650-3,amman,0,1,2,0,41942.98,JOD
658332563-2,Zarqa,0,0,0,1,25783.69,USD
926835989-8,Amman,1,0,2,0,29829.92,JOD
838393002-X,zaqra,0,0,1,0,37944.78,USD
723507188-5,,1,0,0,0,44944.95,JOD
846584220-5,zaqra,0,1,2,2,14576.95,JOD
819836968-6,A'zarqa,1,0,2,1,29038.05,JOD
708794221-2,Zarqa,2,2,0,1,29134.52,USD
729157118-9,Zarqa,2,0,2,2,46171.46,JOD
869221652-6,,0,1,1,2,39925.25,USD
480334401-9,Capital City,2,1,2,2,20294.61,USD
223572539-2,Amman,0,1,2,1,34788.59,JOD
773916787-8,A'zarqa,0,1,1,1,14658.03,USD
685444348-2,amman,2,2,2,2,24587.55,USD
407182166-3,zaqra,0,1,2,1,43129.52,USD
136148420-9,zaqra,2,2,1,2,35552.45,JOD
844017775-5,,0,0,1,1,25479.58,USD
322821142-8,amman,2,1,1,1,28732.39,USD
212814625-9,Zarqa,2,1,0,0,41551.16,USD
842488670-4,A'zarqa,0,1,1,0,14597.67,USD
682384009-9,Capital City,1,0,0,2,48960.70,JOD
508275592-7,A'zarqa,1,0,2,1,45980.59,JOD
620895382-0,Amman,0,1,1,0,49072.81,USD
292082054-0,Amman,0,1,0,2,28485.73,JOD
571315900-0,Zarqa,0,2,0,0,45569.55,USD
780750294-0,Zarqa,2,1,2,2,48327.85,JOD
522771011-2,amman,2,0,2,1,42892.57,JOD
895739541-5,zaqra,1,1,1,1,12571.23,JOD
530285106-7,zaqra,1,0,0,0,22023.61,USD
502685027-8,Capital City,1,0,1,0,25077.71,USD
999873227-1,,0,1,0,2,47698.59,USD
074532625-0,amman,1,1,1,2,32585.60,JOD
159273116-3,Capital City,2,1,0,0,36589.35,JOD
771146645-5,Capital City,1,1,0,0,15789.20,USD
977145009-3,A'zarqa,0,1,0,2,14440.30,JOD
711794828-0,amman,2,0,0,1,14459.21,USD
617643180-8,,0,1,0,2,24558.51,JOD
114073548-9,zaqra,1,2,2,1,48100.58,JOD
300047416-1,amman,0,2,2,1,35344.79,USD
483012592-6,A'zarqa,1,2,0,0,13350.29,USD
889118974-X,zaqra,1,2,2,2,26205.36,JOD
619172223-0,Amman,0,0,0,2,48358.14,JOD
121911958-X,zaqra,0,2,1,1,49781.02,JOD
992409814-5,Zarqa,1,0,0,0,44977.19,JOD
444300600-1,Zarqa,1,1,1,2,27995.76,USD
733701863-0,amman,0,2,1,1,12435.56,JOD
843091909-0,amman,1,0,2,2,39198.77,USD
584075523-0,Amman,0,1,2,0,51808.27,JOD
132477814-8,Amman,1,2,1,2,18866.44,USD
617306057-4,A'zarqa,1,1,0,2,51535.91,JOD
531923839-8,Zarqa,0,1,0,0,45432.40,JOD
292449528-8,Capital City,0,2,2,1,42277.37,USD
285219560-7,Capital City,0,0,0,2,21298.26,USD
331174249-4,A'zarqa,1,1,0,2,32262.26,JOD
437566345-6,Amman,2,0,0,1,39893.84,USD
201879911-8,zaqra,0,0,1,1,33999.24,JOD
087891385-8,amman,2,1,2,0,33396.54,USD
160589496-6,A'zarqa,1,1,0,1,16388.01,USD
916407618-0,A'zarqa,2,1,2,0,45334.26,JOD
067550994-7,Capital City,1,1,0,1,31067.33,JOD
257916439-1,amman,0,0,1,2,24961.55,JOD
967413716-5,zaqra,1,2,2,1,17304.88,JOD
850401891-1,Amman,2,1,0,1,37702.43,USD
666403943-5,amman,2,0,1,0,23160.12,JOD
740615315-5,A'zarqa,0,2,1,0,23001.87,USD
678333238-1,zaqra,2,2,0,1,46525.75,USD
447301988-8,A'zarqa,1,2,0,2,33525.23,USD
414254111-0,Capital City,0,1,0,1,12918.32,USD
613885994-4,amman,0,1,2,0,51444.02,USD
588559267-5,Amman,2,1,1,2,49345.06,USD
165637881-7,amman,2,2,2,1,21295.53,JOD
481246038-7,Amman,2,0,0,2,20413.44,USD
221679011-7,Amman,1,0,1,1,33647.44,JOD
069975827-0,amman,0,2,0,2,49401.52,JOD
251303633-6,A'zarqa,0,2,0,0,41620.06,JOD
640434414-9,zaqra,2,1,2,2,51758.32,JOD
996496171-5,Amman,2,0,2,2,32030.35,JOD
577355086-5,zaqra,0,2,0,0,34844.83,USD
027617593-X,amman,1,1,2,2,39786.63,USD
864544372-4,Amman,2,2,2,1,36435.48,USD
810538057-9,Amman,2,0,1,2,24053.30,JOD
790996698-9,amman,2,2,2,0,13605.36,USD
497243594-1,A'zarqa,2,0,2,2,51268.88,JOD
669934128-6,Zarqa,2,0,1,2,38132.94,JOD
115979040-X,A'zarqa,1,0,0,0,20686.23,USD
895143513-X,Capital City,1,1,2,2,33516.99,USD
534759807-7,A'zarqa,0,2,2,1,23986.52,JOD
598516902-2,zaqra,2,2,2,2,24831.68,USD
792319999-X,zaqra,1,2,2,1,52831.00,USD
818733709-5,amman,2,0,2,2,15974.61,JOD
156681584-3,Zarqa,0,0,0,1,50791.97,USD
738295994-5,A'zarqa,2,0,1,2,44916.99,USD
970634787-9,Capital City,2,1,0,0,45332.94,JOD
847308835-2,amman,1,2,2,0,24202.62,USD
764165475-4,amman,0,0,0,0,26341.32,JOD
043059315-5,amman,2,0,0,0,38977.30,JOD
325091820-2,Amman,0,2,0,1,24795.66,JOD
620534442-4,amman,0,2,2,1,39376.63,USD
546719615-4,Amman,0,2,0,1,41548.97,JOD
961772204-6,zaqra,0,0,0,0,39526.23,JOD
331918639-6,Zarqa,1,0,1,2,34124.13,USD
478362262-0,Capital City,1,1,1,0,24420.62,USD
474922092-2,,2,1,2,2,12375.43,USD
357791251-0,,2,1,0,2,39209.96,USD
938437140-8,A'zarqa,0,2,2,2,49364.59,USD
154291381-0,Zarqa,1,2,0,1,38906.86,USD
237712821-1,Amman,1,1,1,0,26879.72,USD
162400302-8,amman,1,2,1,1,51250.15,USD
648777694-7,Capital City,0,2,0,2,48016.06,JOD
187002042-1,amman,0,0,0,2,46489.68,JOD
689009966-4,A'zarqa,1,2,0,0,51897.29,JOD
