StoreID,City,Item1,Item2,Item3,Item4,MonthlySales,Currency
418025162-0,Zarqa,1,2,2,2,50760.76,USD
703796186-8,Amman,2,1,0,0,49688.14,USD
641664560-2,amman,1,0,1,1,48630.73,USD
742389192-4,A'zarqa,2,1,1,1,51525.50,JOD
753872012-X,A'zarqa,0,0,2,0,23440.44,USD
691128167-9,,2,2,2,2,50295.07,USD
528300128-8,A'zarqa,0,1,1,0,41989.80,JOD
357116551-9,Amman,0,2,0,0,49931.74,JOD
423322094-5,A'zarqa,0,0,1,2,35689.48,JOD
561502145-4,Amman,2,2,1,0,43291.76,USD
183607829-3,zaqra,0,2,2,0,46818.38,USD
338440446-7,Capital City,0,2,1,1,51990.06,USD
889264574-9,zaqra,2,2,0,0,40932.46,USD
682362327-6,amman,0,2,1,1,38712.70,JOD
105681203-6,zaqra,0,2,2,2,33107.80,JOD
831259580-5,Amman,2,0,2,1,44255.33,USD
948758212-6,Capital City,0,1,0,0,20583.12,JOD
366609262-4,,0,2,0,1,23560.09,JOD
009084127-1,amman,1,1,0,1,20940.93,JOD
955636912-0,Zarqa,0,1,1,1,50523.54,JOD
986233613-7,amman,1,1,2,1,52002.94,JOD
493698130-3,zaqra,1,2,2,0,28297.78,JOD
077376192-6,A'zarqa,1,2,0,1,39424.68,USD
976559326-0,,0,0,0,1,50484.98,USD
256394230-6,Capital City,1,0,2,0,13233.16,USD
885722435-X,A'zarqa,1,0,2,2,44708.28,USD
561096107-6,Amman,1,1,0,1,20393.04,JOD
541891769-2,amman,0,0,2,0,37805.31,USD
442143009-9,Amman,1,1,2,0,16834.53,JOD
955887139-7,Amman,1,2,1,0,17180.47,JOD
501495728-5,Amman,1,0,0,2,30330.43,JOD
889299217-1,amman,2,1,1,2,34549.21,USD
644909651-9,zaqra,0,1,1,0,50428.95,USD
410300656-0,amman,1,2,2,1,49809.80,USD
546286105-2,Amman,2,0,0,0,45259.51,USD
765219726-0,Zarqa,0,0,1,0,26336.97,JOD
610504786-X,Zarqa,2,2,2,1,50639.83,JOD
782992317-5,A'zarqa,2,0,2,1,31103.24,JOD
928629688-6,Zarqa,2,2,0,0,40993.36,USD
242064586-3,,0,1,2,2,46090.78,USD
719926274-4,Zarqa,2,0,0,2,16312.68,USD
519659839-1,A'zarqa,0,1,0,2,32588.22,USD
739258888-5,amman,2,2,0,1,22109.94,USD
194853060-0,zaqra,0,2,1,2,50100.14,JOD
115960163-1,A'zarqa,1,0,0,2,21206.64,JOD
480831829-6,A'zarqa,0,0,1,2,30759.10,JOD
980583186-8,amman,1,0,0,1,31790.47,JOD
767760585-0,amman,0,1,2,2,28419.51,USD
640576639-X,amman,0,1,1,1,19939.81,USD
369957627-2,A'zarqa,1,0,2,2,46926.14,JOD
213590865-7,amman,1,0,0,1,40616.57,USD
398826055-X,Amman,2,1,1,2,51663.07,USD
916472592-8,zaqra,1,2,0,1,45955.35,JOD
490402515-6,Zarqa,0,2,2,2,31290.72,USD
426378180-5,Amman,1,1,0,2,33134.89,JOD
228995338-5,Amman,0,1,0,1,41833.24,USD
524433539-1,Amman,0,2,1,1,48727.03,USD
357339847-2,zaqra,0,0,2,2,39102.64,JOD
873615831-3,Capital City,2,2,1,1,12709.12,JOD
519944141-8,A'zarqa,0,0,2,1,48640.86,JOD
037423513-9,A'zarqa,0,0,0,1,40822.14,JOD
484530214-4,Zarqa,1,2,0,2,20111.04,JOD
210336073-7,Amman,1,0,1,0,24289.76,USD
936315495-5,Amman,1,1,0,1,33119.86,JOD
419956488-8,amman,0,1,1,2,12414.73,USD
621861627-4,zaqra,0,0,0,0,17933.49,USD
986496739-8,A'zarqa,0,0,1,1,20169.79,USD
631068807-3,Capital City,1,2,0,0,12258.06,JOD
010154110-4,Zarqa,1,1,2,2,34187.71,JOD
315798260-5,Capital City,2,0,1,1,47149.78,JOD
653407249-1,Zarqa,2,2,0,2,24116.35,USD
879548547-3,Amman,2,2,0,0,49884.23,USD
841273527-7,amman,2,0,0,1,20502.20,JOD
829462727-5,,0,1,1,1,29615.61,USD
003043160-3,Zarqa,2,2,1,0,23952.13,USD
098619594-4,Capital City,0,2,2,2,32201.27,USD
643334820-3,Capital City,1,1,2,1,21763.57,USD
125906521-9,A'zarqa,1,1,0,2,12925.29,JOD
059329448-3,Amman,2,2,1,0,30451.59,USD
173686874-8,Amman,0,1,1,0,18997.50,USD
284601335-7,A'zarqa,2,2,1,1,28192.64,USD
432482129-1,Amman,2,2,2,2,19546.42,USD
862141018-4,amman,2,1,1,0,44097.06,JOD
662079738-5,Capital City,0,0,0,1,18576.44,JOD
756910604-0,amman,0,0,1,1,26462.79,USD
365835303-1,Capital City,2,0,2,0,31842.79,USD
094304155-4,zaqra,1,1,1,1,29945.18,USD
872895193-X,Amman,0,0,0,2,42155.53,USD
465211102-9,Amman,0,1,2,2,46848.55,JOD
850432555-5,A'zarqa,1,1,1,0,35636.72,JOD
502510276-6,amman,2,2,1,2,48154.43,JOD
672699113-4,Capital City,2,1,2,2,14692.24,USD
225120424-5,Amman,0,0,1,2,15993.99,USD
213450235-5,Capital City,2,1,0,0,42658.50,USD
847562426-X,Amman,1,1,0,2,34449.58,USD
833864682-2,zaqra,1,1,2,2,27748.19,JOD
569463599-X,amman,1,0,1,2,23006.14,USD
301031206-7,Amman,2,1,1,2,49308.98,JOD
307479597-2,,2,0,1,0,34463.29,USD
745934959-3,A'zarqa,0,1,0,0,42677.97,USD
955679886-2,amman,1,1,0,2,13459.39,JOD
977872915-8,amman,2,1,1,1,33923.08,USD
824813826-7,Capital City,1,1,1,0,44492.45,JOD
248723715-5,Capital City,2,0,2,2,13889.67,USD
312308531-7,Amman,2,1,2,1,30892.87,JOD
250370243-0,Capital City,1,2,1,0,27671.87,JOD
189825035-9,Amman,0,2,2,2,19024.33,USD
683628912-4,zaqra,1,0,2,0,12935.01,JOD
208553624-7,Capital City,2,0,1,0,33104.20,USD
993983183-8,amman,1,1,0,1,20015.97,JOD
843528716-5,amman,1,0,2,1,27264.69,JOD
128404869-1,zaqra,0,1,0,1,47710.00,USD
584150678-1,A'zarqa,2,2,0,1,21942.75,USD
263374365-X,zaqra,0,2,2,2,46907.08,JOD
722192530-5,Amman,0,0,2,1,46340.59,USD
158511674-2,Amman,0,1,0,2,45042.71,USD
044054466-1,Amman,2,1,0,2,15315.78,JOD
460669398-3,Zarqa,2,1,1,1,36406.22,USD
264585188-6,zaqra,1,1,2,1,17489.10,USD
145427196-5,Capital City,2,2,0,2,49984.78,JOD
192980026-6,amman,2,0,1,2,40806.54,JOD
182226732-3,A'zarqa,1,1,0,1,25340.71,USD
144197236-6,A'zarqa,1,2,1,1,29647.29,USD
786235170-3,zaqra,2,0,0,0,34466.40,JOD
919481717-0,Amman,1,1,1,1,28884.55,USD
823734124-4,Amman,2,0,0,1,19415.93,JOD
986409342-8,A'zarqa,0,2,2,2,29268.92,JOD
458255019-3,Zarqa,1,1,2,2,24281.28,JOD
777382436-3,amman,0,0,1,2,33387.70,USD
703177879-4,Zarqa,1,1,0,1,52469.86,USD
298139218-2,Capital City,0,1,2,2,36024.10,JOD
377506278-5,Zarqa,1,0,0,1,21743.93,USD
423045389-2,Capital City,0,1,2,1,37877.07,JOD
506475512-0,Zarqa,2,2,0,1,45393.28,JOD
643252111-4,zaqra,2,0,1,2,32549.89,JOD
051495687-9,zaqra,0,2,2,1,26908.20,JOD
144120138-6,Capital City,1,2,2,2,27619.40,USD
919571013-2,Amman,1,1,2,0,20881.14,JOD
686114132-1,Zarqa,0,1,2,2,42340.93,JOD
843730251-X,Zarqa,2,0,2,2,26905.37,USD
424962693-8,amman,1,2,2,2,28582.78,USD
093321310-7,Capital City,0,2,1,1,41771.69,JOD
121087586-1,Zarqa,1,1,1,1,31498.01,JOD
987395319-1,amman,2,2,2,2,48413.75,USD
737062992-9,Zarqa,2,1,2,2,36123.76,USD
684482791-1,A'zarqa,2,2,2,2,19552.07,USD
529118701-8,zaqra,0,2,1,0,16966.64,JOD
781342383-6,zaqra,2,1,1,0,25067.27,USD
537219992-X,Amman,2,2,0,2,28432.97,USD
527779261-9,zaqra,1,1,1,0,14232.68,USD
112279231-X,Capital City,0,1,0,0,36094.15,USD
544441636-0,Zarqa,2,1,0,1,52870.32,USD
991558024-X,zaqra,1,0,1,1,22218.07,JOD
417417778-3,zaqra,0,1,1,0,31218.41,JOD
275290182-8,Amman,2,0,1,1,24986.49,USD
263504691-3,amman,0,0,2,2,36083.11,JOD
607488816-7,A'zarqa,1,2,1,0,42992.87,JOD
191132333-4,Amman,2,2,2,0,18313.22,USD
079586164-8,Amman,1,1,2,1,39781.58,JOD
163812814-6,amman,2,2,2,2,45928.57,USD
747039156-8,A'zarqa,1,2,2,1,31324.59,JOD
125328884-4,,2,2,1,2,42400.57,JOD
928881254-7,Zarqa,1,1,1,1,23116.90,USD
755889626-6,Capital City,2,2,2,2,45070.12,JOD
014698734-9,Capital City,0,0,0,0,42875.63,JOD
963691707-8,zaqra,0,1,2,1,43965.73,USD
997875766-X,Capital City,0,1,1,1,14705.27,JOD
875616630-3,Amman,2,2,0,2,18903.10,JOD
922354155-7,A'zarqa,1,0,1,2,50459.60,JOD
114437549-5,A'zarqa,1,1,1,2,12798.95,JOD
754071313-5,amman,1,0,2,1,30726.10,JOD
175783899-6,,2,2,1,0,45099.78,USD
359486706-4,Zarqa,0,1,2,0,17172.55,USD
297585044-1,amman,0,1,2,2,44037.98,JOD
581474786-2,A'zarqa,2,2,0,0,42592.13,JOD
703475174-9,Amman,1,1,1,0,26666.65,USD
850778271-X,,1,1,0,1,21122.81,USD
978833560-8,A'zarqa,2,1,1,2,14489.54,JOD
676817385-5,zaqra,2,0,0,0,12858.33,USD
038730287-5,,0,0,0,2,37722.47,USD
303088182-2,zaqra,1,1,2,1,25541.29,JOD
056121867-6,Zarqa,1,0,2,0,44496.92,JOD
185610281-5,Capital City,1,2,1,2,32521.02,USD
137001126-1,zaqra,1,0,0,0,12087.37,JOD
407082750-1,Capital City,0,1,0,1,32507.24,JOD
453361093-5,Zarqa,0,0,1,2,17286.57,JOD
088694674-3,Capital City,0,0,2,0,38194.79,USD
685802748-3,amman,1,1,1,0,14535.78,USD
377180343-8,A'zarqa,2,0,1,1,13423.10,USD
706547898-X,Amman,2,1,2,1,29832.97,JOD
089630186-9,A'zarqa,1,0,1,0,45957.86,JOD
974257213-5,Capital City,2,1,1,0,28245.81,JOD
543024705-7,Capital City,0,1,1,0,45748.03,JOD
513355412-5,zaqra,2,0,2,1,43769.52,JOD
175222169-9,amman,1,0,1,1,52339.09,JOD
190956149-5,A'zarqa,2,0,1,0,47046.90,JOD
608960973-0,Capital City,0,0,0,1,47250.98,JOD
774742157-5,Amman,1,0,0,1,12358.26,JOD
451452763-7,Zarqa,1,1,1,2,36176.82,JOD
597654233-6,Capital City,0,0,2,1,46970.87,JOD
182982874-6,amman,1,2,1,1,36584.82,JOD
516350465-7,A'zarqa,0,1,2,2,32229.86,JOD
396644414-3,Zarqa,0,0,0,2,12974.38,USD
439221780-9,A'zarqa,1,1,2,1,24063.18,USD
841837755-0,Capital City,1,0,2,1,15435.93,USD
317192528-1,amman,0,1,1,2,52090.82,JOD
354676912-0,Zarqa,1,2,1,0,51848.89,JOD
570689049-8,Amman,1,2,2,1,28995.90,JOD
396203093-X,Capital City,0,1,2,0,17259.78,JOD
146843732-1,zaqra,2,0,1,0,41644.88,JOD
270989267-7,amman,1,2,1,1,16347.73,JOD
250897733-0,Amman,0,2,2,0,37478.72,JOD
913299384-6,Zarqa,0,0,2,0,32021.64,USD
077753040-6,A'zarqa,0,2,1,0,45452.00,USD
506755385-5,Amman,2,2,2,1,52870.70,USD
222432582-7,amman,2,1,1,2,51977.46,USD
916413665-5,Amman,0,1,1,2,16516.72,JOD
852874564-3,zaqra,1,1,1,0,36038.44,JOD
286731906-4,A'zarqa,0,0,2,1,27074.00,JOD
676155022-X,A'zarqa,0,1,0,1,24140.70,JOD
666217237-5,Amman,1,1,0,0,48413.37,USD
704266819-7,Amman,0,0,1,0,33856.04,USD
990148715-3,Zarqa,0,0,1,0,21934.61,JOD
307017957-6,zaqra,0,1,1,2,39181.61,USD
300783092-3,Capital City,2,2,0,2,42371.13,USD
499774502-2,Amman,0,2,0,1,51708.89,JOD
026466310-1,Amman,1,2,1,2,46622.95,JOD
835891427-X,Capital City,1,0,1,1,28370.37,JOD
749780489-8,A'zarqa,1,2,0,2,24227.50,JOD
110797620-0,amman,2,1,2,0,36675.39,USD
200645424-2,A'zarqa,0,0,2,1,24219.29,USD
874519526-9,zaqra,0,2,2,1,24207.48,JOD
404038087-8,amman,0,2,0,0,31893.00,JOD
984763083-6,zaqra,1,1,2,2,26016.87,JOD
014522342-6,Zarqa,0,0,1,2,45897.19,USD
452113851-9,Amman,0,2,1,0,26690.93,JOD
029166814-3,zaqra,1,1,2,0,22953.64,USD
927076179-7,A'zarqa,0,0,2,1,48088.02,JOD
495283384-4,Zarqa,2,0,2,0,31413.81,JOD
777047409-4,A'zarqa,2,1,0,1,39972.07,JOD
973966046-0,Capital City,1,1,0,2,20049.27,USD
505802270-2,Capital City,0,0,0,2,30803.97,USD
056180411-7,amman,1,0,1,1,49901.57,JOD
324311269-9,A'zarqa,1,0,1,1,39802.69,JOD
170321503-6,zaqra,2,2,2,1,39667.45,USD
367010626-X,A'zarqa,1,2,2,1,35332.36,JOD
283217561-9,A'zarqa,2,1,0,1,21780.07,JOD
562441843-4,Amman,1,2,0,0,27188.71,USD
867676304-6,zaqra,1,2,1,0,25558.42,USD
163937507-4,Capital City,1,1,0,2,51206.61,USD
288546724-X,Capital City,0,0,2,2,52081.98,USD
277890097-7,zaqra,1,1,1,0,33908.75,JOD
131916288-6,Zarqa,2,1,2,1,24309.58,JOD
148430095-5,A'zarqa,0,2,2,1,48374.95,JOD
082485803-4,zaqra,0,2,2,0,31003.65,JOD
067349817-4,amman,0,1,0,0,51116.21,JOD
657556638-3,,0,2,1,2,49066.45,USD
116961164-8,,1,1,0,1,34739.63,JOD
793191656-5,Amman,2,1,1,0,44433.62,USD
917414858-3,zaqra,0,2,0,2,14340.10,JOD
405743193-4,Zarqa,1,2,0,0,50705.16,USD
490635064-X,Zarqa,1,1,1,2,44819.58,USD
919766060-4,amman,2,1,1,1,36554.71,JOD
641732157-6,Zarqa,0,2,1,0,35800.95,JOD
981533119-1,amman,0,1,2,0,38460.47,USD
866131314-7,Amman,2,0,0,2,43837.10,JOD
411985453-1,amman,2,1,1,2,50771.81,USD
606034609-X,zaqra,1,2,1,0,26924.66,USD
666678515-0,zaqra,1,1,0,1,40959.53,USD
472524986-6,Zarqa,0,1,1,1,41492.36,JOD
587822896-3,,0,2,1,0,42521.88,JOD
274676772-4,Capital City,1,0,2,1,47536.25,JOD
023180222-6,,1,1,2,2,24078.71,USD
739688170-6,amman,2,2,0,0,26649.27,JOD
257507906-3,A'zarqa,1,1,2,1,18547.86,JOD
568393145-2,Amman,0,0,0,0,32779.01,USD
022916184-7,Capital City,1,0,0,1,46615.56,JOD
030566212-0,Amman,0,2,0,2,14614.21,JOD
630611965-5,Capital City,1,2,1,2,25661.79,JOD
276635903-6,zaqra,2,0,1,2,52057.86,USD
960022154-5,,0,0,2,2,43252.47,JOD
497346655-7,Capital City,2,2,1,1,26363.81,USD
324086016-3,A'zarqa,0,2,2,2,14169.83,USD
843151967-3,Zarqa,2,0,1,0,20227.56,JOD
212495953-0,Capital City,1,2,1,2,19901.03,USD
137303372-X,zaqra,2,0,2,2,48283.36,USD
187001065-5,Amman,2,0,0,0,39570.20,JOD
410130541-2,Zarqa,2,2,0,1,37378.79,JOD
212284498-1,Zarqa,1,2,0,2,17682.14,JOD
391050339-X,amman,2,0,1,0,19598.24,USD
318848882-3,A'zarqa,0,2,0,0,38981.34,USD
321500249-3,Amman,2,0,2,0,17867.59,USD
034742532-1,amman,2,0,1,0,28648.32,JOD
327403076-7,A'zarqa,1,1,0,2,52893.11,JOD
683764349-5,Amman,2,1,2,1,15631.96,USD
540831574-6,zaqra,2,0,2,1,44555.55,USD
541908664-6,Capital City,0,2,0,2,14072.89,USD
057587215-2,Capital City,1,1,0,1,17288.30,JOD
106091786-6,Amman,1,2,0,2,12709.33,JOD
365315668-8,A'zarqa,1,1,1,1,12613.04,USD
966529193-9,Zarqa,2,1,1,1,35695.75,USD
370162297-3,Zarqa,2,1,0,1,17094.05,USD
439115020-4,Zarqa,2,1,0,1,45019.01,JOD
810401348-3,zaqra,2,0,0,1,45709.13,JOD
101426892-3,Zarqa,0,2,0,1,34877.62,JOD
323169539-2,Amman,0,0,0,1,16612.42,JOD
891657478-1,amman,2,2,1,0,52675.21,JOD
987308092-9,Zarqa,0,2,2,2,47506.89,JOD
675536441-X,A'zarqa,0,1,2,1,15543.90,USD
865788120-9,Zarqa,0,1,0,2,28703.79,JOD
821774403-3,Capital City,0,1,0,2,12592.91,USD
480912028-7,,0,2,1,2,22838.29,JOD
701628690-8,,1,1,0,2,49156.13,JOD
426723775-1,Capital City,2,2,2,0,44950.41,USD
672093385-X,Capital City,2,1,1,2,16423.49,JOD
498037824-2,amman,0,2,2,1,45525.42,JOD
414766555-1,A'zarqa,0,2,2,2,16025.23,JOD
637249429-9,Zarqa,2,0,2,2,42626.26,USD
276194300-7,,2,1,0,2,39527.67,USD
967168238-3,zaqra,1,2,0,0,15105.55,JOD
504178998-3,amman,2,2,2,2,17531.73,JOD
300680570-4,Amman,1,1,1,0,36192.06,USD
024562731-6,Amman,0,2,1,2,47441.58,JOD
693792735-5,A'zarqa,0,1,2,0,35888.20,JOD
748350239-8,A'zarqa,2,2,2,0,26873.16,JOD
528695991-1,Amman,2,0,0,2,22724.53,JOD
672195623-3,A'zarqa,1,2,2,0,46447.65,JOD
900424956-7,zaqra,0,2,0,1,27686.92,JOD
547515622-0,zaqra,2,0,0,2,15338.56,JOD
809303286-X,zaqra,2,1,2,0,18446.74,JOD
212489154-5,Amman,1,2,1,2,24964.76,USD
487500170-3,Capital City,2,2,0,1,20222.87,USD
561346959-8,Capital City,1,1,1,2,47200.61,USD
017118736-9,Capital City,0,0,0,0,43075.39,JOD
018056310-6,amman,2,2,1,1,14644.22,JOD
285683242-3,Amman,2,1,2,0,24116.91,JOD
801884541-7,zaqra,2,2,2,1,34944.17,JOD
257410157-X,zaqra,2,1,2,1,13140.19,JOD
585853159-8,Amman,1,0,1,1,20894.48,JOD
390173013-3,amman,1,1,0,1,29395.79,USD
980504143-3,amman,0,2,2,0,37960.01,JOD
464856694-7,amman,2,0,1,1,52829.49,JOD
389517682-6,amman,0,2,2,2,13480.57,USD
036112071-0,zaqra,1,0,2,2,46025.86,JOD
250834211-4,A'zarqa,0,2,0,2,40509.81,USD
915421149-2,zaqra,2,1,0,0,44329.29,USD
153936707-X,zaqra,1,1,0,1,47682.83,USD
029853988-8,Amman,0,0,0,0,15153.32,USD
092359612-7,Zarqa,2,1,0,1,52822.01,USD
133536575-3,Capital City,0,1,2,2,29813.00,USD
347487225-7,Zarqa,1,1,1,2,23173.39,USD
330041876-3,A'zarqa,1,2,2,0,46149.64,JOD
054810033-0,A'zarqa,0,2,1,1,35255.49,JOD
890767562-7,amman,1,1,0,2,36468.19,USD
900997860-5,Amman,1,0,0,0,48998.29,USD
012870932-4,zaqra,2,2,1,1,22770.27,USD
761447744-8,zaqra,2,2,1,1,34486.66,JOD
158848043-7,A'zarqa,0,0,1,1,22145.10,JOD
025907334-2,zaqra,2,1,1,1,12856.75,JOD
447419694-5,A'zarqa,2,1,1,2,20690.63,JOD
794916778-5,Zarqa,2,2,1,2,32319.30,JOD
645743104-6,Amman,1,2,0,1,27312.41,JOD
727811421-7,Zarqa,1,1,1,2,37380.74,USD
973470278-5,amman,2,2,1,2,48428.37,JOD
274165086-1,Amman,0,1,2,2,50917.54,USD
470526570-X,zaqra,0,0,2,1,44322.02,USD
347289411-3,zaqra,2,1,1,1,46420.26,JOD
505420646-9,Amman,1,1,1,0,46140.71,JOD
419207011-1,zaqra,2,1,2,0,18036.78,JOD
597786986-X,zaqra,2,1,0,1,38922.43,USD
519673481-3,zaqra,1,0,0,2,51803.70,JOD
302966874-6,Zarqa,1,2,2,1,39316.90,JOD
087638651-6,zaqra,1,1,1,1,40484.50,USD
242817806-7,amman,0,0,2,1,41611.68,JOD
389068060-7,amman,1,1,0,0,50283.66,USD
523392976-7,zaqra,1,0,0,2,47955.98,USD
512007282-8,amman,1,1,1,0,42653.29,USD
637210476-8,amman,1,0,0,0,14921.64,JOD
162269010-9,Zarqa,2,1,0,2,47917.52,JOD
019293643-3,zaqra,0,1,0,0,13195.58,JOD
201647320-7,amman,0,1,1,2,25697.48,JOD
945492899-6,zaqra,0,1,2,1,38197.25,JOD
601948457-2,Zarqa,1,1,2,1,51103.39,USD
229712882-7,Capital City,1,0,1,0,27978.92,USD
960825458-2,zaqra,1,2,1,2,49702.36,USD
653180448-3,Capital City,1,2,2,0,18597.76,USD
828489245-6,zaqra,1,1,0,0,26582.71,JOD
211545388-3,Zarqa,0,1,0,2,51883.39,USD
640956771-5,,2,1,1,1,52709.16,USD
411036021-8,A'zarqa,2,2,2,0,38208.37,JOD
339442940-3,amman,1,1,1,1,16850.80,USD
444398789-4,A'zarqa,1,1,2,1,41899.57,USD
332787113-2,Capital City,2,1,0,1,19644.91,JOD
994209646-9,A'zarqa,0,1,0,2,37511.20,USD
682152897-7,zaqra,1,2,2,2,27213.09,USD
736112835-1,amman,2,2,1,2,50472.05,USD
746456175-9,Capital City,1,0,2,2,15027.07,JOD
293627222-X,Capital City,1,0,1,0,52938.86,USD
398458443-1,Capital City,1,0,1,1,28744.22,USD
864590974-X,zaqra,2,2,0,2,30158.99,USD
716840684-1,A'zarqa,0,2,2,2,19804.88,JOD
081957781-2,Zarqa,1,0,0,0,50689.83,USD
181027764-7,A'zarqa,0,0,1,2,47970.13,JOD
779370579-3,Zarqa,0,0,1,2,38713.39,JOD
203567287-2,zaqra,1,0,1,1,43453.61,JOD
679187430-9,Zarqa,1,0,2,0,50726.02,USD
154458141-6,A'zarqa,1,0,2,1,34689.47,USD
193843586-9,Capital City,0,2,2,2,31254.45,JOD
456087129-9,A'zarqa,2,2,0,1,39911.63,JOD
564004756-9,A'zarqa,2,1,1,0,43295.51,JOD
410303409-2,Zarqa,1,0,2,1,26971.61,JOD
023242940-5,Zarqa,1,2,0,1,21257.47,JOD
321715534-3,A'zarqa,0,1,1,1,13185.37,USD
135319834-0,amman,0,1,1,2,44581.04,JOD
600734026-0,amman,1,0,0,0,44025.38,USD
103242721-3,amman,0,1,1,1,45873.15,USD
986343192-3,zaqra,2,2,1,1,30561.52,USD
352706939-9,A'zarqa,0,2,0,2,16833.49,JOD
257283722-6,Zarqa,0,2,1,1,24962.94,USD
500332286-0,amman,1,0,2,0,33753.65,USD
037811859-5,A'zarqa,2,2,2,0,50072.98,JOD
392371864-0,amman,2,1,2,1,31161.46,JOD
817717982-9,zaqra,0,0,1,2,21953.27,USD
705017361-4,amman,0,1,0,1,48054.38,JOD
050672838-2,Amman,2,0,2,0,15827.46,USD
930960126-4,,1,1,2,2,33080.04,JOD
368234379-2,Amman,0,1,0,0,31949.18,JOD
620840616-1,amman,0,2,2,0,40342.94,JOD
868372851-X,,1,0,2,2,48020.05,USD
364799722-6,Zarqa,1,0,2,1,18933.58,JOD
780042498-7,A'zarqa,0,0,2,1,14803.34,JOD
940780428-3,Zarqa,0,1,2,0,12459.42,USD
448490457-8,A'zarqa,0,1,1,2,30514.44,JOD
243255963-0,Capital City,2,0,1,0,36764.94,JOD
621384562-3,zaqra,0,2,2,2,22465.41,USD
552865829-2,amman,0,1,1,0,36747.32,USD
625388117-5,Capital City,2,2,2,1,52142.42,JOD
884636082-6,zaqra,2,2,0,0,47768.21,JOD
617470028-3,Amman,1,0,0,1,25662.07,JOD
450039031-6,A'zarqa,1,0,2,2,33772.77,USD
325059507-1,zaqra,2,0,1,1,24101.66,JOD
893149564-1,Zarqa,2,2,2,1,30783.71,USD
708579265-5,amman,2,0,2,1,14051.31,USD
341156325-7,Capital City,0,2,2,2,46525.35,JOD
374699390-3,,2,2,2,2,46925.18,USD
755432433-0,amman,1,2,1,1,51933.80,USD
412370662-2,A'zarqa,0,0,0,0,48255.79,USD
813331295-7,Amman,2,0,1,1,30028.36,JOD
781057263-6,,2,0,2,1,24249.66,JOD
424388559-1,A'zarqa,1,1,2,1,29164.81,USD
391684401-6,zaqra,2,2,0,0,42007.14,USD
543593928-3,amman,2,0,0,2,18022.45,JOD
229531456-9,zaqra,1,2,1,1,44036.01,JOD
930798187-6,zaqra,1,1,0,2,30669.62,USD
113849245-0,amman,0,1,2,2,36015.68,USD
766557246-4,amman,0,2,1,2,45334.39,USD
728823606-4,Zarqa,0,1,2,0,51384.63,JOD
194774171-3,zaqra,1,0,2,0,37050.24,USD
680639751-4,A'zarqa,1,2,1,0,26826.23,JOD
952252117-5,Amman,2,0,2,2,35141.57,USD
839764245-5,amman,1,0,2,1,21787.33,JOD
154503370-6,Zarqa,1,2,0,1,29056.60,JOD
404002767-1,amman,1,0,2,1,13384.74,JOD
616684673-8,Amman,1,1,0,1,49377.25,JOD
992260435-3,A'zarqa,0,2,0,2,45307.29,USD
480159876-5,Zarqa,2,0,2,1,29172.94,USD
953762889-2,Zarqa,1,1,1,2,29402.52,USD
105916233-4,Zarqa,2,2,2,1,22961.27,USD
527713219-8,zaqra,0,1,1,2,21666.48,JOD
010222940-6,zaqra,1,2,0,2,35055.26,USD
875631855-3,A'zarqa,0,0,1,2,51210.12,USD
827825177-0,A'zarqa,2,0,0,0,42207.39,JOD
409859007-7,Zarqa,2,1,0,2,38624.06,USD
314996574-8,Capital City,2,2,0,1,23291.11,USD
313048169-9,Zarqa,1,0,1,2,32779.04,USD
551627432-X,Amman,1,0,2,2,40609.56,JOD
768207319-5,A'zarqa,1,0,2,1,18421.92,JOD
607584249-7,Capital City,1,0,0,1,26133.22,JOD
015108219-7,Amman,2,2,1,2,29536.57,JOD
972260488-0,zaqra,0,2,0,2,19846.40,USD
113213183-9,Zarqa,0,2,2,1,35024.21,JOD
737500539-7,Zarqa,0,0,2,0,24667.76,USD
649913779-0,Zarqa,2,2,2,1,40014.29,JOD
038023332-0,Capital City,0,0,2,2,16312.42,USD
336662988-6,A'zarqa,1,2,0,0,39327.27,JOD
479322637-X,Capital City,1,2,0,0,48494.73,USD
146746507-0,A'zarqa,1,1,2,0,19704.81,USD
451248141-9,,1,1,1,0,16163.67,USD
222218801-6,Capital City,0,1,1,1,15439.77,JOD
833992085-5,Zarqa,0,1,2,2,46090.69,USD
940536601-7,A'zarqa,1,2,2,1,14364.29,JOD
836905279-7,amman,1,0,1,2,35199.56,JOD
709280300-4,A'zarqa,0,0,1,0,24542.69,JOD
928441938-7,Amman,1,0,0,1,20494.20,USD
736665432-9,Zarqa,1,0,1,0,35495.41,USD
556563440-7,zaqra,1,0,1,2,41900.44,JOD
922565999-7,amman,1,0,1,1,14654.93,JOD
704005111-7,Amman,2,1,0,1,48087.41,JOD
334546722-4,amman,0,0,1,2,51743.33,JOD
381507601-3,Amman,2,1,0,2,25330.55,USD
358904250-8,Capital City,2,2,1,0,21743.91,USD
346445026-0,amman,2,2,1,2,28300.72,USD
534163557-4,A'zarqa,2,0,0,2,43205.03,USD
140946649-3,amman,2,2,0,0,20574.67,USD
944244066-7,Amman,2,1,0,2,16377.74,USD
448721005-4,zaqra,0,0,2,2,17145.33,JOD
388055366-1,Capital City,0,2,0,0,25415.18,USD
701041856-X,Capital City,1,2,2,1,46132.61,USD
497536987-7,Zarqa,2,2,1,1,48903.97,USD
674148400-0,Zarqa,0,0,2,1,39606.39,USD
