Company,Country,Department_1,Department_2,Department_3,Department_4,Salary,Currency
777000831-X,,1,0,,2,873.73,usd
094939843-8,Egypt,2,0,1,1,1363.39,USD
077355714-8,Egypt,1,2,2,2,1157.88,usd
704933430-8,egypt,2,0,0,1,609.16,USD
990878053-0,Egypt,1,1,1,1,662.81,$
285989354-7,,1,0,,1,1352.83,$
272274440-6,Kuwait,2,1,2,2,1498.16,usd
728196288-6,Jordan,0,0,1,0,1166.41,$
097250565-2,jod,2,1,0,1,771.89,euro
255171813-9,Kuwait,1,1,0,2,1240.31,$
674405528-3,egypt,0,2,2,1,603.71,usd
093947984-2,egypt,1,0,1,2,1259.09,usd
764071198-3,Jordan,0,0,1,2,1485.05,Euro
435040599-2,jod,0,2,0,1,681.92,USD
037469834-1,Egypt,2,0,2,0,1210.01,$
613577407-7,Kuwait,1,2,2,2,726.55,Euro
271137707-5,egypt,0,2,2,0,1278.91,usd
821128102-3,egypt,2,1,1,1,748.87,USD
053781255-5,jod,1,2,0,0,1108.57,euro
133476654-1,egypt,1,1,0,2,1372.51,euro
465406277-7,jod,0,1,0,2,1241.50,Euro
888661193-5,,2,0,,1,705.34,$
530885124-7,egypt,0,2,1,0,979.38,$
115458712-6,Egypt,0,1,2,0,1054.35,USD
944641582-9,Kuwait,1,1,0,0,1264.82,euro
762852920-8,Kuwait,2,2,2,1,911.26,$
722911528-0,Jordan,2,1,0,2,965.61,USD
063848658-0,Egypt,0,2,2,0,1495.42,euro
740958594-3,egypt,2,1,1,0,1254.35,USD
698968092-X,Egypt,2,1,1,2,1046.83,usd
195856588-1,Kuwait,2,2,0,2,1333.65,$
131836141-9,Kuwait,1,2,0,0,1163.30,USD
428405731-6,Jordan,2,0,0,1,1419.99,JOD
655976471-0,jod,1,2,2,1,1278.21,$
151071940-7,Jordan,2,1,1,0,786.04,USD
164897503-8,Kuwait,1,0,0,2,839.90,JOD
696903997-8,Kuwait,2,1,2,1,1361.09,JOD
312301739-7,Egypt,2,0,0,2,1097.90,USD
628254403-3,JOD,2,1,1,2,1415.68,Euro
343428565-2,Jordan,2,1,1,2,1157.76,USD
613300738-9,JOD,0,1,0,2,617.62,JOD
109406006-2,Egypt,1,1,0,1,1146.81,JOD
681522502-X,Egypt,2,2,0,0,1442.45,USD
844972000-1,JOD,0,2,1,1,689.46,Euro
708176480-0,JOD,2,1,2,2,1342.20,JOD
471338195-0,egypt,0,0,0,0,1432.17,USD
731168555-9,egypt,0,1,2,1,1172.54,Euro
561853993-4,egypt,0,0,2,1,710.43,Euro
961482975-3,JOD,2,1,2,0,990.78,Euro
320277201-5,jod,2,2,1,0,1225.03,euro
178445411-7,JOD,2,2,2,2,1395.10,$
091077775-6,egypt,1,1,2,0,1110.16,usd
181328069-X,Kuwait,0,2,0,1,1481.64,$
047642819-X,Kuwait,0,0,2,1,1102.27,JOD
398955350-X,JOD,2,1,0,2,1380.66,USD
307860167-6,Kuwait,2,2,0,1,698.75,USD
340817139-4,Kuwait,1,1,1,0,1096.74,USD
466259963-6,Egypt,0,1,1,1,890.63,JOD
319796529-9,Jordan,1,1,0,0,878.98,usd
456096128-X,egypt,2,1,2,2,1162.40,JOD
267809706-4,Kuwait,1,0,1,0,1305.05,USD
632293058-3,egypt,2,0,1,2,1132.74,USD
064953794-7,Egypt,0,0,1,1,867.38,euro
711968702-6,Jordan,2,1,1,2,990.82,Euro
353929244-6,Jordan,0,1,1,1,1195.58,usd
787838182-8,JOD,2,0,0,1,747.37,Euro
352702005-5,jod,1,2,1,2,1498.94,JOD
154068058-4,Jordan,1,1,0,0,884.82,usd
558358928-0,Kuwait,0,2,1,2,1427.51,euro
651056357-6,Kuwait,2,2,1,1,619.59,Euro
989610832-3,Egypt,0,0,1,0,1427.22,JOD
064153828-6,jod,1,0,1,0,1124.03,usd
906205865-5,egypt,0,1,0,0,1279.86,JOD
996058471-2,egypt,0,2,1,1,632.55,Euro
004321416-9,JOD,1,1,2,2,1238.52,euro
726621996-5,Jordan,0,2,2,0,1213.08,$
545403209-3,Kuwait,2,1,1,2,772.66,usd
349975475-4,Egypt,1,2,0,0,1109.30,USD
598103707-5,Jordan,2,1,1,0,656.28,Euro
566122773-6,Jordan,2,0,1,2,1183.60,Euro
751060342-0,JOD,0,2,2,1,602.05,Euro
324894064-6,jod,0,1,2,1,998.55,usd
593991276-1,Egypt,0,0,1,1,1415.52,usd
151290336-1,Egypt,1,1,2,1,677.43,euro
270978170-0,Egypt,1,1,0,1,1087.27,euro
862487464-5,egypt,2,2,1,0,1399.28,JOD
126003060-1,Jordan,0,1,0,2,641.14,USD
241050148-6,JOD,1,0,0,2,968.19,$
686801770-7,jod,0,2,2,1,1414.19,usd
756350753-1,Jordan,2,2,0,2,907.64,euro
799104679-6,Egypt,1,1,1,0,896.92,JOD
022360571-9,Egypt,1,0,0,0,770.17,$
317689858-4,egypt,2,2,0,0,1480.39,USD
740165261-7,Kuwait,2,2,2,1,645.66,usd
302562437-X,JOD,0,1,2,0,739.16,JOD
324333866-2,Egypt,1,2,0,0,936.25,usd
512230791-1,Egypt,0,1,2,0,701.91,euro
557272165-4,egypt,1,1,1,1,1120.34,usd
974114335-4,jod,0,2,2,0,1322.34,USD
353412981-4,JOD,1,0,2,1,1254.71,JOD
506382425-0,Jordan,1,0,1,2,1072.32,usd
467114756-4,Egypt,1,2,0,2,1355.64,Euro
829411408-1,jod,2,0,2,2,1010.81,Euro
161587917-X,JOD,0,0,0,0,880.61,Euro
222117551-4,egypt,2,2,1,2,868.75,euro
262878345-2,egypt,2,1,0,0,1361.88,$
680793333-9,Egypt,1,1,1,0,721.09,$
197115340-0,egypt,1,1,2,2,1026.14,usd
468386581-5,JOD,1,0,0,1,1054.19,Euro
111438748-7,Jordan,0,0,0,0,1146.40,Euro
012833058-9,Kuwait,1,2,0,1,1327.88,JOD
479647737-3,Egypt,1,1,1,2,634.36,JOD
061349679-5,jod,1,1,0,2,720.12,Euro
468009520-2,JOD,2,2,2,0,1057.47,Euro
865129034-9,,1,1,,1,1114.15,euro
760393574-1,jod,2,2,1,1,983.56,Euro
957862535-9,Egypt,1,2,2,0,1266.65,euro
375870655-6,Jordan,0,1,0,2,615.53,USD
991257122-3,Jordan,1,2,1,2,832.64,USD
509541383-3,Egypt,1,0,0,0,999.45,euro
239033270-6,Kuwait,0,0,1,2,1394.38,Euro
815506058-6,jod,1,0,2,1,1351.87,euro
008902140-1,egypt,1,2,1,2,961.62,USD
274089632-8,Kuwait,1,2,0,1,621.58,USD
142548118-3,Egypt,0,2,0,0,1486.85,USD
736073906-3,Jordan,0,1,0,2,962.69,usd
733945493-4,Jordan,0,1,1,2,1261.77,euro
990304397-X,Jordan,1,1,1,1,1486.78,$
741657152-9,Jordan,2,1,0,2,787.66,JOD
644409717-7,Kuwait,2,0,1,1,681.38,Euro
953565803-4,jod,0,2,1,0,682.76,JOD
738830949-7,JOD,1,2,1,2,1029.00,USD
758165399-4,JOD,2,1,0,2,1113.69,JOD
970536637-3,Jordan,0,1,1,1,894.07,USD
548511955-7,Jordan,2,1,1,1,1327.99,$
530295940-2,jod,0,2,2,0,785.57,USD
824922184-2,Kuwait,1,0,1,1,1114.84,JOD
180534340-8,,2,0,,2,1226.34,JOD
778935207-5,egypt,1,2,0,0,825.79,JOD
070657639-X,Kuwait,2,1,1,0,1479.31,usd
245383263-8,Jordan,2,2,1,0,649.45,euro
416297380-6,egypt,1,0,2,2,1411.20,$
251669201-3,Kuwait,0,2,2,0,971.39,euro
000447765-0,JOD,2,2,1,2,1362.20,euro
007838644-6,Kuwait,2,0,0,0,814.30,Euro
272389690-0,jod,0,0,0,0,1086.42,euro
640739421-X,JOD,1,0,1,1,1183.67,USD
948560901-9,Jordan,1,1,0,2,1485.48,USD
898900966-9,jod,2,0,2,0,1389.91,USD
909815964-8,JOD,0,0,0,2,1133.77,JOD
901488992-5,Egypt,1,2,0,1,721.04,euro
220376216-0,Jordan,2,2,1,0,1157.78,Euro
482619320-3,JOD,2,0,1,2,723.35,euro
139229990-X,jod,2,0,0,1,727.16,Euro
448433769-X,Kuwait,2,1,1,0,628.42,euro
680157474-4,JOD,0,1,0,0,1009.53,euro
476921502-9,JOD,0,1,1,0,1115.66,USD
459293611-6,Kuwait,2,0,2,0,611.69,usd
891285687-1,JOD,1,2,1,2,1444.12,$
403747812-9,JOD,0,0,2,1,1177.81,JOD
606913831-7,Egypt,1,1,1,1,837.07,$
107772646-5,Kuwait,1,2,2,0,1004.68,JOD
077094180-X,Jordan,1,1,2,1,1443.23,$
458922671-5,Kuwait,2,2,1,2,1190.60,$
420562441-7,Kuwait,2,0,2,1,1377.22,USD
068414529-4,Kuwait,1,2,1,1,829.01,USD
328786004-6,Egypt,1,1,0,1,1328.17,USD
782126696-5,Jordan,2,1,2,1,1311.28,usd
030838983-2,Kuwait,1,1,0,1,1038.79,euro
955421269-0,jod,0,2,1,0,1230.07,JOD
945982092-1,egypt,1,2,1,1,774.00,JOD
850923456-6,JOD,2,2,0,1,1179.85,$
008719603-4,jod,1,0,1,2,1418.50,USD
504235102-7,Egypt,0,0,2,1,1458.25,usd
426506442-6,Jordan,1,1,2,1,906.90,euro
084338103-5,Jordan,0,2,0,2,1116.47,$
553741188-1,jod,1,2,1,2,1263.66,JOD
065127199-1,egypt,0,1,0,1,1048.86,JOD
008242968-5,Jordan,0,2,1,0,1133.55,Euro
181209420-5,egypt,2,0,1,0,1031.38,Euro
689630855-9,Kuwait,0,0,2,1,950.55,JOD
354092972-X,jod,1,2,1,2,1455.86,$
154739120-0,Kuwait,0,2,0,1,795.09,JOD
356434526-4,,1,2,,1,1110.71,Euro
247638702-9,Kuwait,0,0,2,2,685.23,JOD
533371836-9,Jordan,0,0,1,2,1045.42,Euro
533855102-0,Kuwait,0,2,1,2,1120.65,euro
658500590-2,Jordan,2,2,0,2,747.11,USD
262669358-8,Kuwait,2,2,0,1,1451.67,USD
302165168-2,Egypt,2,1,0,1,1177.36,Euro
837333209-X,jod,0,1,0,1,1125.56,USD
850116120-9,Egypt,2,1,0,2,1320.87,$
249025925-3,Kuwait,2,2,1,0,1231.96,usd
273279299-3,Jordan,0,0,0,2,1132.96,USD
874976444-6,jod,0,0,0,1,628.53,USD
036072279-2,JOD,0,1,0,2,1086.63,$
430138554-1,jod,2,1,0,0,1246.89,euro
975220312-4,Jordan,2,2,1,1,1060.02,USD
068113349-X,Jordan,1,2,1,2,600.66,JOD
571582501-6,egypt,2,1,1,0,958.99,euro
173310394-5,egypt,0,2,1,0,781.61,Euro
150301590-4,jod,0,1,2,1,1268.07,usd
327206865-1,Egypt,0,2,2,0,1491.70,$
587481413-2,Jordan,0,0,1,2,952.16,Euro
501386846-7,Jordan,0,0,1,2,749.25,euro
306957308-8,egypt,2,0,0,1,1308.77,JOD
912415109-2,Kuwait,1,1,2,0,885.89,USD
659415897-X,Kuwait,0,1,0,0,687.92,Euro
157846857-4,jod,2,2,1,0,771.05,euro
223617407-1,jod,2,1,2,0,1072.85,usd
364272306-3,egypt,2,2,2,2,1236.64,Euro
129065187-6,Jordan,2,2,2,1,630.79,Euro
243207768-7,Egypt,1,1,1,1,669.56,euro
166148115-9,Egypt,0,1,1,2,1006.27,usd
830499597-2,egypt,1,2,2,1,770.42,euro
620967721-5,Egypt,0,2,2,0,1306.44,JOD
970142669-X,JOD,0,1,1,0,1359.70,euro
377727796-7,Egypt,0,1,1,0,1141.83,euro
018474082-7,Kuwait,1,2,1,1,1294.03,euro
487353010-5,Kuwait,1,1,2,2,1060.55,JOD
364572379-X,Egypt,1,2,0,0,1496.91,euro
474813764-9,egypt,0,2,1,0,1355.65,Euro
676037014-7,jod,2,1,0,0,699.02,usd
389078775-4,egypt,2,2,2,0,783.71,USD
797063067-7,JOD,0,0,0,1,1222.02,USD
644136920-6,Kuwait,0,1,1,2,1073.32,usd
197306869-9,egypt,2,0,2,0,658.94,$
502624210-3,Kuwait,0,1,0,1,1172.66,Euro
583490959-0,Egypt,1,2,1,1,824.23,USD
104544452-9,jod,0,2,0,2,704.30,Euro
369539474-9,Egypt,1,1,1,1,1203.47,JOD
527103108-X,JOD,0,1,1,0,879.98,usd
110606680-4,jod,0,0,2,0,761.57,USD
542420034-6,jod,2,2,0,0,805.08,$
655348620-4,Jordan,1,0,0,2,1277.96,usd
365485597-0,JOD,2,0,2,1,1427.58,USD
790493919-3,Egypt,0,2,0,1,647.13,usd
086578274-1,Jordan,1,0,2,0,1483.56,JOD
624132459-4,JOD,0,2,2,1,1104.68,euro
970704000-9,Jordan,2,0,2,1,953.15,JOD
514872661-X,Kuwait,0,2,0,0,872.35,Euro
408723817-2,jod,0,0,0,2,710.88,$
153741473-9,JOD,1,2,2,1,1021.22,JOD
995003793-X,JOD,1,0,0,2,1316.80,$
834204894-2,Kuwait,0,1,1,2,1440.48,Euro
012261740-1,egypt,1,0,2,1,1153.00,usd
085360628-5,Jordan,0,0,1,2,719.74,USD
318568246-7,Jordan,1,0,1,1,816.39,$
901502518-5,JOD,0,1,1,0,1199.72,euro
033904949-9,JOD,1,1,0,1,999.52,USD
328687032-3,egypt,0,0,0,2,1276.38,euro
564258953-9,Kuwait,2,0,2,0,1344.13,JOD
596691961-5,Egypt,0,0,2,1,1365.49,Euro
507275734-X,Jordan,1,0,0,1,1245.17,euro
373953037-5,Kuwait,0,1,1,2,1413.77,JOD
588986418-1,jod,0,1,2,2,930.88,$
887065860-0,JOD,0,1,1,1,1385.70,USD
438599421-8,Kuwait,2,1,0,1,1378.94,Euro
845623685-3,JOD,1,2,0,0,836.34,JOD
787672377-2,Kuwait,1,0,0,0,1019.66,JOD
483004328-8,Kuwait,2,2,2,2,1214.48,$
397612155-X,Egypt,2,2,1,0,1203.06,JOD
581007318-2,Kuwait,1,2,1,2,617.64,$
285365838-4,Egypt,2,1,0,1,1141.09,$
997265061-8,jod,2,0,1,1,669.69,USD
616928068-9,JOD,2,1,1,1,1398.78,usd
229708311-4,egypt,1,2,1,0,1298.57,JOD
839139588-X,egypt,1,2,1,0,806.58,usd
098802396-2,,0,2,,1,725.20,Euro
242497807-7,,2,1,,1,861.22,Euro
444620309-6,egypt,2,0,1,1,1498.80,euro
827319705-0,jod,2,1,2,1,1176.31,USD
519751197-4,,1,2,,0,1483.50,usd
111602837-9,Kuwait,1,0,2,0,1363.29,JOD
752791742-3,Jordan,0,2,1,2,1456.80,$
724004882-9,JOD,2,1,1,0,761.10,JOD
426613375-8,jod,2,2,2,0,1465.62,$
614793600-X,egypt,2,1,2,0,1193.90,Euro
202602716-1,Egypt,0,1,2,1,1439.83,$
305927498-3,JOD,2,1,2,2,656.60,Euro
266024135-X,egypt,2,2,2,1,913.17,euro
325804316-7,jod,0,1,1,2,863.02,usd
732641161-1,JOD,0,2,2,1,931.98,JOD
547904518-0,egypt,1,1,1,0,1116.71,$
288760489-9,Egypt,1,2,1,0,667.98,Euro
853771897-1,jod,1,1,1,0,865.49,usd
409290916-0,jod,1,0,0,2,1259.91,JOD
291154739-X,jod,0,0,0,2,1271.99,euro
503438294-6,Kuwait,1,1,0,2,1468.06,usd
407334033-6,egypt,2,0,2,2,1026.33,USD
815802927-2,egypt,2,1,2,2,1127.94,usd
007153543-8,JOD,1,0,0,2,847.81,usd
596431026-5,Egypt,2,1,1,0,1281.25,usd
991925169-0,Kuwait,1,1,0,1,1299.64,JOD
714115282-2,Egypt,0,1,0,1,664.36,USD
390751731-8,Egypt,0,0,1,0,1154.19,$
823815595-9,jod,2,0,2,0,928.46,$
645813215-8,JOD,2,2,0,1,607.84,$
967434891-3,JOD,2,0,1,2,1352.19,USD
039921501-8,Egypt,1,1,2,1,1137.31,usd
834205276-1,Kuwait,0,1,2,2,824.33,euro
850924019-1,egypt,1,2,1,2,1467.22,euro
842191158-9,jod,2,2,2,0,697.86,$
095784354-2,egypt,0,1,2,1,1045.43,$
509478740-3,Jordan,2,0,2,2,1104.19,$
645699058-0,,2,0,,0,1401.39,usd
191632060-0,Egypt,2,2,1,1,1199.24,USD
034311786-X,Jordan,0,2,2,1,1154.27,JOD
637366634-4,JOD,1,2,1,1,1020.46,Euro
833362804-4,jod,0,1,1,0,1202.43,$
548696063-8,egypt,2,0,0,1,866.54,$
197851249-X,Jordan,2,1,0,1,1421.76,USD
674873717-6,JOD,1,0,2,1,706.71,USD
351969574-X,Kuwait,2,2,2,1,802.44,Euro
627988176-8,Egypt,2,0,1,2,1375.96,usd
177323756-X,jod,1,1,2,1,1467.13,JOD
566684945-X,Egypt,2,1,0,0,952.68,$
498829936-8,jod,2,0,0,1,979.36,Euro
589882019-1,egypt,0,1,1,2,823.78,Euro
870939019-7,Jordan,1,1,0,1,1136.95,Euro
412203200-8,jod,0,2,1,1,1207.22,JOD
703330966-X,egypt,1,0,0,1,1126.92,usd
800833742-7,Jordan,2,0,2,1,652.19,JOD
283920227-1,JOD,2,2,2,1,706.95,JOD
668913414-8,Jordan,0,0,2,2,1358.84,JOD
367074854-7,Kuwait,2,1,2,0,641.09,JOD
711743139-3,Jordan,2,1,1,0,1438.82,$
048855966-9,Egypt,2,2,2,0,1035.10,USD
005465078-X,jod,0,2,1,2,602.98,Euro
051582213-2,JOD,0,2,2,2,893.82,Euro
197764556-9,jod,1,1,2,1,725.18,euro
756899033-8,Jordan,0,2,2,1,1448.19,usd
188829981-9,jod,1,0,0,2,1050.72,euro
886138535-4,JOD,1,0,2,0,679.67,usd
731448063-X,jod,2,0,2,2,677.54,Euro
195663790-7,egypt,0,1,1,0,844.21,euro
405033515-8,JOD,1,1,0,2,893.08,USD
087106783-8,egypt,1,2,1,0,1250.19,USD
400046527-9,jod,2,1,0,0,1000.71,usd
725272608-8,JOD,0,2,2,2,1232.23,Euro
271490385-1,Jordan,0,2,1,1,1057.00,euro
889903740-X,Jordan,1,2,0,0,1120.83,USD
977759433-X,Jordan,1,1,0,1,652.65,euro
683437331-4,Jordan,2,0,0,2,1156.34,JOD
607626402-0,Kuwait,2,2,1,1,1387.90,JOD
093613833-5,JOD,2,2,0,0,1401.40,euro
674341452-2,egypt,0,2,2,2,926.73,$
573939541-0,Kuwait,1,2,0,2,795.02,usd
334450805-9,jod,2,0,1,0,810.70,usd
973688719-7,JOD,0,0,0,0,1263.33,euro
431982984-0,egypt,0,1,0,0,1040.28,USD
725840436-8,Kuwait,0,0,0,2,1211.28,Euro
503955897-X,JOD,1,1,2,2,788.84,USD
164592233-2,JOD,2,0,2,0,917.78,usd
041187599-X,Jordan,1,0,0,1,1144.69,Euro
406977125-5,Jordan,1,0,2,2,878.91,Euro
137621710-4,Jordan,2,0,0,1,1411.49,euro
969705649-8,jod,1,2,1,2,1113.84,JOD
647330398-7,jod,0,2,0,2,1399.53,JOD
300627733-3,Egypt,1,2,2,0,701.15,euro
647744290-6,jod,0,1,2,1,700.05,Euro
931365726-0,Jordan,2,1,1,0,731.89,JOD
286079627-4,jod,1,1,2,2,1098.02,$
729396548-6,Jordan,0,0,1,1,1228.40,USD
386150289-5,Jordan,1,0,2,2,1333.13,$
679219376-3,Jordan,0,1,0,2,1191.36,JOD
663624117-9,Jordan,0,0,2,1,1164.35,Euro
622817852-0,Egypt,0,0,1,2,999.75,JOD
557414785-8,jod,2,2,0,0,848.30,JOD
940665626-4,Kuwait,1,0,1,2,605.56,usd
519884326-1,egypt,2,2,1,2,850.50,euro
778253644-8,Jordan,2,2,0,1,742.03,$
582813489-2,jod,0,1,1,1,918.80,euro
075788562-4,Jordan,1,0,1,1,943.95,usd
485355563-3,JOD,0,2,2,1,643.22,USD
223512928-5,Jordan,1,1,2,0,699.05,euro
868917825-2,jod,2,2,2,1,955.74,euro
780506437-7,Kuwait,0,1,1,0,1454.32,euro
301855150-8,Kuwait,1,0,2,2,824.55,JOD
710406355-2,Egypt,2,1,0,2,1363.06,USD
923768004-X,Egypt,1,0,1,0,709.51,$
974923348-4,Jordan,2,2,1,1,1042.36,euro
484513209-5,Jordan,1,1,1,2,938.62,USD
830339129-1,Jordan,1,2,2,0,1183.13,JOD
324518734-3,Jordan,2,1,1,0,715.72,usd
225812752-1,JOD,2,2,0,1,1499.33,USD
141304673-8,Kuwait,1,0,2,2,1186.82,usd
051788018-0,Kuwait,1,2,1,2,1226.12,$
815811145-9,jod,2,1,2,1,723.35,USD
481766144-5,Kuwait,1,1,0,1,669.05,euro
179635505-4,JOD,0,2,0,0,911.90,Euro
675966751-4,Kuwait,0,2,1,2,1053.88,Euro
649297083-7,Kuwait,2,2,1,0,1305.97,usd
437140215-1,jod,0,2,0,1,1133.57,USD
291734819-4,jod,2,1,0,2,650.15,usd
285867435-3,Egypt,0,1,2,2,1380.28,USD
180335907-2,Egypt,0,1,0,2,883.50,Euro
703307226-0,egypt,2,0,1,1,849.09,Euro
166630585-5,Egypt,2,1,2,2,855.56,JOD
478193987-2,JOD,2,1,0,1,1311.56,usd
944600385-7,Egypt,2,0,0,2,1499.88,$
490537580-0,Jordan,2,1,1,2,1065.68,USD
435081765-4,Jordan,1,2,0,0,864.63,Euro
954456119-6,Jordan,2,0,0,2,1357.12,usd
383080299-4,Kuwait,1,1,2,2,822.76,JOD
388722181-8,jod,2,2,2,0,1054.48,euro
403700246-9,jod,0,2,1,2,731.92,euro
695589738-1,JOD,0,0,2,0,1499.18,$
286006944-5,JOD,0,1,0,2,1189.49,$
269018724-8,Egypt,1,1,0,1,882.42,Euro
212725896-7,egypt,0,0,2,2,685.38,JOD
803878404-9,JOD,0,2,1,1,1131.13,euro
674444295-3,Jordan,2,0,2,1,1161.84,Euro
181988195-4,Kuwait,0,1,2,1,1296.49,euro
841268361-7,egypt,1,2,1,0,1059.18,usd
062028104-9,JOD,2,1,2,1,896.29,USD
723680886-5,jod,0,2,1,2,1228.39,euro
073960199-7,Kuwait,1,2,2,1,630.14,usd
582729208-7,egypt,0,2,1,1,925.32,usd
858659278-1,Egypt,0,0,0,0,1214.26,USD
030965970-1,Egypt,0,1,1,2,898.97,$
909041360-X,Egypt,0,0,0,2,887.74,euro
630811747-1,Kuwait,1,1,2,2,1288.26,usd
895124225-0,JOD,0,1,2,2,749.71,usd
860290734-6,Kuwait,1,2,2,0,784.77,Euro
371110975-6,Jordan,2,0,0,1,965.61,$
663543668-5,Jordan,1,1,0,2,944.87,USD
872935460-9,jod,2,0,0,2,652.09,USD
680654966-7,egypt,0,1,0,1,753.65,usd
264033852-8,jod,0,0,0,0,710.39,USD
106704416-7,Jordan,2,2,2,1,786.73,$
285412150-3,Kuwait,1,1,2,2,956.36,usd
363849215-X,egypt,1,2,0,1,833.08,JOD
213416664-9,Kuwait,2,1,0,2,1454.16,JOD
274998659-1,Kuwait,1,2,1,1,1195.26,euro
486152517-9,Egypt,1,2,2,1,870.47,Euro
125086913-7,egypt,1,1,0,0,1148.55,euro
229065833-2,jod,1,1,0,1,914.82,euro
603993637-1,Egypt,1,2,0,1,701.14,USD
292606598-1,Kuwait,1,2,0,1,1153.68,$
902831349-4,Jordan,1,1,2,0,1057.77,euro
589066834-X,Kuwait,2,1,1,0,809.17,$
402741391-1,jod,1,1,1,1,986.79,$
424616048-2,Egypt,0,0,2,2,816.25,JOD
331290208-8,Jordan,1,2,2,0,1053.53,Euro
002076080-9,Jordan,1,1,1,0,1233.44,USD
480842974-8,egypt,2,1,1,0,608.80,euro
084079914-4,Kuwait,1,1,1,2,698.53,USD
446508600-8,jod,2,2,1,1,1279.09,Euro
352727680-7,egypt,1,2,2,2,1058.27,$
024049228-5,Kuwait,2,1,1,2,1022.35,usd
832626426-1,egypt,1,2,0,1,772.47,usd
773332161-1,Jordan,1,0,0,2,1129.87,USD
016252871-X,JOD,0,1,0,2,693.03,USD
379834974-6,Egypt,1,0,2,0,920.86,usd
670189229-9,Kuwait,1,2,2,1,862.59,usd
934538472-3,JOD,0,0,0,2,845.46,usd
649247315-9,jod,1,2,0,0,1471.00,USD
763350341-6,egypt,1,1,1,2,760.72,USD
567982818-9,,2,1,,1,1050.53,$
150364241-0,jod,0,0,0,0,799.17,euro
024419583-8,Egypt,1,0,1,1,1310.86,JOD
505396258-8,jod,2,1,0,1,1351.36,Euro
810641932-0,Egypt,1,2,1,0,1242.40,euro
648289350-3,Kuwait,0,1,1,0,1307.48,USD
913969118-7,Jordan,1,1,0,0,795.54,Euro
477802362-5,JOD,1,0,2,0,966.65,JOD
815034335-0,Kuwait,2,1,2,0,978.96,euro
005544469-5,JOD,2,1,0,2,1289.60,Euro
457325330-0,Kuwait,1,0,0,0,966.49,euro
335736624-X,Egypt,1,1,0,1,639.41,Euro
078915495-1,Egypt,1,0,2,1,1160.42,Euro
387945418-3,Egypt,0,0,1,0,1277.18,usd
254652573-5,Kuwait,1,1,0,2,1105.55,JOD
970126991-8,egypt,2,1,2,0,1233.95,USD
103171970-9,jod,1,2,2,2,1443.88,JOD
074740076-8,egypt,2,2,2,1,1498.64,USD
839415421-2,Jordan,2,1,2,1,862.30,Euro
125813891-3,Kuwait,2,2,2,0,835.18,usd
123564697-1,Egypt,1,0,0,2,1420.80,USD
579905767-8,Jordan,1,1,1,1,1295.78,USD
456559697-0,jod,1,2,1,0,828.40,JOD
510593486-5,JOD,1,0,2,1,1436.62,USD
588279362-9,Egypt,0,0,1,2,893.37,USD
076792784-2,JOD,0,0,2,1,1465.03,JOD
998236651-3,Jordan,0,2,2,0,1204.39,Euro
385854767-0,jod,2,0,0,0,1034.93,usd
934744820-6,Kuwait,1,2,2,0,1010.92,usd
590866568-1,Kuwait,0,0,1,0,1282.12,USD
445845410-2,Kuwait,2,1,2,0,990.54,usd
929053092-8,Egypt,2,0,2,1,988.85,USD
164648130-5,egypt,2,0,1,0,977.59,JOD
593545555-2,Egypt,1,1,2,1,996.84,euro
453930834-3,JOD,0,2,1,1,1342.34,euro
302180879-4,Egypt,1,1,0,1,945.94,$
803206701-9,Kuwait,1,0,2,2,1380.11,$
502943452-6,Jordan,1,2,1,0,1479.76,usd
506202402-1,jod,2,2,0,1,1143.77,euro
678471638-8,Jordan,1,0,2,1,754.76,USD
660531233-3,egypt,0,0,1,2,1202.18,USD
276741761-7,JOD,1,2,1,2,1058.23,JOD
865299708-X,jod,0,1,0,1,1135.35,USD
707043591-6,egypt,2,2,2,2,1298.19,USD
647748375-0,Kuwait,0,0,0,2,762.35,euro
035406653-6,Kuwait,2,1,1,1,1487.76,$
370238475-8,Egypt,1,2,0,1,735.10,USD
977245958-2,Jordan,0,0,1,0,675.36,USD
807045114-9,Jordan,1,2,2,0,1120.14,euro
233137441-4,JOD,1,0,0,1,1018.34,$
886189022-9,Egypt,1,2,0,2,889.35,JOD
373023866-3,Kuwait,1,1,0,2,1492.20,euro
165856238-0,jod,1,0,2,0,1073.51,Euro
376302187-6,Kuwait,1,1,2,2,1224.17,Euro
576814728-4,Jordan,2,2,2,2,810.32,$
990331790-5,Egypt,2,2,1,1,638.18,USD
416902091-X,jod,0,1,2,1,1157.98,usd
594570566-7,egypt,2,0,1,1,1399.32,$
144964813-4,JOD,2,1,0,0,675.17,euro
101482960-7,JOD,0,2,2,0,1095.76,USD
068621469-2,Kuwait,0,0,2,2,1345.56,Euro
341732700-8,Jordan,2,1,2,1,1066.26,Euro
239995765-2,Kuwait,2,1,0,2,1297.97,$
554785111-6,jod,2,0,0,2,940.16,usd
324634029-3,Egypt,2,2,1,2,1121.33,USD
098731228-6,JOD,0,1,0,1,1366.17,USD
383539016-3,JOD,2,0,0,0,1244.60,USD
981466707-2,JOD,1,1,2,2,1389.19,usd
685950389-0,Jordan,0,2,1,1,793.43,euro
647891757-6,Egypt,0,0,0,1,1424.94,JOD
403468054-7,JOD,1,2,2,1,736.25,USD
416777924-2,egypt,2,1,0,1,1128.79,$
373754510-3,jod,1,0,0,2,831.86,Euro
