Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
909469927-3,R,2,0,1,2,335.11,Euro
166710004-1,JAVA,2,1,1,1,269.58,USD
498958870-3,R,0,2,1,0,312.99,USD
061594477-9,C++,0,0,2,0,212.39,USD
061191475-1,C++,0,1,0,0,273.66,Euro
044433741-5,c++,0,1,1,0,106.41,JOD
867922540-1,Python,1,0,2,1,388.22,JOD
422270075-4,,0,2,2,2,261.49,JOD
324597791-3,Python,0,1,0,0,393.57,JOD
500733805-2,JAVA,2,2,0,2,344.31,Euro
961324324-0,PYTHON,1,2,1,0,359.40,JOD
949288407-0,JAVA,0,2,1,2,423.17,JOD
420718801-0,R,1,2,2,2,435.58,USD
342997250-7,java,2,0,1,0,459.14,JOD
309366761-5,JAVA,1,2,1,0,312.78,JOD
177863317-X,PYTHON,1,1,2,0,434.18,USD
501307675-7,Python,2,2,0,0,163.36,JOD
543528577-1,JAVA,2,0,1,2,375.87,USD
742077221-5,java,2,1,2,0,133.79,Euro
275686579-6,JAVA,2,1,0,1,430.85,Euro
765403147-5,C++,2,0,0,0,208.45,Euro
354118034-X,Python,0,2,2,0,127.23,Euro
435426575-3,PYTHON,1,2,0,0,388.86,JOD
364597622-1,PYTHON,0,0,2,2,351.73,Euro
110946345-6,Python,0,0,1,2,354.17,JOD
162327864-3,c++,1,0,2,2,415.45,USD
075798570-X,c++,0,1,0,0,210.59,JOD
194906702-5,R,2,1,1,1,175.49,Euro
543302902-6,Python,0,1,1,1,385.46,USD
704943133-8,PYTHON,2,1,0,0,199.50,Euro
663991772-6,Python,0,0,0,0,174.44,Euro
180584674-4,JAVA,1,0,0,1,418.81,Euro
097932250-2,Python,0,1,1,0,388.36,Euro
819399821-9,JAVA,1,0,1,0,329.53,Euro
255073929-9,Python,1,1,0,2,242.62,JOD
231562298-0,PYTHON,2,1,0,1,329.87,Euro
437715260-2,C++,2,2,1,2,430.58,Euro
722995084-8,C++,1,1,0,2,382.11,JOD
267416950-8,C++,2,0,1,2,326.98,USD
124700600-X,C++,2,0,1,0,426.50,Euro
368625288-0,c++,0,1,0,2,320.74,Euro
909223753-1,Python,0,0,1,0,200.59,Euro
051241485-8,PYTHON,0,0,0,2,178.68,JOD
807894958-8,c++,1,0,2,1,232.18,USD
165416089-X,R,0,2,2,1,362.82,USD
084209408-3,R,1,0,2,1,179.14,Euro
568223476-6,C++,0,0,0,0,343.31,JOD
037318390-9,R,0,,0,1,352.40,USD
182164145-0,Python,0,1,0,0,358.71,USD
474026175-8,c++,1,2,2,0,480.33,JOD
997729306-6,R,1,1,1,2,453.77,JOD
313023655-4,R,2,0,2,2,144.87,Euro
055462141-X,PYTHON,1,2,2,2,238.17,Euro
252253463-7,JAVA,1,2,2,0,491.32,Euro
095800663-6,c++,0,2,2,2,402.01,JOD
524333379-4,PYTHON,0,2,0,2,204.35,JOD
665039998-1,JAVA,1,1,0,1,404.53,JOD
354045937-5,java,1,2,2,0,426.14,USD
186348150-8,java,2,1,1,2,338.96,USD
916959531-3,PYTHON,1,1,0,2,240.79,USD
565565633-7,JAVA,0,2,1,0,423.80,JOD
742077207-X,c++,1,2,0,1,168.19,USD
667613093-9,java,0,2,1,2,393.66,USD
929244579-0,PYTHON,1,1,1,0,374.04,USD
152699820-3,java,1,1,2,0,350.02,JOD
051604273-4,java,0,2,1,2,209.73,JOD
775155805-9,java,2,2,2,2,181.08,JOD
449553856-X,JAVA,1,1,2,2,116.12,JOD
363854007-3,c++,1,2,2,0,108.86,JOD
104624398-5,JAVA,1,2,2,2,142.11,USD
924695120-4,java,0,1,1,2,370.84,USD
897462087-1,JAVA,2,0,2,2,357.57,Euro
850362638-1,java,2,0,2,2,327.13,JOD
125156229-9,JAVA,0,2,0,2,337.39,JOD
561653163-4,C++,1,1,0,0,429.11,USD
422248434-2,R,0,,0,2,468.59,Euro
054726000-8,java,0,1,2,2,491.85,Euro
501966384-0,java,0,1,0,1,360.98,JOD
113252715-5,C++,2,,0,1,398.12,Euro
579264158-7,R,2,2,0,1,418.21,JOD
699202298-9,java,0,2,1,0,459.25,Euro
783436838-9,PYTHON,2,0,0,1,202.05,USD
463971739-3,java,2,1,1,0,441.43,USD
038924712-X,PYTHON,2,2,2,2,313.69,JOD
793086095-7,R,1,2,1,2,464.56,Euro
448174040-X,PYTHON,1,0,0,2,177.50,JOD
548708604-4,,0,2,2,0,172.39,Euro
386277399-X,C++,2,2,1,2,252.97,JOD
458039908-0,R,2,2,1,2,436.31,Euro
616898488-7,R,2,0,2,2,218.91,USD
515922756-3,PYTHON,0,2,2,1,321.90,JOD
456058084-7,Python,0,,0,0,396.07,Euro
462796726-8,PYTHON,1,2,0,1,110.39,Euro
854944911-3,C++,0,1,2,2,143.43,USD
445917553-3,c++,2,1,0,1,442.69,JOD
347693265-6,JAVA,0,0,1,2,463.67,Euro
781281319-3,c++,0,1,1,1,237.04,USD
993949798-9,C++,0,0,2,0,331.57,JOD
622044210-5,PYTHON,1,0,0,0,442.18,JOD
091116466-9,JAVA,1,0,1,0,226.20,JOD
724788794-X,C++,0,2,0,2,256.39,Euro
049079465-3,c++,1,2,0,1,410.60,USD
293119059-4,JAVA,0,2,0,1,133.55,Euro
976364083-0,R,1,1,2,2,192.37,JOD
944318319-6,R,1,0,0,2,286.17,JOD
609635570-6,R,2,0,1,2,378.31,Euro
163372003-9,R,1,0,2,1,169.20,Euro
865423015-0,java,1,1,2,0,466.45,USD
204003644-X,,1,2,1,1,340.20,Euro
034390380-6,Python,2,1,2,1,137.36,USD
672902579-4,C++,0,1,1,1,158.79,Euro
142400093-9,PYTHON,1,2,0,2,471.28,Euro
201286606-9,R,0,1,0,2,113.15,USD
716016047-9,PYTHON,0,2,1,0,242.23,USD
912415346-X,c++,0,2,1,1,318.24,Euro
309760913-X,Python,1,0,2,0,397.78,JOD
978970417-8,java,1,0,0,2,343.95,USD
737519263-4,R,2,0,0,1,184.76,Euro
468367161-1,Python,2,2,1,1,182.23,USD
062572474-7,PYTHON,2,0,0,1,261.72,USD
744798783-2,java,1,0,2,0,245.74,JOD
357837714-7,c++,0,2,0,2,132.29,JOD
512183992-8,JAVA,2,2,0,1,264.16,Euro
867685076-3,PYTHON,0,1,2,0,113.15,JOD
367826896-X,Python,2,0,1,1,389.93,USD
007262273-3,C++,0,1,1,0,276.52,Euro
118654058-3,java,2,0,1,1,174.15,JOD
396375589-X,R,0,1,2,1,250.00,JOD
557159507-8,c++,2,0,0,0,498.75,Euro
606201768-9,JAVA,1,0,1,0,476.80,Euro
598895303-4,Python,1,1,1,2,360.35,Euro
946513248-9,c++,1,0,0,0,194.23,JOD
270455252-5,C++,0,0,1,0,352.83,USD
266435235-0,c++,2,1,0,0,299.08,Euro
841328848-7,c++,1,0,0,1,418.04,Euro
356991552-2,java,2,1,0,1,370.99,USD
833635050-0,JAVA,1,1,0,1,224.27,USD
956375198-1,C++,2,0,2,0,434.49,USD
731014055-9,PYTHON,2,2,2,0,215.71,JOD
787873944-7,Python,2,0,2,2,239.81,JOD
327352470-7,c++,2,2,1,2,334.79,USD
841236447-3,R,2,2,1,0,387.46,USD
960898346-0,R,1,2,2,1,270.64,Euro
950900581-9,c++,2,1,0,1,365.88,Euro
021931243-5,C++,1,2,0,2,494.14,USD
364158904-5,JAVA,1,1,0,2,269.73,Euro
168628782-8,PYTHON,2,1,0,0,193.66,USD
819022099-3,C++,1,2,2,1,463.86,USD
502250706-4,Python,1,0,0,0,276.80,JOD
737211983-9,JAVA,2,2,2,1,332.32,Euro
089947770-4,PYTHON,1,0,2,2,302.86,JOD
387456069-4,JAVA,1,1,1,2,459.58,Euro
925394659-8,JAVA,1,2,2,2,353.13,JOD
082815384-1,java,2,0,1,2,280.75,JOD
621276480-8,c++,0,0,1,1,112.96,Euro
871046304-6,JAVA,2,1,2,2,453.05,JOD
413380322-1,C++,0,0,2,1,110.72,USD
027821470-3,java,1,2,0,0,129.68,Euro
666360843-6,C++,1,0,0,0,197.35,Euro
724792552-3,C++,0,1,0,0,300.17,Euro
680655840-2,R,1,2,2,0,286.62,Euro
495960524-3,C++,0,2,0,2,406.84,USD
887450885-9,JAVA,2,0,2,2,198.37,JOD
326879494-7,C++,0,0,1,0,195.58,Euro
656288429-2,Python,2,2,1,1,208.18,Euro
170224681-7,JAVA,2,2,2,1,468.72,USD
162870353-9,PYTHON,1,0,2,0,334.95,Euro
796704035-X,c++,1,1,1,0,468.06,Euro
200530021-7,PYTHON,1,2,1,0,228.70,Euro
760863528-2,Python,1,0,0,1,431.27,JOD
269714461-7,JAVA,2,0,0,2,183.85,USD
329777659-5,JAVA,2,1,2,0,383.96,USD
107225036-5,JAVA,2,2,2,1,350.79,USD
382494938-5,c++,1,1,1,0,173.35,USD
923481459-2,c++,2,1,1,1,475.55,Euro
724073196-0,Python,0,1,1,2,306.57,JOD
260056827-1,Python,0,,0,1,348.81,USD
317921930-0,R,1,1,0,1,262.09,Euro
904001047-1,R,1,2,1,0,298.33,USD
522811699-0,R,2,2,1,1,163.25,Euro
145294719-8,C++,0,,0,2,180.32,USD
623849745-9,JAVA,1,0,1,2,388.82,Euro
156020900-3,R,0,1,1,0,240.68,Euro
404481603-4,Python,0,2,1,2,390.18,Euro
392112247-3,PYTHON,2,1,1,2,107.54,Euro
318837832-7,R,2,,1,0,343.43,USD
508755387-7,PYTHON,1,1,0,1,211.44,Euro
519910205-2,R,0,2,0,2,302.81,Euro
634568284-5,PYTHON,0,0,1,1,176.61,Euro
937839861-8,c++,0,0,1,1,227.27,JOD
421613820-9,JAVA,0,1,1,0,436.29,USD
815496806-1,c++,0,1,2,2,456.41,USD
089587220-X,c++,1,1,0,2,485.58,JOD
127887886-6,Python,2,0,0,0,361.23,Euro
658950456-3,JAVA,0,1,1,2,234.78,USD
412045032-5,R,2,2,1,0,112.01,Euro
085391878-3,PYTHON,2,2,2,1,247.25,JOD
742837493-6,java,0,1,2,0,175.45,USD
959254643-6,JAVA,1,2,2,0,110.71,USD
159286902-5,java,1,0,1,2,193.01,Euro
627283087-4,R,0,2,0,0,231.94,JOD
317952532-0,C++,0,0,2,2,194.29,JOD
071026562-X,R,0,2,2,1,266.01,JOD
986146312-7,JAVA,2,2,1,1,124.41,USD
761279912-X,PYTHON,1,0,1,0,421.67,USD
504141051-8,PYTHON,2,1,0,1,451.45,USD
911058174-X,Python,1,1,1,2,353.62,USD
170630431-5,c++,1,0,1,0,139.83,Euro
188412186-1,Python,0,0,0,2,485.78,Euro
855651608-4,R,2,1,0,1,114.17,Euro
396942578-6,Python,1,1,1,0,380.89,Euro
083931676-3,c++,0,2,2,1,138.28,Euro
722873069-0,Python,1,2,1,2,186.03,JOD
051637209-2,c++,0,0,0,2,149.34,USD
558823503-7,JAVA,1,1,2,2,215.50,Euro
983683199-1,R,0,1,2,0,246.97,JOD
133950338-7,PYTHON,2,2,0,1,444.74,Euro
496881369-4,PYTHON,2,2,1,1,466.32,JOD
844317032-8,R,0,2,0,0,406.00,JOD
615512039-0,C++,2,0,2,2,379.58,JOD
297252438-1,java,0,2,2,2,474.79,JOD
350910606-7,C++,1,0,2,2,255.32,JOD
736074574-8,java,0,2,1,1,133.94,USD
607500783-0,c++,0,1,0,0,217.15,USD
279444988-5,C++,0,2,2,0,138.52,USD
197186592-3,,1,2,2,1,492.96,Euro
320938950-0,C++,2,0,1,1,188.58,Euro
216599366-0,JAVA,2,0,2,2,351.59,JOD
539284866-4,c++,1,1,2,2,371.66,Euro
301565841-7,PYTHON,0,2,2,0,238.29,USD
029969596-4,PYTHON,2,1,0,2,420.80,JOD
812249198-7,R,2,0,0,0,474.24,JOD
452646351-5,Python,1,1,0,1,399.81,Euro
023764989-6,java,1,2,0,2,411.99,USD
812212988-9,R,1,,2,2,223.80,USD
717727538-X,java,0,1,0,0,313.77,Euro
787892654-9,c++,2,2,1,0,125.10,JOD
194295529-4,PYTHON,2,,1,0,498.91,Euro
930236439-9,c++,2,1,2,1,133.93,JOD
968471974-4,R,2,1,1,1,165.08,JOD
578823658-4,PYTHON,1,1,0,0,403.31,JOD
481711708-7,java,2,2,0,1,145.18,Euro
990105472-9,R,0,0,1,1,360.82,Euro
688890579-9,R,1,0,1,2,256.52,JOD
440658530-3,java,0,2,1,0,117.41,Euro
008308708-7,C++,0,0,0,2,424.55,JOD
645851384-4,C++,2,2,1,1,313.89,Euro
146980262-7,JAVA,2,2,2,0,173.86,JOD
706830381-1,java,1,1,0,0,389.26,USD
184217413-4,R,0,0,1,2,252.68,USD
811123892-4,JAVA,0,2,2,1,265.74,Euro
324901717-5,R,1,2,0,2,338.47,Euro
329447569-1,C++,1,0,1,2,301.35,USD
290183626-7,Python,2,1,2,0,202.48,JOD
633082262-X,R,2,1,0,0,108.94,Euro
531194789-6,JAVA,0,0,1,0,283.10,USD
559063980-8,Python,2,1,1,1,164.95,Euro
466525845-7,c++,2,0,2,2,145.20,JOD
257866661-X,Python,2,1,2,2,376.04,Euro
826276566-4,java,0,1,0,1,364.15,USD
426509068-0,R,2,1,2,2,466.03,USD
749501449-0,C++,1,1,2,1,201.23,JOD
473440323-6,java,1,2,2,2,147.72,USD
180484459-4,java,0,1,2,1,316.49,USD
437559949-9,R,1,1,0,0,288.79,JOD
772567261-3,C++,2,2,0,0,193.35,USD
731048720-6,JAVA,2,0,1,2,212.60,USD
703341718-7,,0,0,1,0,126.52,JOD
811456901-8,c++,2,0,2,1,285.58,JOD
290622373-5,PYTHON,1,0,1,2,227.47,Euro
023401427-X,Python,2,2,0,2,200.08,JOD
260727860-0,C++,0,1,2,0,166.57,JOD
684000038-9,R,0,2,0,0,482.49,Euro
609766443-5,Python,1,0,2,0,340.31,USD
833342738-3,java,0,1,2,0,178.35,Euro
599162412-7,Python,2,0,2,0,251.81,JOD
068938513-7,java,2,2,2,2,179.73,Euro
554773549-3,Python,1,1,0,0,423.47,Euro
151235610-7,JAVA,2,1,0,2,210.57,USD
555975190-1,PYTHON,0,0,1,2,452.87,USD
446398871-3,PYTHON,2,,1,2,224.14,USD
668281080-6,PYTHON,2,2,1,0,464.72,JOD
753390117-7,PYTHON,0,0,2,1,271.19,JOD
562454524-X,Python,0,2,0,2,216.41,JOD
422878594-8,R,1,2,0,1,468.57,JOD
472484676-3,c++,1,1,1,0,144.84,Euro
547120534-0,c++,1,0,1,2,399.36,Euro
362489369-6,c++,0,2,1,1,126.85,USD
275330912-4,Python,1,0,2,1,381.04,USD
061468164-2,R,1,2,0,1,339.07,Euro
077579095-8,java,0,1,1,0,449.17,Euro
441945879-8,Python,2,1,0,2,315.87,Euro
531258484-3,PYTHON,0,2,1,0,180.47,JOD
965893597-4,R,1,1,0,2,103.90,USD
347761940-4,c++,1,2,0,0,244.16,JOD
681563577-5,PYTHON,0,1,2,2,130.82,Euro
089013780-3,PYTHON,0,0,0,0,373.30,JOD
499856661-X,java,1,2,0,2,423.94,Euro
132725926-5,c++,0,2,1,2,171.03,Euro
485632864-6,Python,1,1,0,0,401.45,JOD
529366094-2,JAVA,2,0,2,2,226.84,JOD
701426067-7,R,2,2,1,1,353.91,USD
709235076-X,java,2,2,2,1,369.65,JOD
695711445-7,R,2,2,2,1,467.65,JOD
292080990-3,java,2,2,2,0,287.24,JOD
355356346-X,JAVA,0,0,2,1,369.56,USD
223243644-6,c++,1,0,2,2,104.84,JOD
995383609-4,C++,2,0,0,2,341.80,Euro
886660462-3,,1,1,1,1,456.94,Euro
675730777-4,PYTHON,1,0,2,2,276.54,Euro
169532991-0,PYTHON,0,1,0,2,393.95,USD
487964558-3,R,1,2,2,0,158.45,Euro
154059420-3,R,0,2,2,2,255.14,Euro
122464458-1,PYTHON,1,1,2,1,293.76,Euro
922193980-4,R,0,1,1,0,184.63,JOD
569938616-5,PYTHON,2,1,1,1,265.48,Euro
518042378-3,Python,0,1,1,1,411.24,JOD
399620168-0,java,2,2,2,0,446.13,JOD
844936523-6,c++,1,2,1,0,397.36,USD
721804919-2,java,2,1,2,1,225.06,JOD
718643878-4,C++,1,1,0,0,297.21,JOD
912245661-9,java,0,1,0,2,218.66,JOD
626478088-X,Python,0,1,1,1,457.51,USD
970425940-9,R,0,1,1,1,101.24,USD
870710557-6,R,2,2,2,1,380.08,Euro
460735373-6,JAVA,0,1,0,1,399.97,JOD
900611141-4,R,2,2,0,1,360.43,USD
625610796-9,R,1,1,0,2,129.89,Euro
238913338-X,JAVA,1,1,0,0,282.96,Euro
124543464-0,java,2,0,1,0,295.96,Euro
922029060-X,PYTHON,0,0,2,2,103.36,JOD
050844973-1,PYTHON,0,2,2,1,209.61,USD
196041242-6,Python,1,2,2,0,210.99,USD
117831619-X,c++,2,1,2,1,297.64,JOD
883301599-8,Python,2,0,0,0,138.04,Euro
490626097-7,java,2,1,2,2,168.78,JOD
653461204-6,c++,1,2,0,2,149.05,Euro
792788580-4,JAVA,2,0,0,0,383.84,USD
474923232-7,C++,2,,1,0,264.09,JOD
881165161-1,Python,1,2,2,1,233.83,Euro
300980096-7,C++,2,0,0,0,448.04,USD
691264427-9,C++,1,2,1,0,161.07,USD
102876332-8,R,0,2,1,2,266.52,JOD
590331167-9,JAVA,1,2,0,1,387.62,JOD
725062501-2,PYTHON,1,2,1,1,214.68,USD
231908190-9,R,2,0,0,1,256.39,USD
786189617-X,c++,1,0,1,2,186.72,Euro
289145478-2,R,2,0,0,2,435.71,USD
194230956-2,R,2,0,0,2,432.49,JOD
419435345-5,C++,1,2,1,1,200.89,JOD
594604164-9,PYTHON,2,1,1,1,338.75,USD
734088821-7,c++,2,1,0,2,378.57,Euro
051863967-3,C++,2,1,2,1,205.66,JOD
883092784-8,R,1,1,2,2,240.91,JOD
667959823-0,java,1,2,0,2,132.38,USD
740124946-4,R,2,0,1,0,281.61,USD
692362851-2,R,2,1,1,2,381.92,Euro
988273448-0,C++,0,2,1,1,472.14,JOD
402482998-X,c++,0,1,0,2,430.59,USD
961818446-3,java,0,0,0,0,133.13,JOD
039012186-X,PYTHON,2,1,0,2,113.53,JOD
677916539-5,R,2,2,1,1,475.34,JOD
523320764-8,c++,1,2,0,0,391.68,USD
500198567-6,,0,0,1,0,471.05,Euro
178751350-5,c++,0,2,2,0,493.94,USD
133121117-4,Python,1,2,1,2,242.02,USD
016472205-X,,2,2,0,2,184.40,USD
274760432-2,R,0,2,0,0,334.94,USD
110227759-2,JAVA,1,1,0,2,268.81,Euro
442735071-2,R,2,2,0,2,303.57,USD
505507120-6,R,0,2,2,0,406.57,Euro
416846027-4,c++,1,0,1,0,314.65,Euro
176172614-5,java,1,0,0,1,487.36,JOD
035800014-9,Python,1,,2,1,326.31,JOD
239614281-X,C++,0,1,1,2,497.03,Euro
265281187-8,c++,2,0,1,2,235.78,JOD
797864349-2,c++,0,0,1,2,179.50,JOD
357422383-8,C++,1,,0,2,366.94,Euro
833365869-5,C++,2,0,0,1,277.00,Euro
211956904-5,JAVA,2,0,2,1,386.56,USD
010668611-9,Python,1,1,2,0,146.09,USD
131761733-9,Python,1,0,1,2,136.29,JOD
848275045-3,java,0,0,0,1,188.52,Euro
944643846-2,JAVA,2,0,1,2,112.84,JOD
694987582-7,java,0,1,1,0,343.07,JOD
869506925-7,C++,1,2,1,2,349.93,JOD
486504678-X,c++,1,2,1,2,326.79,Euro
655033261-3,Python,2,1,0,2,393.90,USD
597998610-3,java,2,0,1,0,390.43,USD
041892337-X,PYTHON,1,1,2,2,461.77,USD
994942061-X,JAVA,2,0,0,0,381.62,JOD
182335563-3,JAVA,0,1,0,0,293.90,USD
283049615-9,PYTHON,0,2,2,0,168.10,USD
381095035-1,JAVA,1,2,1,2,291.55,JOD
533820366-9,c++,2,1,0,1,333.62,USD
342462841-7,JAVA,0,0,1,0,489.61,JOD
637070200-5,PYTHON,1,0,1,0,360.50,JOD
629483207-1,R,2,1,0,2,449.49,USD
542474678-0,Python,1,2,1,1,174.36,Euro
931611566-3,PYTHON,1,1,0,0,334.25,Euro
905587984-3,c++,2,0,2,0,403.69,JOD
905646289-X,R,2,2,0,2,251.07,Euro
660719163-0,c++,1,0,0,0,223.67,Euro
690777263-9,R,0,0,1,0,482.79,JOD
316036643-X,C++,1,0,0,2,214.93,JOD
201825817-6,R,0,1,1,1,193.94,JOD
374431516-9,JAVA,1,0,1,2,319.77,USD
259301574-8,R,0,1,0,1,112.73,JOD
393508876-0,PYTHON,2,1,2,2,155.38,JOD
841662037-7,java,1,1,0,0,406.77,USD
935440467-7,R,0,1,0,2,350.87,Euro
323050643-X,Python,0,0,0,0,191.77,Euro
450383636-6,c++,1,,1,0,367.28,Euro
911776838-1,R,1,2,0,2,237.08,JOD
602404586-7,c++,0,1,1,1,202.37,JOD
992556719-X,R,1,2,0,1,336.22,Euro
661638753-4,PYTHON,2,1,0,2,306.79,Euro
437567051-7,C++,2,1,2,0,165.24,JOD
357687369-4,R,0,1,2,0,210.58,Euro
772766347-6,Python,1,1,1,1,438.42,Euro
301745285-9,Python,1,1,0,0,278.74,Euro
430658585-9,c++,1,2,0,0,415.21,USD
359575969-9,C++,0,0,1,0,110.08,Euro
822815446-1,c++,2,1,2,0,110.70,USD
237726790-4,C++,1,0,0,2,321.94,JOD
279402147-8,R,1,1,2,1,466.83,USD
130993196-8,Python,2,2,0,1,164.96,USD
083503348-1,R,1,2,2,2,104.95,Euro
472673689-2,JAVA,1,1,1,1,405.43,Euro
101253515-0,java,2,0,2,1,174.04,Euro
350042049-4,PYTHON,1,1,2,1,132.05,USD
886321833-1,JAVA,0,0,0,2,483.22,JOD
285801759-X,R,1,1,1,2,487.02,Euro
842094565-X,PYTHON,1,2,1,0,260.18,Euro
568457922-1,PYTHON,1,2,0,2,259.36,JOD
687803929-0,Python,2,1,2,0,319.17,Euro
382239101-8,C++,1,0,2,2,343.21,Euro
700439170-1,c++,2,0,0,0,459.01,Euro
623023145-X,R,1,2,2,1,392.90,JOD
721105110-8,c++,2,0,0,0,415.81,JOD
083640996-5,JAVA,1,0,1,0,158.82,USD
386098784-4,R,2,1,2,2,161.84,Euro
681018118-0,C++,0,2,1,1,314.09,USD
509980195-1,PYTHON,0,1,2,1,292.21,JOD
938225007-7,R,1,0,2,0,230.27,JOD
921437513-5,C++,1,1,2,0,222.54,JOD
519248733-1,JAVA,1,0,2,2,145.05,USD
553497342-0,PYTHON,0,1,2,1,162.15,JOD
060978511-7,JAVA,0,1,0,1,237.45,Euro
352438448-X,java,1,0,2,1,305.67,Euro
011673382-9,Python,0,0,1,2,179.78,Euro
150137251-3,Python,2,0,0,2,468.98,USD
665797033-1,Python,2,0,2,2,382.78,Euro
094701969-3,JAVA,1,1,0,1,150.29,USD
722126737-5,Python,2,0,2,2,453.58,USD
973650947-8,JAVA,0,1,0,0,143.17,USD
906894154-2,Python,0,0,1,0,401.78,JOD
298430642-2,c++,0,2,2,0,486.85,USD
339761885-1,JAVA,2,0,1,1,355.48,JOD
234994073-X,C++,2,0,0,0,149.16,Euro
851886593-X,PYTHON,1,1,2,2,397.61,Euro
407161928-7,c++,0,0,0,1,364.94,JOD
323051356-8,R,1,2,0,2,159.54,Euro
648215567-7,Python,0,0,1,2,161.72,USD
843752709-0,c++,0,2,0,0,422.39,USD
123385899-8,java,2,0,1,0,391.05,USD
479152426-8,c++,2,0,0,2,256.47,JOD
889516689-2,JAVA,0,1,2,1,332.12,Euro
502186338-X,C++,2,1,0,0,209.98,USD
429810477-X,JAVA,2,2,2,2,475.56,JOD
957798214-X,C++,1,0,1,1,340.44,USD
744566984-1,Python,1,2,2,1,104.45,Euro
312353075-2,java,2,2,1,0,227.44,JOD
555195069-7,R,0,2,0,0,433.05,USD
615261579-8,R,2,0,0,1,436.64,Euro
803700418-X,Python,0,2,0,0,197.28,USD
485791403-4,R,1,0,1,2,319.55,JOD
348929393-2,c++,0,0,1,0,425.48,JOD
731577924-8,C++,1,1,0,1,278.18,USD
537689035-X,C++,0,0,0,1,263.24,Euro
052869170-8,Python,2,1,0,2,183.62,USD
257832770-X,,0,0,1,1,390.79,JOD
498913720-5,java,2,0,1,0,497.25,JOD
757975281-6,c++,0,2,0,1,307.41,Euro
872620583-1,R,1,2,0,2,469.08,JOD
286378758-6,PYTHON,1,,0,1,253.22,Euro
651902577-1,Python,1,0,1,1,402.86,Euro
663082062-2,PYTHON,1,1,2,0,434.61,USD
942098662-4,PYTHON,0,0,0,0,131.49,JOD
307559576-4,c++,1,2,0,2,449.64,USD
489757891-4,Python,1,1,1,0,252.01,JOD
480587988-2,c++,1,1,1,2,382.71,Euro
811394346-3,c++,1,0,0,1,431.75,USD
563632786-2,java,1,2,1,2,428.84,JOD
256570269-8,C++,2,1,2,1,231.48,Euro
911990743-5,java,0,2,0,2,312.88,JOD
404769453-3,,1,1,0,0,263.11,USD
928947450-5,java,0,2,0,1,416.15,USD
138102170-0,JAVA,0,1,0,1,229.30,USD
007711124-9,C++,0,1,1,0,141.32,Euro
234835690-2,PYTHON,1,2,0,2,280.98,JOD
744392444-5,c++,2,2,0,1,335.53,JOD
948154739-6,R,2,0,0,1,280.68,USD
776408469-7,R,2,2,1,2,399.75,USD
586848136-4,c++,0,2,0,0,422.89,Euro
591168470-5,Python,2,,0,2,471.95,USD
621818677-6,java,0,1,0,1,389.48,JOD
601731125-5,C++,1,2,2,2,485.78,USD
018265841-4,java,0,0,2,1,311.08,JOD
864639671-1,java,1,2,1,2,425.08,USD
478643648-8,Python,0,2,1,2,290.56,JOD
190472810-3,c++,0,1,0,1,282.79,Euro
089653572-X,R,1,1,2,2,213.01,JOD
149710285-5,java,0,2,2,2,445.47,USD
557696512-4,PYTHON,1,0,0,0,332.87,JOD
926707210-2,PYTHON,0,2,0,0,417.88,Euro
473066828-6,R,2,2,0,2,141.73,USD
370453789-6,JAVA,0,0,1,1,480.24,Euro
558252440-1,java,2,1,1,1,306.56,JOD
269936977-2,c++,2,0,2,1,288.86,Euro
434346729-5,R,0,0,0,0,313.32,USD
954381286-1,Python,1,0,1,2,267.74,Euro
409048867-2,JAVA,1,1,1,2,131.23,USD
671304013-6,,0,1,0,2,405.84,Euro
451671043-9,java,2,1,0,2,254.15,JOD
532438553-0,java,2,1,0,2,439.06,JOD
532268162-0,java,0,1,2,2,106.50,USD
127066866-8,Python,2,1,2,2,441.70,USD
784833847-9,R,0,1,0,2,495.84,Euro
197217427-4,PYTHON,2,2,2,2,414.11,USD
944834740-5,C++,1,1,0,0,412.26,JOD
906354678-5,JAVA,0,1,1,0,213.12,USD
166344670-9,Python,1,0,0,1,183.76,JOD
214285120-7,JAVA,1,2,0,1,173.14,JOD
388932498-3,java,1,1,1,2,182.17,USD
694311746-7,java,2,0,1,2,301.91,Euro
578699710-3,R,0,2,0,0,155.82,USD
162675094-7,R,2,2,1,2,328.16,USD
064062070-1,Python,0,2,2,1,402.72,JOD
745240699-0,PYTHON,0,0,1,2,293.37,USD
787959424-8,C++,1,2,2,2,478.36,JOD
549246819-7,java,0,2,1,1,359.34,Euro
633037381-7,R,2,1,1,0,187.04,JOD
380604556-9,Python,1,1,1,1,382.48,JOD
234339365-6,java,0,1,1,2,460.78,Euro
989530045-X,Python,1,1,0,1,496.56,Euro
612160524-3,Python,2,0,1,0,386.26,Euro
985895842-0,java,1,1,1,1,306.41,USD
165568507-4,c++,2,1,2,2,418.55,USD
622838601-8,c++,2,2,2,2,211.89,USD
820353362-0,R,1,1,2,0,305.28,JOD
408399924-1,R,1,2,2,2,161.75,Euro
689035144-4,JAVA,1,0,0,2,424.40,USD
730796371-X,C++,1,2,2,2,378.94,Euro
881886945-0,JAVA,2,2,2,0,277.59,Euro
930654227-5,java,1,,0,0,329.32,Euro
929649295-5,PYTHON,2,0,0,1,220.90,Euro
919166509-4,Python,2,1,0,2,153.37,USD
