Project-ID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
106880492-0,java,1,0,1,1,413.54,USD
594689822-1,Python,1,2,2,1,321.85,USD
015525174-0,c++,1,2,2,2,404.90,JOD
186455585-8,java,1,1,1,0,320.68,Euro
059210868-6,PYTHON,2,2,2,1,121.40,JOD
361527518-7,c++,1,0,2,1,349.51,JOD
668962655-5,java,0,0,1,0,335.60,USD
584026459-8,JAVA,1,2,1,0,268.57,Euro
317752854-3,java,1,0,2,2,272.74,USD
486600074-0,c++,2,1,0,2,201.41,Euro
910927716-1,java,2,1,0,1,281.06,Euro
255382758-X,PYTHON,1,2,1,2,246.40,USD
673567029-9,java,1,1,1,1,211.60,USD
557876343-X,C++,0,2,2,2,174.31,Euro
137260236-4,java,1,1,2,1,212.19,JOD
417300720-5,PYTHON,2,0,1,1,394.75,Euro
960819392-3,R,0,0,2,1,469.91,Euro
047885797-7,PYTHON,2,,1,2,101.44,Euro
146623545-4,c++,0,1,2,2,472.03,JOD
247321476-X,java,1,0,2,1,411.22,USD
282331795-3,JAVA,0,2,0,2,471.68,JOD
850504548-3,R,0,2,1,1,227.15,USD
097423424-9,Python,2,0,1,1,256.66,Euro
531863844-9,JAVA,1,0,1,1,399.70,USD
507952702-1,c++,1,0,0,1,116.35,USD
770784668-0,java,2,1,1,2,413.28,USD
137813896-1,C++,1,0,0,0,113.57,JOD
586194129-7,PYTHON,1,1,2,0,462.07,JOD
998078573-X,C++,2,0,1,1,456.75,USD
826751118-0,Python,1,1,0,2,332.84,USD
288434283-4,JAVA,2,0,2,2,368.51,Euro
380997501-X,Python,2,1,1,0,258.17,USD
388146561-8,C++,1,0,1,2,206.56,USD
693915158-3,JAVA,1,0,2,1,409.83,JOD
248652571-8,Python,2,2,2,1,435.13,USD
433402939-6,R,0,2,0,0,370.31,JOD
821533103-3,R,1,0,0,2,314.18,JOD
413278252-2,JAVA,1,1,2,1,484.97,JOD
968555429-3,PYTHON,1,0,1,2,112.13,USD
826298598-2,PYTHON,0,1,0,0,447.74,USD
685985389-1,R,0,0,2,2,335.02,Euro
325544115-3,JAVA,1,0,1,0,426.06,USD
094716212-7,PYTHON,2,2,2,0,157.80,Euro
405908739-4,PYTHON,0,0,0,1,383.64,Euro
870293642-9,C++,0,1,0,1,351.88,USD
879031152-3,PYTHON,0,1,2,1,260.58,JOD
204129503-1,java,0,2,0,1,387.71,USD
057082784-1,JAVA,0,1,0,0,421.43,JOD
916104111-4,c++,1,0,1,1,371.92,JOD
450204787-2,JAVA,0,1,0,2,154.12,Euro
436592445-1,PYTHON,2,2,2,1,155.22,Euro
261650740-4,c++,2,1,2,2,177.61,Euro
894538581-9,PYTHON,2,1,0,1,422.47,JOD
912452438-7,c++,2,,2,1,415.12,JOD
476770513-4,JAVA,0,1,0,1,115.77,Euro
821156329-0,c++,2,1,1,1,276.16,Euro
426851840-1,R,1,2,2,2,459.32,JOD
712154469-5,Python,0,0,1,0,237.11,USD
994968286-X,c++,2,0,2,0,448.29,USD
091347029-5,PYTHON,2,1,1,2,127.84,JOD
569418549-8,JAVA,2,2,1,0,260.60,USD
831645254-5,PYTHON,1,1,2,1,178.79,JOD
935351036-8,JAVA,0,0,2,1,103.31,USD
803971951-8,Python,1,0,1,1,298.35,JOD
901739847-7,PYTHON,1,2,0,2,108.74,Euro
570784625-5,java,0,2,1,1,327.70,USD
622142525-5,PYTHON,0,0,1,2,373.75,USD
949670651-7,,0,2,0,2,125.47,JOD
396400514-2,PYTHON,2,0,1,0,433.99,USD
927115785-0,,0,1,1,2,300.08,Euro
678884641-3,R,0,1,2,0,464.73,USD
124375683-7,JAVA,2,1,2,1,101.43,Euro
992540036-8,c++,1,2,0,1,499.30,Euro
833425051-7,PYTHON,0,0,1,0,148.73,JOD
394847855-4,Python,2,0,2,0,414.45,JOD
276202715-2,C++,1,2,2,0,100.14,JOD
673899178-9,PYTHON,1,2,1,1,119.83,USD
833815599-3,c++,1,2,2,1,407.95,USD
144339193-X,R,0,1,0,0,474.12,USD
854062469-9,R,2,2,0,1,366.10,Euro
784700874-2,Python,2,1,2,0,240.04,JOD
528243432-6,Python,1,1,1,2,280.77,Euro
986783227-2,Python,2,0,1,2,259.31,USD
219921264-5,R,0,,1,0,492.41,JOD
450273990-1,PYTHON,1,0,0,0,405.04,JOD
355025458-X,c++,0,2,1,2,201.39,JOD
736987269-6,java,1,2,0,0,340.53,USD
746162134-3,java,2,1,1,2,319.12,Euro
090328997-0,java,2,0,2,2,309.38,Euro
269713267-8,PYTHON,2,2,0,2,119.52,USD
985081556-6,R,2,,1,0,321.25,USD
624140252-8,JAVA,1,2,1,1,179.69,USD
160598119-2,java,1,1,1,1,220.64,USD
245261156-5,c++,1,1,2,2,385.24,JOD
906240820-6,C++,1,1,0,0,491.30,Euro
421614409-8,JAVA,0,1,0,1,307.31,Euro
911921191-0,R,0,1,2,0,112.41,USD
585007281-0,R,1,1,2,0,375.54,JOD
867852127-9,R,2,,2,0,390.58,USD
387932418-2,JAVA,0,2,2,2,411.56,JOD
783474454-2,JAVA,0,2,0,0,221.35,Euro
155839664-0,R,2,0,0,0,365.28,JOD
129952267-X,c++,2,0,1,2,271.95,USD
649509572-4,PYTHON,1,0,2,1,239.00,JOD
744678412-1,c++,2,2,0,1,171.12,USD
621234668-2,c++,0,1,1,0,370.67,JOD
024762442-X,JAVA,2,2,2,0,468.25,JOD
970347549-3,c++,0,0,1,0,376.44,JOD
893328921-6,Python,1,2,1,2,280.96,USD
393855023-6,JAVA,2,0,0,0,463.93,Euro
137788300-0,java,1,0,1,1,192.24,Euro
290296818-3,java,0,1,2,2,334.03,JOD
333939449-0,c++,2,1,0,0,162.47,JOD
525143892-3,PYTHON,1,1,0,0,449.02,USD
636591612-4,R,1,1,0,2,319.69,JOD
299901632-8,c++,0,0,0,1,322.73,USD
746524502-8,c++,2,1,2,0,272.53,Euro
434277736-3,java,1,2,0,2,399.93,JOD
038654439-5,JAVA,2,1,2,0,371.02,Euro
762181088-2,c++,2,1,1,2,248.22,JOD
632043428-7,PYTHON,2,0,0,0,475.51,USD
118762023-8,Python,0,1,1,2,104.74,Euro
152510607-4,R,2,1,1,2,397.66,USD
444861420-4,Python,1,1,2,1,273.92,Euro
429822572-0,R,2,2,0,2,195.15,USD
303605093-0,R,2,0,0,1,436.46,USD
196689473-2,Python,0,2,0,2,359.59,USD
879351760-2,Python,2,1,2,2,339.15,JOD
940625649-5,java,1,1,2,0,324.62,USD
021628707-3,Python,2,2,0,1,101.75,JOD
980259263-3,JAVA,2,2,1,2,122.50,Euro
531857730-X,R,0,1,2,2,337.12,JOD
159950701-3,JAVA,0,0,2,2,322.15,USD
119900488-X,java,0,2,2,0,321.03,USD
283353621-6,PYTHON,0,0,0,2,471.53,Euro
332487156-5,R,1,2,2,2,353.09,USD
322868665-5,c++,2,0,1,0,246.49,Euro
418917756-3,,2,2,0,1,368.65,Euro
686444550-X,c++,0,2,1,1,375.13,USD
813977283-6,JAVA,1,1,0,2,478.79,Euro
731722412-X,JAVA,1,,1,1,436.71,USD
470693410-9,c++,0,1,0,1,184.90,USD
526388363-3,JAVA,1,0,0,0,163.76,JOD
558248587-2,c++,1,1,1,2,204.07,Euro
193630940-8,C++,1,0,2,2,248.36,USD
084093721-0,java,1,0,1,1,407.90,Euro
504585174-8,JAVA,2,2,0,1,112.66,USD
305548333-2,PYTHON,0,1,1,1,181.71,Euro
772261554-6,,2,0,2,1,331.43,Euro
819307026-7,Python,0,0,1,2,117.35,Euro
470146522-4,JAVA,1,1,2,2,154.03,JOD
371057382-3,c++,1,1,1,1,439.94,Euro
787983041-3,java,2,1,2,1,246.96,JOD
144640030-1,C++,1,1,1,2,304.63,JOD
349365352-2,java,2,,1,1,275.36,Euro
416677822-6,java,2,0,0,2,321.25,USD
858733455-7,JAVA,2,2,0,1,170.28,USD
908869298-X,java,2,1,0,0,204.19,USD
328441427-4,java,2,1,2,2,463.60,USD
341348660-8,PYTHON,2,1,0,1,194.96,Euro
036505551-4,Python,2,0,0,1,455.08,JOD
270900589-1,R,2,,2,2,204.11,Euro
038037920-1,JAVA,1,1,1,0,138.93,JOD
601465134-9,Python,1,0,2,1,399.17,JOD
118795135-8,c++,2,1,1,1,329.82,Euro
875676818-4,R,1,2,1,2,162.81,Euro
088880809-7,Python,2,2,1,0,455.09,JOD
377926039-5,C++,0,2,1,1,327.44,Euro
380179655-8,C++,0,0,0,2,429.17,Euro
421746435-5,Python,2,1,1,2,492.81,USD
791089388-4,c++,2,0,0,0,239.06,JOD
106043152-1,R,1,,2,2,485.34,JOD
892433294-5,R,1,2,2,0,183.56,Euro
139808070-5,java,0,,2,0,414.00,JOD
160564154-5,Python,1,,1,0,348.93,JOD
670819924-6,JAVA,1,0,0,1,199.52,Euro
997156980-9,java,1,1,1,0,239.59,USD
817396314-2,java,1,1,2,1,142.31,USD
218646027-0,PYTHON,0,1,0,0,305.27,JOD
467317460-7,c++,2,2,1,0,294.18,JOD
537500116-0,C++,2,2,1,0,376.37,Euro
320646575-3,java,1,0,1,0,460.79,USD
475532302-9,C++,2,0,0,2,267.11,JOD
480354852-8,JAVA,0,0,1,0,152.09,Euro
032569425-7,Python,2,2,2,2,205.58,USD
225000076-X,R,1,1,1,0,198.09,USD
667885582-5,C++,1,2,0,2,299.80,USD
489975502-3,c++,2,2,0,2,428.90,Euro
023758150-7,R,0,2,2,2,198.77,Euro
616068161-3,Python,2,2,2,1,344.98,USD
276997077-1,C++,1,1,2,1,459.21,USD
028853025-X,Python,1,2,2,0,412.24,Euro
404987360-5,PYTHON,1,0,1,1,403.57,USD
745505736-9,PYTHON,2,1,1,2,173.25,USD
612563137-0,R,2,0,1,1,131.77,JOD
140598339-6,java,2,1,1,1,466.74,USD
725486871-8,java,2,1,1,2,403.25,USD
822288027-6,C++,2,2,0,0,204.98,JOD
356375120-X,C++,2,1,1,0,375.84,Euro
939728501-7,java,0,2,2,0,108.58,JOD
995861687-4,PYTHON,2,1,1,1,486.82,USD
370285021-X,R,2,0,0,2,445.17,Euro
425340689-0,Python,0,0,0,1,354.16,JOD
999930859-7,c++,0,1,1,2,145.22,USD
606936422-8,c++,1,1,1,1,419.09,Euro
580961666-6,PYTHON,2,1,2,0,199.78,USD
617541946-4,Python,2,2,0,2,203.89,JOD
092759171-5,R,2,0,2,1,152.01,USD
507274491-4,c++,1,2,1,0,493.12,JOD
336184690-0,PYTHON,2,1,1,2,135.49,JOD
684839132-8,C++,1,2,1,2,164.71,JOD
179204481-X,Python,1,1,2,2,316.45,Euro
203230430-9,PYTHON,0,1,1,2,210.35,Euro
812357646-3,C++,2,0,2,0,179.84,USD
266504849-3,C++,2,2,2,0,291.14,USD
829403857-1,JAVA,0,1,2,2,398.43,JOD
421746435-5,Python,2,1,1,2,492.81,USD
791089388-4,c++,2,0,0,0,239.06,JOD
106043152-1,R,1,,2,2,485.34,JOD
892433294-5,R,1,2,2,0,183.56,Euro
139808070-5,java,0,,2,0,414.00,JOD
160564154-5,Python,1,,1,0,348.93,JOD
670819924-6,JAVA,1,0,0,1,199.52,Euro
997156980-9,java,1,1,1,0,239.59,USD
817396314-2,java,1,1,2,1,142.31,USD
218646027-0,PYTHON,0,1,0,0,305.27,JOD
467317460-7,c++,2,2,1,0,294.18,JOD
537500116-0,C++,2,2,1,0,376.37,Euro
320646575-3,java,1,0,1,0,460.79,USD
475532302-9,C++,2,0,0,2,267.11,JOD
480354852-8,JAVA,0,0,1,0,152.09,Euro
032569425-7,Python,2,2,2,2,205.58,USD
225000076-X,R,1,1,1,0,198.09,USD
667885582-5,C++,1,2,0,2,299.80,USD
489975502-3,c++,2,2,0,2,428.90,Euro
023758150-7,R,0,2,2,2,198.77,Euro
616068161-3,Python,2,2,2,1,344.98,USD
276997077-1,C++,1,1,2,1,459.21,USD
028853025-X,Python,1,2,2,0,412.24,Euro
404987360-5,PYTHON,1,0,1,1,403.57,USD
745505736-9,PYTHON,2,1,1,2,173.25,USD
612563137-0,R,2,0,1,1,131.77,JOD
140598339-6,java,2,1,1,1,466.74,USD
725486871-8,java,2,1,1,2,403.25,USD
822288027-6,C++,2,2,0,0,204.98,JOD
356375120-X,C++,2,1,1,0,375.84,Euro
939728501-7,java,0,2,2,0,108.58,JOD
995861687-4,PYTHON,2,1,1,1,486.82,USD
370285021-X,R,2,0,0,2,445.17,Euro
425340689-0,Python,0,0,0,1,354.16,JOD
999930859-7,c++,0,1,1,2,145.22,USD
