ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
673113316-7,c++,0,0,0,1,387.14,JOD
704096603-4,PYTHON,1,0,1,1,101.70,JOD
622706238-3,R,1,0,0,1,143.97,USD
085405070-1,python,2,2,1,1,393.66,USD
008803911-0,C++,0,1,0,1,415.22,Dollar
490214757-2,r,1,2,1,1,158.01,jod
022031741-0,C++,0,2,2,0,274.40,Dollar
294170181-8,r,2,0,2,2,488.10,Euro
332895357-4,java,1,2,1,1,178.54,Euro
696016545-8,python,1,0,1,1,440.88,Dollar
847626331-7,C++,1,2,0,1,168.95,Euro
787576936-1,java,0,0,2,1,360.59,euro
752348886-2,JAVA,2,1,0,2,332.80,Euro
423626889-2,c++,1,0,2,0,262.51,Euro
427698713-X,JAVA,1,1,2,2,294.00,jod
510321482-2,PYTHON,2,0,0,2,452.72,euro
148283703-X,R,2,2,1,2,473.67,USD
905586820-5,C++,1,2,1,0,433.12,Dollar
762766835-2,java,1,1,1,1,488.09,Dollar
759746914-4,python,2,0,0,2,430.03,Dollar
187526157-5,R,2,0,2,2,345.28,Dollar
237771865-5,Python,1,1,0,1,476.84,Euro
578086714-3,python,0,1,1,1,299.72,jod
765108943-X,JAVA,0,0,1,0,491.35,Euro
679139054-9,R,0,2,2,2,200.28,euro
623024347-4,JAVA,2,2,1,2,436.86,Dollar
921940110-X,Python,0,2,0,2,446.74,JOD
568139415-8,PYTHON,0,2,0,2,104.12,USD
847865853-X,JAVA,0,0,1,0,255.74,Euro
807001688-4,c++,1,2,0,2,142.90,euro
955665713-4,R,0,1,0,1,377.31,USD
555506410-1,Python,1,0,2,1,378.53,jod
642600592-4,,0,1,1,0,366.14,euro
107448377-4,python,1,1,0,2,263.55,JOD
431263222-7,R,0,1,0,2,388.74,Dollar
968185736-4,c++,2,2,2,1,106.02,jod
112552503-7,R,0,0,2,1,478.43,euro
136908808-6,python,0,0,2,1,354.13,jod
907886903-8,JAVA,0,0,1,0,125.29,Dollar
281517659-9,python,0,2,0,2,258.22,jod
022375287-8,c++,2,0,0,1,241.95,jod
333603200-8,r,0,0,1,0,347.92,euro
629698592-4,java,1,1,1,0,280.61,Euro
533448278-4,c++,0,1,0,0,458.45,Dollar
574295071-3,python,2,0,2,1,239.15,Dollar
303615552-X,PYTHON,0,1,0,2,421.71,euro
082470621-8,python,1,1,2,0,355.25,USD
500603557-9,PYTHON,0,2,0,0,377.44,jod
821827244-5,java,1,1,0,2,119.86,USD
558757893-3,R,0,0,1,1,235.73,euro
590747443-2,,1,2,2,1,354.57,jod
248005653-8,python,1,0,2,1,489.33,USD
058287738-5,java,0,0,1,1,160.04,jod
768284697-6,,2,2,2,2,463.71,Dollar
817025675-5,r,1,2,2,1,239.86,Euro
154146965-8,PYTHON,0,1,1,0,423.46,euro
008602169-9,C++,2,2,2,2,493.95,Dollar
713006044-1,java,1,2,1,0,441.13,USD
571282373-X,R,1,0,2,1,126.39,Euro
916578010-8,R,2,2,2,2,338.09,euro
382092380-2,C++,0,0,0,0,360.57,USD
673551489-0,java,1,0,1,0,127.32,jod
398661280-7,c++,1,0,1,2,213.56,USD
395409056-2,Python,2,1,1,0,255.40,JOD
679155806-7,python,2,0,0,1,118.91,Dollar
456289425-3,Python,0,0,0,2,191.02,Euro
377639220-7,JAVA,2,2,0,1,451.89,JOD
291048531-5,Python,1,1,1,2,121.97,JOD
806687828-1,,0,0,1,2,117.80,Euro
986282445-X,r,0,1,0,2,375.00,euro
141194729-0,PYTHON,2,2,2,0,485.79,euro
298972386-2,java,0,2,1,0,216.38,euro
089511173-X,,2,1,2,2,172.26,Dollar
417386365-9,python,1,0,2,1,103.75,USD
305450953-2,JAVA,1,1,0,2,262.74,euro
877051582-4,,2,1,0,0,458.58,JOD
450711789-5,java,2,0,1,1,104.06,Euro
872050452-7,C++,2,0,2,2,237.40,JOD
936590055-7,java,2,0,1,2,293.35,euro
313421756-2,c++,1,1,0,0,195.79,JOD
009690284-1,PYTHON,1,2,1,1,258.87,JOD
722879311-0,R,0,1,0,1,411.10,USD
462391618-9,c++,0,1,2,2,207.45,jod
030892996-9,R,0,2,1,2,250.17,JOD
134951640-6,python,2,2,0,0,327.22,euro
255089061-2,JAVA,0,0,2,0,441.90,Euro
992313821-6,JAVA,1,0,2,0,158.53,euro
203695236-4,PYTHON,0,1,0,1,428.84,Euro
146716485-2,r,0,2,0,1,377.15,Euro
751705683-2,R,2,2,0,0,111.94,jod
868384140-5,python,1,1,2,1,136.64,JOD
784159679-0,JAVA,0,2,1,0,387.82,Euro
947717334-7,C++,0,1,1,2,209.62,USD
567871196-2,JAVA,0,2,2,1,208.24,euro
938556309-2,python,1,2,0,1,277.36,Dollar
359751103-1,Python,2,2,2,0,322.28,USD
722916891-0,PYTHON,0,1,0,2,210.80,JOD
299385182-9,Python,1,2,2,2,354.91,euro
382924191-7,C++,1,0,1,0,463.76,jod
038400538-1,JAVA,1,1,0,1,423.94,euro
339819220-3,PYTHON,0,1,0,2,457.78,JOD
898348400-4,java,0,1,1,1,197.73,jod
541757436-8,python,0,1,0,0,147.25,euro
546092192-9,r,2,0,0,2,486.97,Dollar
626658621-5,R,0,2,1,0,454.53,USD
595167731-9,java,1,0,1,0,164.63,Dollar
210466411-X,python,1,1,0,1,399.18,USD
625889692-8,java,0,2,2,1,234.55,USD
676547282-7,PYTHON,0,0,1,2,384.90,USD
778237060-4,python,0,1,1,0,195.62,jod
867022251-5,java,2,2,2,0,296.11,Dollar
904097880-8,c++,0,1,0,2,368.33,Euro
844231762-7,r,0,0,0,1,317.18,jod
834014825-7,R,1,2,0,2,438.62,Dollar
966917289-6,python,0,1,1,1,128.25,USD
366361021-7,python,2,2,1,2,199.70,Euro
574448569-4,C++,2,2,1,2,471.16,jod
977663254-8,Python,2,1,0,0,244.01,USD
313867962-5,python,0,2,0,2,360.22,jod
944805226-X,python,2,1,0,0,146.13,Dollar
021733638-8,JAVA,0,0,0,0,348.24,Euro
698123867-5,,2,2,2,2,196.15,euro
421143352-0,r,2,0,2,1,202.30,euro
020371141-6,PYTHON,0,2,0,0,441.51,JOD
006123036-7,Python,2,1,2,1,379.82,JOD
874794561-3,R,1,2,2,1,364.15,JOD
919122716-X,c++,0,2,1,0,155.88,JOD
012028743-9,Python,0,0,0,0,253.69,Dollar
099587822-6,python,1,0,0,0,222.09,Dollar
255888849-8,JAVA,0,0,0,2,278.61,Dollar
235604506-6,python,0,1,2,1,176.70,Dollar
573579433-7,,2,2,2,2,485.74,jod
064413745-2,java,2,2,2,2,478.94,Euro
956835400-X,,2,1,2,1,220.41,Euro
184624334-3,r,0,1,1,1,342.58,Dollar
889997235-4,,0,1,2,2,180.46,jod
077184897-8,C++,2,2,2,1,264.91,jod
667457299-3,Python,1,1,0,0,134.36,jod
234442144-0,Python,0,2,2,0,174.77,Euro
673577083-8,Python,1,0,0,0,445.20,JOD
772170525-8,R,2,0,0,1,414.91,Euro
535089682-2,Python,1,0,0,0,437.77,euro
431224086-8,PYTHON,2,0,0,0,147.65,Dollar
560646482-9,PYTHON,1,0,1,2,210.14,USD
896666921-2,java,0,0,1,2,277.70,jod
804924611-6,c++,0,2,1,0,124.75,JOD
903649857-0,r,0,1,1,1,135.61,Euro
090863911-2,JAVA,1,2,0,0,483.68,Dollar
429362842-8,python,0,2,0,2,253.35,euro
551053199-1,java,1,2,1,1,471.73,jod
024001553-3,java,0,1,0,1,129.29,USD
127906185-5,r,2,2,0,0,217.82,JOD
278362532-6,C++,2,1,0,1,106.28,Euro
700649439-7,c++,0,1,1,1,290.34,JOD
813546095-3,PYTHON,0,2,1,1,220.60,Euro
685375715-7,java,1,1,1,0,212.45,jod
689079486-9,R,2,0,1,2,276.89,Euro
778752816-8,PYTHON,0,2,1,2,499.57,jod
524468295-4,PYTHON,2,1,1,2,340.05,Dollar
907727180-5,Python,1,0,0,0,237.83,jod
529270512-8,python,0,1,2,1,339.13,JOD
996844598-3,R,0,2,1,0,191.38,Euro
231793976-0,JAVA,1,0,2,0,349.55,USD
445353135-4,c++,2,0,2,2,253.64,Dollar
163737513-1,r,2,1,0,0,437.00,JOD
150754114-7,,0,0,2,1,275.38,Dollar
669722156-9,r,0,0,2,1,311.09,USD
266698371-4,Python,1,0,1,0,357.59,Euro
846289554-5,Python,1,0,1,0,312.13,USD
996163814-X,JAVA,0,1,1,0,104.39,jod
607859103-7,PYTHON,0,0,2,0,242.36,JOD
070141462-6,Python,2,0,2,0,273.54,euro
108008613-7,C++,1,1,2,2,326.28,jod
060472413-6,java,2,0,0,1,157.19,jod
984598503-3,c++,2,2,1,2,377.10,jod
250903527-4,JAVA,1,1,2,1,498.98,JOD
970141235-4,r,1,0,0,2,455.21,USD
324696634-6,java,1,2,2,0,418.15,JOD
514801906-9,C++,1,2,2,1,309.13,euro
995797997-3,java,2,1,1,1,133.42,Dollar
515890339-5,JAVA,2,0,2,1,157.06,Dollar
035914617-1,JAVA,2,1,2,0,134.31,Euro
335998414-5,R,2,2,1,1,228.74,euro
816310851-7,c++,0,2,2,1,120.48,Euro
310002528-8,PYTHON,2,1,2,2,142.10,USD
475108680-4,c++,0,1,1,1,297.76,Euro
782009908-9,c++,1,2,2,2,224.87,JOD
406222111-X,r,2,1,1,2,487.88,Euro
298056781-7,,2,0,2,0,317.79,Euro
340677485-7,java,0,2,1,1,203.04,USD
229308138-9,C++,2,2,1,1,257.34,USD
793195487-4,Python,2,1,1,1,259.53,euro
359225277-1,Python,1,1,2,0,458.39,euro
849078833-2,JAVA,1,0,2,2,202.57,euro
570421551-3,c++,1,0,0,1,110.84,Euro
275684377-6,C++,0,2,0,0,432.10,euro
240353292-4,R,2,0,1,0,289.68,USD
998412432-0,PYTHON,1,0,2,0,338.60,Euro
372365026-0,R,2,1,2,0,120.70,Euro
082572571-2,,2,2,2,0,130.46,JOD
990984752-3,java,1,0,2,2,107.42,USD
307883426-3,r,1,2,0,1,477.02,jod
058371724-1,r,0,0,1,0,475.35,Dollar
478734445-5,R,1,0,1,1,465.53,jod
015069861-5,Python,0,2,2,1,135.16,euro
398772903-1,PYTHON,2,2,1,2,175.42,JOD
190194458-1,python,0,0,0,1,464.68,Euro
332288529-1,C++,2,0,0,2,202.97,USD
293161973-6,java,2,1,2,1,385.48,Euro
162617120-3,c++,2,2,2,1,366.17,euro
080675500-8,python,1,1,0,2,308.95,USD
385403374-5,c++,1,2,0,2,228.29,USD
052759469-5,Python,1,1,2,0,196.99,JOD
936728189-7,Python,1,0,2,2,360.38,euro
048532176-9,R,2,0,0,0,415.85,jod
243060258-X,Python,2,2,0,0,488.22,Dollar
558215427-2,r,0,1,2,0,267.56,Euro
984244267-5,python,0,2,2,2,201.13,JOD
046147063-2,JAVA,0,0,0,0,499.05,JOD
981124457-X,c++,1,0,0,2,449.80,jod
420614586-5,r,0,0,1,1,146.17,euro
203056408-7,python,2,2,2,1,207.14,Euro
446728073-1,Python,1,1,0,0,460.73,USD
528146155-9,r,0,0,0,2,303.93,JOD
284777309-6,java,2,0,2,2,459.97,jod
224512959-8,JAVA,2,0,2,1,382.45,Euro
813931644-X,JAVA,2,1,2,0,324.10,Dollar
428637086-0,python,2,2,0,1,250.10,jod
288471101-5,Python,1,1,0,2,429.28,USD
653101341-9,c++,0,2,0,2,105.52,euro
786736578-8,JAVA,0,2,0,1,115.96,Euro
131790667-5,R,2,1,1,0,115.33,JOD
339833764-3,R,1,2,0,0,127.75,euro
355386632-2,Python,2,2,1,0,368.68,USD
934938306-3,JAVA,2,1,2,2,414.14,euro
304576516-5,c++,2,2,2,1,461.44,JOD
359582724-4,R,2,1,0,1,481.79,Euro
041721942-3,PYTHON,0,1,0,0,299.44,JOD
789559185-1,c++,1,1,2,1,153.89,USD
440061653-3,PYTHON,1,0,1,1,499.03,euro
775278093-6,Python,0,1,0,0,142.13,USD
168305093-2,PYTHON,1,1,0,0,249.61,JOD
626091389-3,java,1,1,0,1,428.87,USD
060133733-6,java,2,1,0,0,354.67,Euro
825068138-X,C++,1,2,0,0,285.75,jod
118337758-4,r,0,0,2,1,229.94,euro
739691908-8,C++,2,2,2,0,413.67,Euro
288267417-1,R,0,0,2,2,330.78,USD
921283095-1,python,1,1,0,2,120.53,USD
369611358-1,JAVA,2,0,1,0,247.11,jod
827300051-6,java,1,1,0,0,232.06,USD
870260112-5,python,1,1,1,1,320.02,USD
126741386-7,java,0,0,2,0,380.75,Euro
787589590-1,r,0,2,1,2,268.80,Dollar
335678527-3,C++,1,1,0,2,219.92,Dollar
981717339-9,R,1,0,0,2,436.94,Euro
013426905-5,java,2,1,1,2,395.43,Euro
833174287-7,r,1,1,2,0,196.61,Dollar
466102711-6,C++,0,2,1,2,226.39,JOD
821720758-5,c++,2,0,0,0,192.34,JOD
013773140-X,java,2,2,2,2,326.85,euro
184279838-3,PYTHON,0,0,0,2,371.21,JOD
756279079-5,r,1,2,1,2,209.20,USD
656773107-9,JAVA,1,0,0,1,417.07,Dollar
112776975-8,PYTHON,0,0,2,0,347.41,JOD
298956169-2,c++,2,1,1,0,336.35,jod
733285887-8,Python,2,0,1,1,177.34,jod
112965615-2,PYTHON,1,2,2,2,246.90,euro
875756592-9,python,2,2,0,2,450.46,JOD
492168423-5,R,0,2,2,0,203.96,Dollar
705669905-7,python,2,2,1,0,356.52,Dollar
131133092-5,JAVA,2,1,1,0,332.27,Dollar
886591888-8,python,2,1,2,1,418.40,jod
846172722-3,JAVA,2,2,0,0,296.68,USD
531034797-6,,0,0,1,0,428.23,jod
491587792-2,r,0,2,2,0,407.85,jod
983040806-X,Python,2,1,1,1,162.61,Euro
166076821-7,r,0,2,0,1,175.74,euro
271920654-7,c++,2,2,2,1,101.15,USD
216241709-X,c++,1,2,2,2,273.27,USD
289263608-6,C++,0,2,1,0,437.39,Euro
182129011-9,C++,2,1,0,0,248.84,jod
901082981-2,Python,1,1,2,2,402.19,JOD
359434453-3,java,2,1,2,1,318.71,jod
649102262-5,c++,2,2,2,0,490.91,Dollar
118573307-8,R,1,0,0,0,139.37,jod
095995969-6,,0,2,0,0,466.23,Dollar
170738712-5,r,0,2,2,2,212.98,Euro
978395768-6,r,2,1,2,0,148.69,jod
195022409-0,R,1,0,0,2,366.93,Euro
380251130-1,r,1,1,1,1,267.36,euro
892907146-5,r,0,0,0,1,310.97,euro
831736293-0,r,1,0,1,1,141.01,Euro
125530005-1,JAVA,0,1,1,0,250.79,Euro
525940999-X,java,0,2,1,0,467.92,euro
900376647-9,java,2,1,0,1,314.65,euro
186531482-X,Python,1,1,0,2,256.50,euro
219356604-6,r,2,2,1,0,212.76,Euro
791306676-8,C++,0,1,0,2,369.81,euro
661110747-9,JAVA,1,1,1,2,223.74,JOD
808286068-5,c++,0,1,1,0,424.62,jod
846550493-8,c++,1,1,2,1,111.69,USD
265528890-4,R,0,2,0,2,183.93,euro
145359856-1,python,0,1,2,0,442.26,USD
752951501-2,java,0,0,2,1,341.61,USD
760409398-1,R,2,0,0,2,146.20,USD
172468259-8,JAVA,1,0,0,1,431.19,Dollar
617734820-3,C++,0,1,1,2,446.89,Euro
253833075-0,C++,1,1,0,2,212.37,USD
696838605-4,python,1,1,2,0,442.43,Dollar
983034552-1,JAVA,1,2,2,0,395.73,Dollar
321182911-3,java,0,1,2,2,201.52,Dollar
915937766-6,c++,0,2,2,1,199.65,euro
083596716-6,PYTHON,2,2,0,2,218.25,JOD
962486755-0,R,0,1,0,1,418.42,Euro
260432305-2,r,2,0,1,0,356.66,jod
782743351-0,R,2,1,1,0,462.61,JOD
248999144-2,PYTHON,1,1,2,1,333.96,Dollar
375146318-6,,1,2,2,1,201.18,JOD
409352862-4,,2,2,0,1,365.83,Euro
038182487-X,R,0,1,2,1,260.43,USD
250600729-6,Python,0,0,0,2,244.46,Euro
141719799-4,R,2,0,2,2,467.66,euro
739700500-4,PYTHON,2,1,1,0,200.42,Dollar
158393942-3,java,1,2,2,1,442.27,Euro
341527035-1,c++,2,2,0,2,206.68,USD
199093879-5,Python,2,0,1,0,382.34,jod
150163460-7,c++,2,2,1,0,106.69,USD
415013650-5,JAVA,1,0,2,2,282.63,euro
797814165-9,r,2,2,2,1,495.46,USD
604544328-4,C++,1,2,1,0,391.13,jod
240530958-0,r,1,2,1,2,419.48,jod
909649540-3,JAVA,2,1,2,0,211.69,Euro
310572470-2,Python,0,2,1,2,319.58,Dollar
423428530-7,C++,1,2,2,1,230.08,Dollar
699304909-0,,0,0,0,1,103.20,Euro
509673523-0,Python,1,2,0,2,281.55,JOD
065568209-0,java,0,2,2,0,392.45,euro
938943009-7,Python,2,1,0,0,297.93,USD
507095861-5,c++,2,1,0,1,474.18,jod
195309143-1,c++,0,0,1,0,255.59,euro
563974923-7,PYTHON,2,2,2,1,457.51,USD
631743799-8,R,2,0,0,1,331.52,euro
874853686-5,R,0,1,2,2,340.32,euro
890232926-7,JAVA,0,2,2,2,212.58,Dollar
441336630-1,C++,1,0,1,0,327.62,JOD
369873953-4,C++,1,1,1,2,266.19,euro
254427886-2,C++,1,2,0,0,313.85,Dollar
221459774-3,,0,0,0,1,215.44,jod
160659810-4,,1,0,1,1,155.23,JOD
465855963-3,R,0,0,1,1,397.62,JOD
218683392-1,R,2,2,2,2,273.47,euro
578701443-X,python,2,1,1,1,162.59,Dollar
810746471-0,PYTHON,0,0,0,0,429.74,jod
955043966-6,python,2,1,2,0,365.62,jod
998871721-0,r,2,0,2,1,168.18,Euro
181421115-2,R,0,2,2,2,322.91,USD
313858780-1,PYTHON,1,2,1,2,454.53,JOD
947148355-7,C++,0,1,1,1,288.14,USD
592081267-2,R,1,2,1,0,366.44,USD
796477510-3,Python,1,1,2,0,499.35,USD
430338793-2,r,0,0,1,2,180.41,jod
638676041-7,PYTHON,0,2,2,1,498.89,Euro
240043942-7,R,0,2,1,2,427.39,Dollar
477945868-4,java,1,1,0,0,306.86,Euro
807691985-1,Python,0,0,1,0,193.60,USD
218686353-7,Python,2,1,1,2,224.04,Euro
210210401-X,python,0,0,2,0,264.67,JOD
491575749-8,python,2,0,1,2,482.00,euro
606536615-3,c++,2,1,2,1,118.04,USD
195361257-1,c++,1,1,2,1,261.77,jod
739424053-3,java,1,1,1,1,474.20,JOD
918456481-4,Python,0,1,1,2,222.47,Dollar
833447011-8,Python,1,2,1,2,493.11,euro
662499082-1,JAVA,0,2,2,2,423.79,JOD
704462927-X,PYTHON,2,0,2,1,282.21,jod
744485610-9,java,1,2,1,2,467.94,JOD
614822997-8,PYTHON,2,2,2,1,144.74,euro
307435121-7,PYTHON,1,0,2,2,487.34,jod
733627829-9,c++,0,1,0,1,249.85,JOD
237441686-0,python,1,1,1,1,141.25,Euro
614977106-7,Python,1,0,0,1,138.34,Dollar
379192334-X,c++,1,0,2,1,138.10,euro
643851092-0,python,2,1,0,2,230.31,Dollar
236571380-7,java,0,2,0,0,144.09,Euro
545818931-0,C++,2,1,0,1,126.21,JOD
368315230-3,c++,0,0,2,2,125.03,jod
831422610-6,python,1,2,2,1,105.60,euro
200105929-9,java,2,1,2,2,113.71,Dollar
114157819-0,R,0,2,0,2,322.81,Euro
301082269-3,python,1,0,1,0,236.33,USD
638492835-3,PYTHON,2,1,1,2,184.90,Euro
046021769-0,Python,2,0,1,1,349.93,USD
831766292-6,java,0,1,2,2,447.26,Dollar
386104491-9,java,2,2,0,1,495.93,Euro
915580821-2,r,2,0,0,2,346.16,JOD
274323706-6,PYTHON,2,0,1,0,259.24,USD
893571532-8,JAVA,0,0,1,2,282.78,euro
808439157-7,python,1,1,1,1,387.23,Euro
425843113-3,PYTHON,0,1,1,2,402.37,JOD
189274423-6,R,1,2,0,1,161.68,euro
664834616-7,C++,2,2,0,0,131.05,USD
914328287-3,java,1,1,1,0,470.52,Dollar
498458590-0,C++,0,2,1,0,428.06,euro
530821511-1,PYTHON,0,1,0,0,110.06,euro
006253075-5,PYTHON,0,0,2,2,416.80,Euro
501966968-7,R,2,2,1,1,160.84,JOD
491469169-8,Python,2,1,2,1,374.99,euro
975873293-5,java,1,0,0,1,295.45,jod
660945206-7,JAVA,0,2,0,2,158.29,jod
818139130-6,r,2,0,1,2,282.75,Dollar
265208108-X,python,2,0,1,1,496.92,jod
834407417-7,R,1,2,0,1,229.92,Euro
902658646-9,,2,0,1,0,402.66,USD
851579191-9,C++,0,0,2,2,488.87,euro
974483411-0,java,2,1,0,2,102.03,euro
312103277-1,python,0,0,2,2,472.21,euro
387324370-9,r,1,1,2,1,466.77,JOD
598895828-1,r,0,0,1,2,417.06,Euro
206978280-8,Python,2,0,2,2,439.64,JOD
181626278-1,JAVA,2,2,1,1,276.86,jod
592316136-2,java,0,0,0,2,452.10,jod
819497108-X,PYTHON,2,0,2,2,270.31,Dollar
323132688-5,r,2,1,0,1,403.29,JOD
720448474-6,c++,0,1,1,1,366.39,Dollar
595755190-2,R,2,0,2,2,411.12,euro
758361091-5,Python,2,0,0,2,148.48,JOD
650544027-5,java,2,1,2,1,411.92,jod
772673371-3,java,1,0,2,1,269.66,USD
041958924-4,c++,0,2,2,1,185.21,euro
590512571-6,c++,2,1,1,1,452.71,Euro
332208230-X,java,0,2,2,2,490.13,JOD
424483714-0,R,2,2,2,1,222.05,USD
665285360-4,R,2,1,0,0,180.31,Dollar
023370102-8,c++,0,1,1,1,450.45,JOD
228133149-0,C++,1,0,0,2,335.59,JOD
203333641-7,JAVA,2,2,2,1,424.57,Euro
392476440-9,Python,0,0,2,1,236.49,Dollar
578988887-9,Python,2,1,1,1,202.10,USD
881756334-X,Python,0,1,2,1,214.99,jod
509920309-4,java,2,0,1,1,165.76,USD
742812654-1,java,0,2,0,0,268.09,USD
869282777-0,c++,2,1,0,1,131.76,JOD
911087398-8,python,1,2,2,0,352.00,Dollar
538828994-X,C++,1,1,2,2,471.20,jod
445604936-7,python,0,0,0,1,158.58,euro
394549512-1,R,2,0,2,1,411.83,Dollar
539377064-2,R,2,2,1,2,291.80,jod
058339584-8,R,1,0,2,0,478.99,jod
578165816-5,JAVA,0,1,2,0,495.87,euro
079306024-9,PYTHON,2,2,1,1,405.31,USD
150904416-7,R,0,1,1,1,366.27,jod
003455292-8,r,0,0,1,2,493.99,euro
687686087-6,c++,1,0,1,2,271.87,Dollar
628789865-8,C++,2,2,1,0,180.70,JOD
486239713-1,c++,0,0,2,0,497.22,euro
924505053-X,Python,0,2,1,2,217.45,Euro
211530987-1,Python,2,1,1,0,178.12,Dollar
341438696-8,r,2,1,1,0,303.54,Dollar
838716024-5,JAVA,1,1,2,0,276.62,jod
797889399-5,,2,1,0,0,472.28,JOD
288105793-4,c++,1,2,0,2,477.37,jod
681359725-6,java,2,1,1,0,408.65,jod
271014351-8,R,0,1,0,1,295.23,Euro
636354397-5,JAVA,1,1,1,1,138.44,jod
570544625-X,PYTHON,2,1,1,0,396.53,jod
737249961-5,JAVA,0,1,1,1,484.52,USD
863019256-9,r,0,1,1,0,410.96,Euro
689073898-5,,0,1,2,0,283.59,Dollar
376427879-X,Python,0,2,0,0,350.57,Euro
159067974-1,c++,1,1,1,2,470.86,jod
515444723-9,c++,2,0,0,1,282.09,Dollar
087593532-X,java,2,2,0,1,360.19,USD
132371453-7,JAVA,0,0,1,2,377.54,jod
435599542-9,c++,1,0,1,2,418.57,JOD
785634617-5,c++,1,2,0,1,461.06,JOD
423686667-6,python,0,0,1,0,256.13,USD
706570839-X,JAVA,1,2,2,2,370.78,JOD
903740801-X,R,1,0,2,1,365.40,JOD
701597501-7,R,0,0,0,2,236.54,euro
794250300-3,R,0,1,0,0,133.34,jod
336284318-2,Python,2,1,0,2,340.90,Dollar
810346968-8,c++,0,0,2,0,305.39,JOD
218696308-6,,0,0,1,1,481.54,Dollar
794973547-3,JAVA,2,0,0,2,444.21,jod
989889610-8,Python,0,1,1,1,184.96,Dollar
271277403-5,R,0,0,0,0,274.02,JOD
005969975-2,python,0,2,0,0,272.45,euro
122667900-5,C++,0,0,2,2,412.87,Dollar
678828124-6,R,1,2,2,0,432.23,jod
062730047-2,c++,0,0,0,0,461.03,jod
360561224-5,PYTHON,0,2,1,2,427.16,Euro
726897192-3,,2,1,1,2,350.43,euro
893452856-7,R,1,2,1,0,368.88,Euro
096425760-2,Python,1,0,0,1,123.87,euro
731807880-1,,0,0,0,0,245.54,JOD
801903021-2,C++,1,0,1,0,392.17,USD
002516803-7,python,0,0,1,1,471.10,Euro
451136614-4,c++,2,0,2,0,277.66,JOD
650541921-7,PYTHON,2,0,0,2,423.09,jod
907920427-7,java,0,1,1,1,367.42,USD
998741301-3,PYTHON,1,0,1,0,300.13,Euro
953411848-6,C++,0,2,0,1,448.40,USD
106694202-1,c++,0,1,2,0,111.53,JOD
698746300-X,c++,0,2,2,2,325.26,euro
217318254-4,r,2,2,1,2,202.71,USD
149899953-0,python,0,0,0,0,236.95,Euro
836938143-X,python,0,2,0,0,253.74,JOD
911717615-8,r,0,1,1,0,431.64,Dollar
649920634-2,c++,0,1,2,2,414.92,euro
338388724-3,Python,2,2,1,2,321.66,Dollar
695467405-2,python,1,2,2,1,395.67,jod
578579547-7,PYTHON,1,0,2,2,375.28,jod
749492737-9,Python,2,1,1,2,191.18,Dollar
356499874-8,r,1,2,2,2,440.82,JOD
273216338-4,c++,1,1,0,1,311.57,Euro
200247002-2,C++,0,2,2,2,424.00,Dollar
505265026-4,Python,1,0,0,2,366.18,Dollar
903781098-5,Python,0,0,0,1,476.47,jod
493331801-8,C++,2,2,0,1,186.29,Dollar
328574182-1,C++,2,2,0,2,133.83,USD
611662137-6,R,0,2,1,2,269.50,euro
282249990-X,Python,2,0,1,1,417.94,Dollar
551191155-0,r,0,2,1,0,159.36,euro
283922147-0,java,0,0,2,2,214.47,euro
492427048-2,python,1,1,0,0,276.36,USD
967581218-4,JAVA,0,2,2,1,129.32,USD
072163202-5,Python,2,0,0,1,254.98,JOD
611388217-9,java,1,2,0,2,350.54,USD
873820473-8,PYTHON,2,1,0,2,280.40,jod
652661034-X,r,1,1,0,2,320.63,Euro
675456545-4,java,1,1,1,0,214.39,Euro
294111716-4,PYTHON,0,0,2,0,124.19,JOD
033245901-2,R,1,0,2,2,248.13,euro
806611934-8,PYTHON,2,2,2,0,475.52,euro
294106815-5,python,1,0,0,2,261.56,Dollar
416311325-8,Python,1,1,0,2,192.05,USD
185676227-0,python,2,0,0,0,384.42,JOD
097004683-9,java,2,1,2,0,471.35,jod
747825040-8,python,2,0,0,0,157.20,Euro
089348531-4,JAVA,2,0,1,2,115.19,euro
869420269-7,C++,1,2,0,0,278.15,USD
194917248-1,PYTHON,2,2,2,1,419.58,euro
137672043-4,java,1,2,2,2,306.50,euro
621350297-1,Python,2,2,1,0,197.22,JOD
604919638-9,c++,0,0,1,1,351.20,jod
884171531-6,r,1,1,0,1,431.20,JOD
997695010-1,Python,1,1,1,1,476.50,jod
040937860-7,JAVA,2,0,1,0,431.38,USD
324873203-2,r,2,2,0,2,308.43,JOD
325830478-5,C++,2,1,1,2,453.64,JOD
717060194-X,java,2,2,0,1,472.62,jod
526961872-9,PYTHON,1,1,0,0,464.27,Dollar
893539523-4,r,0,1,2,0,310.42,euro
715969180-6,JAVA,2,2,2,1,447.11,euro
820438002-X,R,2,2,0,1,398.67,Euro
367350592-0,python,1,0,2,0,346.72,Dollar
347279358-9,R,0,0,1,2,188.50,jod
833869112-7,R,2,1,1,2,178.48,JOD
295699382-8,,2,0,1,0,236.68,USD
001837775-0,PYTHON,0,0,0,2,197.94,euro
945770201-8,c++,2,0,2,0,422.40,euro
097691616-9,PYTHON,0,0,0,2,106.51,Dollar
699692695-5,c++,1,2,2,1,295.72,Euro
286371839-8,R,1,0,0,2,251.90,JOD
504629264-5,Python,0,1,2,0,331.42,JOD
632645851-X,java,0,0,1,0,131.71,USD
