Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
256503664-7,java,0,1,1,1,371.93,jod
335196241-X,R,2,0,0,0,161.29,Euro
898628487-1,PYTHON,0,2,0,2,144.76,Dollar
366618825-7,python,1,1,0,0,198.82,Euro
866776699-2,python,0,1,2,1,451.58,jod
973817941-6,C++,1,0,0,2,114.82,euro
811115502-6,c++,1,2,2,0,400.31,Euro
463332127-7,R,1,1,1,0,335.91,Euro
634886888-5,,1,1,0,2,450.64,Euro
668466028-3,Python,2,2,2,0,438.99,USD
041766349-8,C++,2,2,2,2,410.66,Euro
170004478-8,c++,0,0,2,1,313.08,Euro
076067782-4,java,1,1,2,1,448.14,USD
697742244-0,JAVA,0,1,0,1,350.79,euro
954842644-7,c++,2,0,1,1,362.99,euro
882255539-2,,2,2,0,1,361.12,Dollar
866833207-4,C++,1,1,2,0,441.48,USD
783872425-2,Python,0,1,2,1,116.51,euro
737902688-7,,0,2,0,2,304.51,JOD
251040637-X,Python,2,2,0,2,137.34,jod
841779995-8,Python,1,0,1,0,255.26,euro
307886012-4,c++,2,2,0,0,492.88,USD
466976643-0,R,0,2,0,1,361.30,jod
176839940-9,,1,1,1,2,194.62,Dollar
967013352-1,R,1,2,0,2,160.61,Dollar
918599400-6,,2,1,1,0,229.62,Dollar
382112099-1,PYTHON,0,1,2,2,340.59,euro
623140397-1,c++,2,0,1,0,200.91,Dollar
841458405-5,R,0,0,1,2,429.00,Dollar
685650929-4,JAVA,0,2,2,2,476.98,Euro
948753186-6,python,0,1,2,2,498.01,Dollar
674913091-7,C++,0,2,0,0,376.15,JOD
441361919-6,c++,2,2,0,1,359.74,jod
119277234-2,JAVA,2,1,0,2,102.38,Euro
041691195-1,java,2,1,1,1,169.90,JOD
696953170-8,,1,1,0,2,185.93,JOD
830642662-2,Python,1,0,1,2,301.16,Euro
136865363-4,c++,0,1,1,0,168.63,USD
264492885-0,python,1,1,1,1,297.09,jod
237924083-3,r,0,0,2,0,180.39,jod
165724187-4,C++,0,1,0,1,243.00,Euro
203441980-4,python,2,0,1,2,371.26,jod
643451044-6,java,2,0,0,1,417.44,euro
310764565-6,java,2,2,1,0,156.68,USD
471888980-4,c++,1,0,1,0,119.28,JOD
538866504-6,C++,2,1,2,1,384.35,Dollar
986192174-5,c++,2,1,1,1,233.22,Dollar
999520799-0,C++,0,0,0,0,194.96,USD
847793503-3,r,0,2,2,0,180.88,JOD
385856588-1,PYTHON,1,1,0,1,282.11,jod
219328178-5,R,2,1,1,2,346.25,Dollar
512460884-6,R,0,2,1,2,274.24,jod
959605844-4,c++,2,2,0,2,289.27,Dollar
235232159-X,PYTHON,2,1,0,1,346.10,JOD
735187357-7,python,0,0,2,1,340.19,jod
279323206-8,C++,2,1,2,2,452.34,USD
976196479-5,C++,1,1,1,1,430.89,JOD
197736594-9,JAVA,0,0,0,2,479.61,Euro
409461652-7,JAVA,1,2,2,2,451.09,jod
451029009-8,c++,2,2,0,0,259.84,euro
808046586-X,R,1,1,2,1,120.63,Dollar
383854358-0,C++,2,0,2,0,409.17,USD
669184609-5,Python,1,0,2,0,438.23,JOD
614144912-3,R,0,2,1,1,294.54,JOD
077954261-4,r,0,2,0,1,165.27,Dollar
137116804-0,C++,2,0,0,1,273.59,USD
860210925-3,c++,2,2,0,2,469.71,Dollar
361940747-9,JAVA,2,2,0,0,307.12,Dollar
920146819-9,,1,1,0,1,376.22,JOD
405138723-2,python,0,2,2,0,245.23,euro
584420765-3,java,0,2,0,0,103.38,euro
313491679-7,Python,0,1,1,1,365.53,JOD
698760211-5,R,1,0,0,2,489.67,jod
782545634-3,java,2,2,1,2,366.28,jod
220383815-9,java,2,0,2,2,237.52,JOD
197728678-X,r,1,1,2,0,219.83,USD
109146364-6,R,1,0,2,1,205.17,JOD
703924424-1,python,0,2,1,0,248.56,Euro
695403980-2,c++,0,1,2,2,145.29,jod
135973047-8,java,0,0,1,1,273.36,JOD
961320423-7,R,1,0,2,0,430.22,Dollar
451628417-0,c++,1,1,0,0,460.12,JOD
136549483-7,c++,1,2,2,2,397.37,jod
166090363-7,r,2,0,1,1,268.02,Dollar
284588948-8,JAVA,2,0,0,0,157.04,Dollar
146258951-0,PYTHON,2,0,0,0,418.46,euro
359925369-2,C++,2,1,1,1,210.91,JOD
465633731-5,Python,0,2,2,0,341.45,Dollar
642130100-2,PYTHON,2,1,2,2,155.00,euro
102002797-5,JAVA,1,1,0,1,399.33,USD
857699980-3,r,1,1,1,1,247.62,USD
530672932-0,java,1,0,1,1,186.98,USD
842515789-7,R,2,1,0,1,352.79,JOD
574371081-3,PYTHON,1,2,2,1,366.91,JOD
427530622-8,python,1,1,2,2,438.03,USD
531984373-9,R,1,2,2,0,103.69,euro
668505261-9,r,1,0,0,0,361.35,USD
409107298-4,JAVA,0,0,2,0,227.65,Euro
617157073-7,java,1,1,2,0,309.26,USD
512004917-6,JAVA,1,1,0,0,292.99,jod
778465185-6,C++,1,1,0,1,338.60,euro
255280964-2,java,2,0,1,0,439.14,euro
237521677-6,PYTHON,0,1,0,1,437.26,JOD
598680003-6,PYTHON,1,0,2,2,373.69,euro
491717579-8,java,2,0,0,1,331.76,JOD
255433372-6,Python,1,0,1,1,491.07,Dollar
943612471-6,JAVA,1,2,0,1,111.14,USD
107969038-7,Python,2,2,2,0,315.43,euro
850527985-9,python,1,1,2,1,107.32,jod
095267524-2,Python,1,0,2,0,115.70,Dollar
280579382-X,C++,1,2,2,0,296.22,USD
975780739-7,JAVA,1,0,0,2,300.07,JOD
106839246-0,JAVA,2,1,0,1,251.37,USD
668946104-1,python,0,1,0,2,198.23,Dollar
637016036-9,c++,2,2,0,1,436.95,USD
464539804-0,C++,2,2,2,1,118.52,Dollar
427678684-3,C++,2,1,0,0,292.34,Dollar
704630115-8,Python,1,0,1,0,454.63,USD
107611571-3,r,2,2,1,2,387.75,euro
087917156-1,PYTHON,2,0,1,0,185.47,USD
390201377-X,java,2,2,2,2,195.17,Euro
921754382-9,Python,1,2,2,1,394.16,Dollar
635402353-0,R,0,0,2,0,426.80,JOD
909616483-0,C++,1,1,2,2,494.10,euro
639953035-0,python,1,2,1,2,281.70,JOD
050072439-3,C++,0,0,2,2,311.28,USD
185490696-8,R,1,2,2,0,454.78,Dollar
936906713-2,python,2,0,1,0,473.95,JOD
750925318-7,,0,1,2,2,303.33,euro
226630164-0,Python,2,2,0,0,366.12,USD
758137119-0,PYTHON,2,1,1,2,227.55,JOD
055317762-1,,1,0,0,1,240.28,Dollar
129260471-9,R,1,2,1,1,162.95,Euro
383301317-6,Python,1,2,1,1,371.52,euro
661276160-1,R,1,2,0,0,311.64,Euro
937071895-8,r,0,2,1,0,129.60,Euro
837910824-8,,1,1,0,1,215.38,Dollar
167090170-X,r,2,2,1,2,412.48,jod
463564865-6,c++,0,2,0,2,388.42,USD
763233996-5,java,2,2,2,2,238.48,jod
440596370-3,java,0,0,1,2,119.67,euro
072551038-2,Python,1,0,0,1,476.45,JOD
620046406-5,C++,2,1,1,1,464.82,Dollar
215955655-6,C++,0,0,1,0,363.85,USD
669642247-1,python,0,1,2,0,137.60,Euro
201488476-5,C++,1,1,2,0,401.58,USD
509519673-5,java,2,2,2,1,272.38,JOD
664367089-6,java,2,2,0,2,116.24,Euro
151370563-6,C++,1,1,0,1,253.78,Euro
787369909-9,PYTHON,0,0,0,0,172.40,USD
533357845-1,PYTHON,1,2,0,1,419.78,Dollar
068204607-8,PYTHON,2,2,0,2,488.98,Euro
486970998-8,r,2,1,1,0,445.06,JOD
161396446-3,Python,1,2,0,0,283.99,jod
223918942-8,C++,1,0,0,1,440.69,Euro
922739742-6,JAVA,0,1,1,2,487.96,Euro
442515546-7,JAVA,2,2,1,0,142.29,euro
151142913-5,Python,2,0,2,1,169.96,JOD
340170919-4,C++,0,2,2,0,361.55,jod
419414073-7,java,2,0,2,0,372.28,euro
946392566-X,java,0,1,2,2,346.89,Dollar
931081647-3,python,2,1,1,0,477.01,USD
497521652-3,JAVA,1,1,1,2,464.44,jod
241236061-8,C++,2,1,1,1,350.35,euro
740696964-3,Python,0,2,2,2,397.89,Dollar
319531851-2,python,1,2,0,2,441.22,jod
588509629-5,r,0,2,0,1,323.56,Euro
286373304-4,java,0,2,2,0,299.26,JOD
772496598-6,Python,2,0,1,2,486.47,jod
074919157-0,python,1,2,0,0,397.28,Dollar
610845135-1,java,2,1,0,2,387.92,Dollar
754694146-6,R,0,2,2,1,228.32,Euro
959293377-4,r,0,1,0,2,439.32,euro
808333151-1,PYTHON,0,1,2,0,263.66,jod
963055639-1,PYTHON,0,1,0,1,337.30,Euro
054261506-1,,1,1,0,1,134.25,jod
485772816-8,JAVA,2,0,0,0,361.10,euro
039360168-4,python,2,2,1,1,303.10,Dollar
534265124-7,Python,2,0,0,0,298.97,USD
300719138-6,R,1,0,1,0,175.78,JOD
786251878-0,Python,2,0,1,2,428.81,jod
026729041-1,PYTHON,0,0,1,0,121.15,USD
205840970-1,C++,2,2,0,0,133.87,JOD
848035455-0,,1,1,0,1,193.74,jod
831753591-6,python,2,2,1,1,342.52,USD
745992065-7,,2,1,2,2,215.48,JOD
762832062-7,python,0,0,1,2,113.22,JOD
921297581-X,r,0,1,1,0,370.50,jod
039615240-6,JAVA,0,0,1,2,203.14,jod
049557191-1,PYTHON,0,0,2,2,345.93,euro
548001766-7,C++,0,0,1,2,356.51,jod
213533275-5,python,0,2,1,1,483.36,euro
590157477-X,java,1,1,2,1,110.98,jod
421755896-1,python,1,2,0,0,372.01,euro
566213046-9,JAVA,0,0,0,2,193.83,jod
755455574-X,r,0,1,1,2,441.06,jod
723139858-8,r,0,1,2,0,406.68,Euro
681846186-7,JAVA,2,2,0,2,365.75,euro
863222782-3,C++,1,1,2,2,209.46,jod
487588424-9,python,1,2,2,1,226.28,euro
393571062-3,JAVA,0,1,2,2,210.63,USD
519840700-3,R,0,1,2,0,321.26,Dollar
250021446-X,java,2,0,1,2,468.51,USD
784032952-7,,1,2,2,2,162.57,JOD
275346292-5,JAVA,0,1,1,1,370.80,JOD
026645077-6,,0,0,0,0,128.36,euro
527397151-9,c++,1,2,0,1,306.24,USD
668995029-8,r,1,2,0,1,316.77,JOD
766869597-4,,2,1,2,0,156.59,USD
848283121-6,,1,2,2,2,228.22,Euro
981166368-8,c++,2,1,2,2,309.98,Dollar
281141291-3,PYTHON,1,0,2,0,198.83,jod
079917742-3,java,1,0,0,1,393.75,Euro
458358832-1,PYTHON,0,2,2,0,256.36,USD
459456131-4,r,0,0,0,2,129.08,USD
427478298-0,,0,0,2,1,361.80,JOD
034156992-5,R,0,2,1,0,335.89,euro
630106197-7,python,1,0,0,2,275.21,JOD
215974775-0,python,2,1,2,1,188.76,Dollar
414172204-9,JAVA,2,2,1,2,128.74,jod
781697837-5,JAVA,2,0,0,1,105.26,jod
195346310-X,c++,1,2,0,1,229.53,euro
274964959-5,,0,0,2,0,402.09,euro
283107782-6,JAVA,0,0,1,2,314.82,Dollar
596692571-2,python,2,1,1,1,389.29,Dollar
613099271-8,r,0,2,1,2,129.38,JOD
470711078-9,r,2,0,1,0,254.96,euro
572875606-9,PYTHON,0,1,2,2,315.03,USD
384947033-4,JAVA,2,2,1,1,192.22,euro
203225816-1,JAVA,1,0,2,0,322.43,JOD
576479268-1,python,2,1,1,0,364.91,Euro
939472153-3,Python,0,1,0,2,225.29,Dollar
960509903-9,JAVA,0,0,2,0,405.98,jod
814262896-1,java,1,1,2,1,286.46,euro
439876419-4,JAVA,0,1,0,1,167.21,JOD
163723315-9,r,0,1,2,2,243.07,euro
807571170-X,Python,2,1,2,2,164.40,JOD
153006775-8,,1,0,0,1,422.55,JOD
065553058-4,java,0,1,2,0,158.68,jod
661743344-0,C++,0,1,1,1,486.88,euro
559230489-7,python,2,0,1,2,467.85,Dollar
727004127-X,PYTHON,1,1,1,1,283.38,Euro
450605851-8,R,2,2,2,2,115.62,jod
923150665-X,C++,1,1,0,1,214.27,Dollar
032213765-9,java,1,1,2,0,113.51,Dollar
009489299-7,python,1,2,1,1,163.92,jod
055009413-X,java,2,2,1,2,434.53,euro
188247505-4,r,2,0,0,1,421.41,JOD
574661360-6,c++,0,0,0,1,256.02,Dollar
534942668-0,r,2,0,1,1,386.41,Dollar
649952854-4,,1,2,1,1,178.47,Dollar
624252229-2,JAVA,1,0,1,2,481.83,Dollar
932518029-4,python,1,1,0,2,149.03,USD
981917897-5,JAVA,2,1,2,0,432.23,jod
725264031-0,Python,2,1,0,1,396.83,Dollar
724903128-7,PYTHON,2,0,2,0,478.84,USD
481676264-7,c++,2,0,0,2,273.29,jod
583605623-4,Python,0,2,2,2,218.35,Dollar
540000325-7,PYTHON,2,1,2,1,336.20,JOD
196425646-1,R,1,0,1,1,270.64,Dollar
001611491-4,python,2,0,1,2,248.37,USD
804888228-0,r,0,2,1,0,453.37,Dollar
290031655-3,c++,2,1,2,2,392.16,jod
129631151-1,java,0,2,0,0,202.34,euro
878478173-4,java,1,2,2,0,279.99,USD
740633131-2,c++,2,0,2,2,283.03,Euro
673206574-2,R,0,1,1,2,129.63,JOD
109470890-9,r,0,1,2,1,447.78,jod
426780775-2,R,1,2,0,0,332.08,jod
013451409-2,Python,2,1,1,0,344.48,Euro
863223742-X,C++,0,1,0,2,499.27,jod
985883882-4,r,0,2,0,0,208.86,Dollar
004562468-2,c++,0,1,1,0,477.53,JOD
557198657-3,JAVA,1,2,1,1,446.12,euro
118625188-3,JAVA,2,0,2,0,179.69,Dollar
368170480-5,java,0,2,2,1,286.42,USD
510867094-X,java,1,1,2,1,211.40,JOD
985680513-9,r,1,1,1,0,311.56,jod
855523123-X,C++,0,1,0,1,326.61,euro
353102968-1,Python,0,1,2,1,148.02,Dollar
173325947-3,PYTHON,2,0,2,2,314.30,euro
192999038-3,python,1,1,2,2,339.60,Euro
403751293-9,R,2,2,1,2,368.17,euro
075002010-5,python,1,0,2,0,351.65,Dollar
044965499-0,R,2,2,2,1,206.19,JOD
077577513-4,java,2,1,0,2,446.91,JOD
273438093-5,,0,1,0,2,217.40,USD
595409678-3,java,2,0,2,0,227.88,jod
579647043-4,R,2,1,2,1,357.38,JOD
685871963-6,C++,0,0,0,2,140.59,Euro
220689668-0,JAVA,1,0,0,0,485.79,jod
105462719-3,R,0,0,2,1,114.49,Dollar
785975250-6,PYTHON,2,1,0,1,336.71,Dollar
611650964-9,C++,0,1,0,0,273.27,Euro
659420979-5,Python,1,1,0,1,273.79,jod
736326651-4,c++,0,2,0,0,170.49,euro
773698564-2,python,2,2,2,1,438.81,Dollar
104374806-7,java,2,0,1,1,126.49,USD
954422844-6,Python,0,2,2,2,163.02,euro
255581793-X,JAVA,0,0,2,1,454.11,Euro
706330003-2,c++,2,1,2,2,223.77,JOD
215581847-5,PYTHON,1,1,1,0,238.67,euro
401438933-2,PYTHON,1,1,0,0,488.19,Dollar
961069612-0,Python,0,2,2,2,340.71,jod
658004618-X,r,0,1,2,2,283.64,Euro
781963654-8,C++,1,1,0,2,195.00,euro
764752802-5,Python,2,1,1,2,438.95,Euro
587046841-8,,1,0,2,2,203.21,jod
215416363-7,PYTHON,1,2,2,0,316.85,JOD
588602210-4,PYTHON,1,1,1,0,152.95,JOD
243528229-X,r,0,0,2,2,398.95,jod
765886644-X,c++,1,2,0,2,215.95,jod
821975405-2,R,1,2,0,2,471.24,euro
917561103-1,PYTHON,0,0,0,0,119.23,euro
040284919-1,JAVA,2,0,1,1,129.27,Dollar
068821608-0,PYTHON,0,0,1,2,143.49,euro
594122893-7,,0,2,1,2,190.42,euro
600385954-7,R,1,0,2,1,249.58,Dollar
433098865-8,r,2,2,2,1,308.15,USD
264956241-2,PYTHON,0,2,0,2,296.86,Euro
466569608-X,c++,2,0,2,2,438.69,JOD
955513182-1,c++,0,0,1,1,151.35,euro
047015218-4,python,0,2,2,0,406.27,USD
688772553-3,Python,2,0,0,2,406.56,JOD
288022196-X,c++,0,0,1,2,367.04,euro
055316113-X,Python,0,0,0,0,472.17,USD
639970683-1,JAVA,2,0,0,1,296.73,JOD
248642854-2,r,0,0,0,2,324.22,jod
382195993-2,Python,2,1,2,2,252.32,jod
866850496-7,r,0,2,2,1,342.60,USD
972189309-9,r,1,1,1,1,289.52,Dollar
587399910-4,,0,2,1,0,340.15,JOD
503616896-8,JAVA,1,2,2,2,103.46,Dollar
639175681-3,java,2,0,0,1,450.86,USD
993253862-0,R,1,0,0,1,355.10,jod
660378049-6,r,2,2,2,2,436.74,USD
683785066-0,java,2,0,1,2,225.07,USD
000653796-0,PYTHON,2,1,0,2,274.25,USD
099892953-0,C++,1,1,2,1,357.11,USD
974967336-0,python,0,2,1,0,204.44,jod
169843178-3,java,0,0,1,1,362.24,Euro
778645472-1,c++,0,0,1,2,177.87,JOD
042692015-5,c++,2,1,0,2,315.76,Euro
369038859-7,PYTHON,0,2,2,1,104.49,Dollar
228577522-9,PYTHON,0,0,1,0,288.49,Euro
221241922-8,C++,1,0,2,2,145.19,Euro
394544625-2,python,2,2,1,0,203.51,Euro
218173292-2,python,2,1,1,2,297.82,jod
745075421-5,Python,2,1,2,2,352.75,Euro
289430200-2,C++,1,0,1,2,158.62,Euro
185906279-2,,2,0,0,0,213.25,euro
632475532-0,JAVA,0,0,0,1,188.82,JOD
326462945-3,JAVA,0,0,0,1,308.39,Dollar
474574613-X,python,0,1,2,2,430.95,euro
900913760-0,R,1,2,1,1,395.88,JOD
388128792-2,python,1,1,1,0,317.92,jod
365592291-4,python,0,0,1,2,438.02,Euro
139269478-7,PYTHON,1,0,0,0,464.59,JOD
830092174-5,r,2,0,1,0,114.38,Dollar
742843767-9,python,1,0,1,1,382.90,Euro
770471731-6,,0,2,2,1,264.77,euro
811492234-6,python,2,0,0,0,460.18,jod
275478827-1,,1,0,1,1,244.16,Dollar
583897006-5,R,2,2,2,1,498.86,Dollar
934156667-3,c++,1,2,0,1,102.64,Dollar
501622123-5,R,1,1,1,0,183.34,Euro
321841287-0,JAVA,1,2,0,0,185.84,JOD
557665908-2,r,2,2,1,0,348.86,Euro
345790240-2,r,1,0,1,0,294.62,JOD
458768310-8,JAVA,2,1,2,0,211.43,jod
393200320-9,Python,2,1,2,0,248.57,Dollar
610540293-7,PYTHON,2,1,1,1,195.79,USD
296252824-4,R,2,2,2,2,441.96,Euro
624992133-8,java,0,1,2,1,471.39,JOD
474076153-X,JAVA,2,1,2,2,451.60,USD
294925988-X,R,2,0,1,2,150.15,USD
630141896-4,c++,1,1,2,2,245.06,jod
993325172-4,R,2,0,1,2,453.98,USD
352573097-7,r,0,1,1,0,448.63,JOD
612079609-6,c++,0,2,1,0,199.78,Euro
834356229-1,r,2,2,2,1,235.91,Dollar
425449658-3,python,2,1,0,2,229.50,USD
074819180-1,Python,1,0,0,2,198.57,euro
778780388-6,r,1,0,0,2,292.75,jod
563769298-X,r,1,1,2,0,234.73,JOD
899588034-1,PYTHON,2,1,1,2,165.79,euro
749209109-5,java,2,1,2,0,494.96,euro
765303765-8,JAVA,2,2,1,2,342.08,JOD
704717102-9,JAVA,2,1,1,0,132.01,Euro
116560373-X,python,2,2,2,0,321.07,JOD
603679304-9,python,0,1,0,1,334.03,JOD
275974749-2,python,2,1,1,1,456.56,euro
389512372-2,R,2,0,0,0,430.82,jod
366209523-8,C++,0,0,0,2,241.71,euro
096317241-7,java,1,1,1,1,352.42,Dollar
480814236-8,C++,2,2,0,1,271.71,Euro
160691853-2,JAVA,1,0,1,2,152.07,euro
229286928-4,java,0,0,0,0,329.18,Dollar
992944306-1,Python,1,0,1,0,198.07,JOD
474438713-6,C++,1,0,1,0,115.27,Dollar
522796053-4,java,2,1,1,2,259.14,euro
740108452-X,R,1,2,0,0,153.77,euro
696172665-8,,1,1,1,0,459.33,JOD
590889222-X,r,1,1,2,0,230.87,Euro
263869192-5,,1,2,0,0,477.03,Dollar
771722079-2,PYTHON,2,0,2,1,451.98,JOD
762386561-7,C++,0,1,0,0,179.04,USD
574094238-1,python,2,1,2,0,242.82,USD
238634506-8,R,0,2,1,0,387.91,euro
718852037-2,PYTHON,2,2,1,2,247.87,euro
689948550-8,java,2,2,2,0,400.79,USD
954848187-1,R,2,2,0,1,198.26,jod
634284227-2,R,2,0,0,1,235.40,JOD
775162932-0,C++,2,1,0,2,344.42,euro
398373952-0,C++,0,0,0,1,238.37,Dollar
804072027-3,R,1,0,1,0,239.15,euro
170022939-7,,1,2,0,1,465.06,Euro
589250157-4,PYTHON,0,1,1,2,373.92,jod
153419090-2,java,0,1,2,2,134.31,jod
855399676-X,c++,1,0,0,2,394.84,Euro
687012524-4,c++,2,0,0,2,109.91,euro
770283186-3,python,2,1,1,0,157.84,euro
517526043-X,java,1,2,1,1,445.58,euro
563531509-7,JAVA,0,1,0,1,459.65,jod
497310702-6,python,0,2,1,1,380.56,euro
911528075-6,JAVA,1,2,0,1,192.08,Dollar
811239902-6,R,0,0,0,2,308.13,Euro
136505003-3,python,1,2,1,2,436.03,jod
434509568-9,python,2,2,1,0,389.84,euro
939673199-4,,2,2,1,2,468.82,JOD
909914738-4,python,1,0,2,1,436.57,USD
259657700-3,java,1,0,2,2,171.80,USD
186793262-8,R,1,1,0,0,299.23,jod
670018419-3,R,1,2,0,2,140.95,euro
098444447-5,C++,1,0,2,0,449.71,USD
337644203-7,R,0,0,1,2,353.38,Dollar
347854188-3,C++,2,2,0,2,103.33,Euro
069302985-4,,1,0,1,2,230.43,JOD
269471283-5,r,0,2,1,1,445.80,USD
899079048-4,c++,2,0,0,0,232.13,jod
979184375-9,python,1,1,1,2,449.68,Dollar
602411849-X,Python,1,0,0,0,495.33,jod
594637063-4,JAVA,1,0,2,0,198.66,euro
512260481-9,R,0,1,2,0,440.58,jod
452676323-3,PYTHON,0,1,2,0,121.37,Euro
315900241-1,PYTHON,2,0,1,2,157.61,Euro
298067937-2,Python,2,2,1,0,299.99,Dollar
063570937-6,C++,2,2,2,0,487.26,Euro
525333848-9,,0,2,2,0,459.28,JOD
721086908-5,python,0,2,1,1,157.20,jod
263121856-6,java,0,1,2,0,363.19,JOD
056737220-0,python,1,1,2,2,442.77,jod
729518644-1,JAVA,2,1,0,0,128.33,euro
710822466-6,c++,0,0,2,2,391.90,jod
003133203-X,R,1,2,2,2,474.68,Euro
267581444-X,r,1,1,2,0,377.57,euro
510240804-6,JAVA,0,1,0,1,492.91,USD
534242759-2,python,2,2,0,2,417.41,jod
699033975-6,PYTHON,0,1,0,2,170.45,euro
929584012-7,java,0,0,0,2,425.60,USD
984685452-8,JAVA,1,2,1,2,166.47,euro
207693599-1,Python,2,2,0,1,165.86,euro
005392403-7,r,1,2,0,2,188.15,Dollar
037873962-X,java,2,0,0,0,149.65,euro
477804809-1,PYTHON,1,1,0,2,217.03,JOD
292828725-6,C++,1,1,0,0,245.37,euro
166051585-8,C++,0,1,1,0,377.87,jod
314758232-9,JAVA,2,2,2,1,462.46,USD
316800998-9,c++,1,0,0,2,309.42,jod
541824797-2,PYTHON,2,0,1,0,465.98,USD
118260104-9,r,1,2,1,2,323.56,USD
016163023-5,java,2,1,1,0,425.64,jod
446007885-6,c++,1,2,2,0,426.42,euro
936419291-5,c++,0,0,0,0,418.56,JOD
206598961-0,python,0,2,0,0,498.75,USD
186035605-2,JAVA,0,2,1,2,376.00,Euro
235785008-6,Python,0,2,0,2,133.06,Euro
340360110-2,,1,0,2,2,459.91,JOD
272415852-0,JAVA,0,2,0,2,392.12,euro
604391886-2,c++,0,0,1,0,399.93,jod
854267581-9,python,2,0,0,2,398.15,euro
933119422-6,JAVA,1,2,0,0,130.18,JOD
880210642-8,python,2,2,1,2,143.98,JOD
524014223-8,JAVA,2,0,2,2,111.59,euro
426137691-1,Python,2,1,0,1,194.54,Dollar
423052128-6,R,0,0,1,2,214.91,euro
506234497-2,Python,2,0,0,0,263.73,Dollar
994323489-X,c++,2,2,1,0,275.80,euro
339615055-4,,2,2,1,2,169.88,USD
784023693-6,PYTHON,2,2,2,1,192.50,euro
106680709-4,python,0,1,2,1,188.82,JOD
039268367-9,Python,1,2,1,2,315.17,euro
044960647-3,c++,1,0,0,2,354.92,JOD
067299707-X,R,2,1,0,2,226.17,Euro
059164197-6,R,2,0,1,0,389.88,jod
730054790-7,Python,0,1,2,0,277.66,Dollar
621102189-5,JAVA,1,2,2,2,246.75,Dollar
555712786-0,PYTHON,1,1,1,1,171.44,euro
423924453-6,c++,2,2,2,0,364.49,Dollar
070355167-1,java,2,1,2,2,146.18,jod
080874353-8,python,0,1,1,0,334.03,jod
328848162-6,java,0,1,0,2,436.17,Dollar
167115759-1,r,1,1,2,2,345.47,Dollar
778074961-4,python,2,0,0,1,273.79,Euro
580806973-4,PYTHON,0,2,1,0,374.18,jod
634887511-3,R,0,2,0,1,283.01,Dollar
178238498-7,JAVA,1,1,2,1,443.49,jod
445359437-2,C++,0,2,1,2,396.44,jod
763963024-X,R,2,2,1,0,119.57,euro
340586460-7,Python,1,2,2,0,481.07,JOD
360200846-0,JAVA,0,0,0,2,236.36,Dollar
624984499-6,r,0,2,2,0,201.26,JOD
298297370-7,C++,1,0,1,2,327.60,euro
438307823-0,java,2,1,1,1,432.64,JOD
751756144-8,python,1,2,1,1,188.73,USD
366785072-7,c++,2,0,1,2,314.71,JOD
368163168-9,java,1,1,1,1,408.14,jod
405071249-0,C++,0,0,0,0,342.01,Dollar
865418459-0,r,2,2,1,0,240.88,Euro
821973697-6,python,2,1,1,2,195.78,Dollar
412434207-1,r,0,0,0,0,107.65,euro
815555055-9,R,1,0,0,2,367.51,USD
139220868-8,r,0,1,0,0,346.82,JOD
366542027-X,r,2,0,1,1,390.83,Euro
536399202-7,python,0,2,1,2,420.29,euro
058459520-4,java,2,0,0,0,298.23,euro
354018942-4,JAVA,2,0,2,2,150.82,euro
204669435-X,Python,0,2,0,2,444.69,Euro
986367525-3,R,0,2,2,1,147.27,USD
095402416-8,R,0,1,1,2,292.84,JOD
991563014-X,R,0,0,2,0,270.96,jod
420780935-X,R,0,2,2,0,396.06,USD
008703969-9,Python,1,1,2,2,309.14,JOD
786386414-3,R,1,1,2,0,250.71,jod
240550900-8,r,1,0,1,1,413.73,Dollar
394131781-4,c++,2,0,0,2,495.69,euro
204790039-5,c++,1,2,1,2,152.96,Dollar
518218403-4,PYTHON,1,2,0,1,411.50,JOD
466595130-6,JAVA,2,2,2,1,265.27,Euro
554856218-5,C++,0,0,0,2,157.01,Euro
403795192-4,,0,2,2,2,397.28,Euro
212611287-X,Python,1,1,2,0,439.32,JOD
006014411-4,c++,1,1,1,1,362.43,euro
138575715-9,JAVA,0,1,2,1,169.66,USD
523340452-4,java,2,0,0,0,349.67,jod
326596127-3,R,1,1,0,2,347.51,euro
148475682-7,R,0,2,0,0,353.65,Euro
762027872-9,JAVA,2,0,1,0,128.80,JOD
860031171-3,PYTHON,1,0,0,2,335.47,Dollar
583778054-8,java,2,1,1,0,328.33,JOD
931611166-8,R,1,1,0,2,486.16,JOD
071218189-X,r,0,0,1,2,113.72,JOD
160685625-1,JAVA,0,2,1,2,114.60,euro
071991741-7,r,2,1,0,1,269.63,jod
311641112-3,c++,1,1,2,2,347.55,euro
718252973-4,,0,0,0,1,240.92,euro
495382560-8,r,0,0,1,2,344.99,jod
168993868-4,r,0,1,2,0,296.20,USD
625368989-4,r,0,1,1,0,473.38,JOD
234743378-4,java,0,1,2,2,283.40,Euro
148262461-3,c++,2,0,2,0,412.73,JOD
911102133-0,R,2,0,0,2,213.67,USD
060051173-1,C++,1,0,1,0,263.70,Dollar
096302320-9,,1,2,2,1,197.65,Euro
884986744-1,java,1,2,2,0,231.49,USD
193130175-1,Python,0,0,2,0,440.01,JOD
400710256-2,c++,2,1,0,1,321.21,Dollar
