ProjectID,Programming Language,Employee1,Employee2,Employee3,Employee4,Award,Currency
062201595-8,PYTHON,0,0,1,2,435.84,Euro
098609803-5,java,1,0,1,0,124.30,JOD
922166539-9,PYTHON,1,1,2,1,160.27,Euro
355489621-7,PYTHON,2,2,0,2,410.13,USD
264547685-6,PYTHON,1,0,1,1,471.14,Euro
899245443-0,Python,0,2,0,1,139.68,USD
879102066-2,c++,1,0,2,0,300.26,Euro
378882990-7,C++,0,0,0,1,355.44,Euro
998962862-9,,0,0,1,2,221.97,JOD
428307658-9,c++,0,1,1,1,315.25,USD
681047186-3,R,2,2,0,1,434.11,Euro
538134517-8,Python,1,1,2,1,191.29,JOD
448644370-5,PYTHON,1,1,1,2,464.15,Euro
236482721-3,java,2,1,1,1,433.46,Euro
044328855-0,JAVA,0,1,0,1,176.74,USD
297333820-4,java,2,2,2,0,453.52,JOD
287092835-1,PYTHON,0,0,1,0,245.29,JOD
263132666-0,R,0,1,2,2,437.61,JOD
473740386-5,c++,2,0,1,2,484.92,Euro
544238114-4,java,2,0,1,2,408.37,JOD
342253395-8,R,0,0,2,1,133.30,USD
957330441-4,java,1,2,1,2,105.16,JOD
008115385-6,R,1,0,0,2,310.56,USD
785934087-9,C++,1,0,1,2,411.70,USD
142255919-X,R,0,,1,1,108.53,Euro
619647172-4,,2,2,1,0,307.74,Euro
152426937-9,R,0,1,1,1,460.47,USD
105063678-3,R,2,0,0,0,455.26,JOD
110962614-2,C++,2,0,2,1,455.96,JOD
246001368-X,JAVA,0,0,2,1,238.66,USD
064279043-4,JAVA,1,0,1,2,348.87,USD
687284621-6,c++,1,0,2,0,397.55,JOD
638290926-2,java,1,1,1,2,250.14,USD
324768396-8,R,1,2,1,0,278.47,JOD
996418626-6,C++,0,2,2,1,445.44,USD
353402931-3,C++,1,0,2,1,136.79,Euro
389426036-X,R,2,0,0,1,407.23,Euro
183560927-9,JAVA,2,2,2,0,442.40,USD
026414283-7,R,2,2,2,2,255.62,Euro
262937787-3,C++,1,2,2,0,201.69,Euro
635787536-8,java,0,0,1,1,389.03,USD
884770344-1,JAVA,2,2,0,0,395.38,JOD
730011777-5,JAVA,2,0,1,1,139.39,Euro
035343614-3,c++,2,0,2,0,333.55,JOD
719886386-8,C++,0,0,1,2,460.30,Euro
328352909-4,R,1,0,1,2,115.67,USD
887270671-8,,2,2,0,1,248.63,Euro
548048613-6,java,1,2,1,2,189.99,Euro
321816694-2,Python,1,0,1,2,144.96,USD
379684447-2,Python,0,1,1,0,275.70,USD
203225773-4,java,1,1,0,1,407.26,JOD
793420769-7,C++,2,2,2,2,327.47,JOD
449517855-5,PYTHON,0,0,2,1,453.45,JOD
636110148-7,PYTHON,1,1,2,0,310.81,JOD
015121057-8,c++,2,1,2,1,139.00,Euro
496868256-5,Python,0,2,0,1,456.74,JOD
079322786-0,PYTHON,2,2,1,0,469.21,JOD
973557807-7,C++,1,1,2,0,236.68,USD
778924087-0,JAVA,2,2,1,2,262.48,USD
779552026-X,JAVA,1,1,1,0,192.32,JOD
976996748-3,R,1,1,1,1,204.27,Euro
255512735-6,PYTHON,0,1,0,2,446.37,Euro
836859859-1,c++,1,2,0,2,303.21,JOD
704305905-4,R,0,0,1,2,476.28,JOD
313945522-4,c++,0,1,0,2,286.48,JOD
035047582-2,PYTHON,1,0,0,0,132.26,JOD
665105425-2,C++,1,2,0,1,437.22,JOD
998878120-2,JAVA,0,0,1,0,245.59,USD
259614417-4,c++,1,1,0,0,464.06,Euro
073769000-3,java,0,2,1,1,458.09,JOD
753076141-2,R,1,2,2,0,485.78,USD
091776747-0,PYTHON,0,0,1,2,426.07,Euro
307714459-X,C++,2,0,2,1,126.14,Euro
065109998-6,C++,1,,2,2,287.75,USD
275968897-6,PYTHON,1,2,2,0,332.85,Euro
594651240-4,Python,1,1,2,2,218.11,Euro
420747275-4,c++,0,0,2,1,214.35,Euro
228250624-3,PYTHON,1,,1,1,266.32,JOD
620619795-6,Python,0,1,1,1,425.96,JOD
850076483-X,JAVA,0,1,0,0,220.89,USD
051202935-0,c++,1,0,1,2,477.25,Euro
531625857-6,java,2,1,0,0,149.13,JOD
726088819-9,C++,0,0,2,1,117.58,Euro
435754619-2,JAVA,1,2,2,0,442.60,Euro
790615994-2,JAVA,1,0,0,2,331.18,JOD
640376482-9,c++,1,1,2,0,104.44,USD
016662718-6,R,0,0,0,2,310.65,USD
225744446-9,C++,2,,2,0,460.97,JOD
292629576-6,,1,1,0,2,353.24,JOD
573033581-4,,1,2,1,1,176.89,USD
274232067-9,c++,2,0,0,0,340.49,Euro
175383543-7,java,0,1,2,0,160.52,JOD
776012210-1,Python,2,2,2,0,197.32,JOD
849802298-3,Python,0,0,0,0,130.11,USD
795084726-3,java,2,2,1,1,226.62,Euro
240889272-4,JAVA,1,0,1,0,169.53,Euro
626257436-0,c++,1,2,0,1,451.26,USD
184507190-5,PYTHON,1,1,1,1,329.88,Euro
618435899-5,PYTHON,0,0,1,2,105.71,JOD
952311629-0,c++,1,0,2,1,392.98,JOD
217017951-8,C++,2,2,2,2,418.35,Euro
803756449-5,R,1,2,1,0,418.97,JOD
438388014-2,PYTHON,2,2,0,2,363.10,Euro
272974988-8,PYTHON,0,1,0,1,464.91,USD
614055427-6,java,1,1,0,0,217.83,USD
934407886-6,JAVA,1,2,1,0,287.44,Euro
907149689-9,c++,1,1,1,2,409.60,Euro
712405459-1,c++,1,1,1,1,338.25,USD
921218844-3,Python,1,2,2,0,373.23,USD
022046007-8,java,0,,2,1,276.46,Euro
289035586-1,PYTHON,0,1,1,0,377.75,JOD
694357262-8,PYTHON,0,1,0,2,272.23,USD
313062657-3,C++,1,1,0,0,151.84,JOD
573364515-6,java,1,2,1,0,159.96,JOD
940633731-2,java,0,1,0,0,140.38,Euro
170426776-5,c++,1,2,2,0,394.10,USD
944767559-X,R,1,1,1,2,283.51,USD
383102072-8,C++,2,1,0,0,413.52,Euro
021847431-8,Python,1,2,0,1,464.69,USD
712637969-2,C++,2,0,0,0,230.23,JOD
467736720-5,c++,1,2,0,2,293.34,USD
971655386-2,C++,2,0,1,1,487.57,USD
086140109-3,c++,1,1,0,0,297.68,USD
730395174-1,c++,0,0,1,0,146.00,Euro
175539581-7,c++,1,1,0,1,433.43,Euro
761689571-9,Python,1,1,2,2,457.17,USD
948351405-3,R,1,0,0,1,273.88,Euro
876185395-X,Python,2,1,0,2,425.24,USD
391196856-6,,1,2,1,0,267.12,Euro
149203519-X,C++,1,2,2,2,475.94,Euro
449678998-1,java,0,0,2,1,371.23,USD
616337925-X,c++,1,,0,1,198.16,Euro
071695250-5,C++,2,2,2,0,264.81,Euro
653171696-7,C++,0,1,2,2,348.58,JOD
061641891-4,PYTHON,0,,1,0,200.18,JOD
559724390-X,Python,2,2,2,2,182.29,Euro
116759911-X,JAVA,2,1,1,0,495.16,USD
862468534-6,c++,1,0,0,1,180.08,USD
023413855-6,C++,1,0,1,2,216.81,Euro
793457299-9,R,1,1,1,0,125.31,USD
944165742-5,Python,2,0,2,0,221.47,USD
526839570-X,c++,0,2,2,0,475.76,Euro
195819083-7,PYTHON,1,1,0,0,143.54,USD
657362384-3,PYTHON,0,,0,0,172.20,JOD
485695387-7,c++,0,1,2,0,276.21,USD
798910777-5,Python,1,1,2,0,333.24,Euro
697516612-9,,2,2,1,2,333.76,JOD
956383362-7,JAVA,1,1,0,2,487.58,USD
146417864-X,C++,2,2,1,0,248.63,Euro
579457260-4,C++,2,1,2,1,158.52,Euro
156781416-6,PYTHON,0,1,1,0,344.87,USD
377408341-X,c++,0,2,1,2,432.24,JOD
301070996-X,PYTHON,2,1,2,0,238.96,Euro
186380747-0,R,2,2,2,1,444.17,Euro
385282522-9,C++,1,1,0,0,142.80,USD
979784477-3,c++,0,1,1,0,442.22,USD
198424816-2,JAVA,1,,0,2,296.81,USD
259073027-6,c++,1,2,2,2,416.58,USD
373135471-3,R,2,2,2,1,118.70,USD
870168253-9,Python,2,2,1,0,473.15,Euro
405193689-9,PYTHON,0,2,0,1,289.71,Euro
813553322-5,PYTHON,1,1,2,1,288.88,Euro
869138142-6,PYTHON,1,0,1,2,455.97,JOD
253195718-9,C++,2,2,1,2,126.98,Euro
253869755-7,java,1,0,1,2,223.40,JOD
284705340-9,C++,0,0,2,2,329.02,JOD
490344260-8,JAVA,2,2,2,0,472.31,JOD
700999054-9,R,0,1,2,1,199.39,Euro
843510333-1,C++,2,2,1,2,332.84,JOD
656571168-2,R,2,1,2,2,435.92,Euro
844368524-7,Python,2,2,1,2,428.31,USD
780162374-6,R,2,0,2,0,187.97,JOD
469400514-6,PYTHON,0,2,1,2,232.11,USD
541263449-4,c++,0,1,1,1,193.14,USD
907249257-9,R,2,0,1,0,226.01,Euro
141117544-1,c++,1,0,1,2,433.55,Euro
337013662-7,C++,2,1,1,0,260.05,USD
253369517-3,R,1,2,1,0,372.83,JOD
317064949-3,C++,1,2,0,0,326.07,JOD
881788990-3,Python,0,1,0,2,363.37,Euro
006155405-7,java,1,1,0,1,369.76,Euro
318000275-1,Python,1,0,1,1,228.37,Euro
742196780-X,JAVA,2,2,0,2,273.01,USD
356373838-6,java,0,2,0,0,251.16,JOD
694640567-6,java,0,1,1,0,143.51,Euro
261817258-2,PYTHON,2,0,1,2,298.15,JOD
136431065-1,C++,1,1,1,2,292.28,JOD
078914313-5,C++,0,2,0,0,241.29,JOD
449772592-8,c++,0,,0,1,359.29,USD
749047998-3,C++,0,2,2,0,427.76,JOD
425833440-5,java,2,2,1,1,470.58,Euro
725158408-5,C++,1,2,2,2,379.93,JOD
607632255-1,c++,1,,2,2,295.14,JOD
615157113-4,C++,1,0,0,2,213.74,JOD
595448631-X,JAVA,0,2,2,1,405.26,JOD
731281103-5,R,2,1,1,1,232.87,Euro
047748467-0,c++,0,0,1,2,305.64,USD
950449165-0,c++,0,2,1,2,103.65,USD
355368613-8,JAVA,2,2,2,2,194.73,Euro
349968761-5,JAVA,0,1,2,2,258.13,Euro
390023618-6,c++,2,1,2,2,490.75,USD
690171553-6,C++,0,0,2,0,420.71,USD
047295543-8,Python,0,1,0,1,402.47,JOD
198064082-3,JAVA,1,2,1,0,206.21,USD
438150527-1,Python,0,1,1,2,171.18,Euro
272839209-9,Python,1,2,2,0,156.78,JOD
854360445-1,Python,0,2,1,0,231.49,JOD
739746658-3,Python,2,0,2,1,355.41,USD
831259417-5,R,0,1,2,2,109.40,USD
296568857-9,c++,2,0,2,0,479.77,Euro
567465795-5,JAVA,2,2,1,1,239.71,Euro
983991604-1,Python,2,2,1,2,242.30,JOD
873316898-9,java,0,2,0,2,102.03,USD
302149530-3,Python,1,2,0,0,365.61,Euro
834437514-2,Python,0,0,1,1,290.16,JOD
784397737-6,c++,2,1,1,2,101.53,JOD
250586707-0,c++,1,1,1,0,108.42,USD
959376280-9,JAVA,1,0,2,1,374.11,Euro
870590307-6,JAVA,2,1,2,0,220.21,Euro
256907016-5,java,1,2,1,0,259.97,Euro
853460267-0,Python,1,1,2,1,230.13,USD
284477598-5,PYTHON,1,1,0,1,299.72,JOD
716338742-3,java,2,1,1,2,297.68,JOD
523287052-1,PYTHON,0,1,0,2,408.88,Euro
191719660-1,JAVA,0,1,2,1,464.69,USD
111369978-7,java,2,1,2,0,287.64,USD
621773376-5,Python,2,2,2,1,492.75,USD
394279725-9,,0,2,0,1,375.83,USD
394468246-7,PYTHON,2,2,2,0,129.15,USD
502601719-3,Python,2,0,2,2,256.17,JOD
343413229-5,C++,1,2,1,0,460.07,JOD
609999424-6,C++,2,1,0,2,220.11,JOD
212637808-X,c++,2,0,0,1,210.55,Euro
663883236-0,JAVA,2,0,2,2,121.94,Euro
695588449-2,C++,1,0,0,1,165.39,Euro
961952649-X,Python,1,1,0,1,299.81,USD
992450393-7,c++,1,0,2,1,130.79,Euro
897832566-1,C++,1,0,0,1,167.93,USD
419421896-5,PYTHON,1,1,2,2,258.03,Euro
786468393-2,java,2,0,2,1,447.84,Euro
069862922-1,JAVA,2,1,1,0,335.28,Euro
062379264-8,C++,0,2,0,0,250.56,USD
882274284-2,PYTHON,2,2,1,2,131.55,USD
277842518-7,Python,1,1,0,2,490.72,JOD
086281719-6,C++,0,2,0,2,440.80,JOD
104586117-0,Python,0,2,2,1,328.41,JOD
350700810-6,PYTHON,1,2,2,2,168.20,JOD
929972643-4,PYTHON,1,0,2,0,367.27,JOD
455274972-2,C++,2,0,0,0,283.65,JOD
651951745-3,C++,2,1,1,0,121.98,Euro
863352909-2,JAVA,2,0,0,1,336.50,JOD
366959929-0,c++,2,1,1,1,482.39,Euro
223961910-4,PYTHON,1,0,0,1,308.51,JOD
983661194-0,R,1,1,1,0,101.40,USD
220092398-8,Python,0,2,2,0,255.63,Euro
425777554-8,PYTHON,0,1,1,1,319.40,USD
282235819-2,c++,0,1,0,0,403.97,Euro
495145822-5,C++,1,1,0,1,357.44,Euro
917087837-4,JAVA,0,0,2,2,197.14,USD
260155926-8,JAVA,0,1,0,2,206.74,JOD
276387919-5,C++,2,0,1,2,438.95,Euro
788035697-5,C++,1,1,2,0,158.80,JOD
461570222-1,java,2,0,1,0,358.28,Euro
837250366-4,Python,2,0,0,2,337.60,Euro
058398085-6,Python,0,0,1,0,403.35,USD
875631661-5,C++,2,2,2,0,334.88,JOD
299961489-6,PYTHON,1,1,0,0,267.28,Euro
909080247-9,c++,1,1,0,0,241.82,USD
499624793-2,Python,0,2,0,0,275.48,JOD
900017304-3,C++,1,1,0,0,348.53,JOD
492738707-0,c++,0,0,2,2,165.35,Euro
219928579-0,PYTHON,1,2,0,2,194.12,USD
997437584-3,java,2,0,2,0,425.61,Euro
492910681-8,C++,1,2,2,0,150.06,USD
663612666-3,JAVA,0,2,1,1,304.57,USD
636540455-7,JAVA,2,2,0,2,193.26,JOD
210760119-4,java,0,1,2,0,388.27,JOD
178911288-5,JAVA,1,2,0,0,459.70,Euro
001834943-9,R,0,1,2,2,251.45,USD
693337060-7,R,0,0,1,2,214.64,JOD
126319108-8,PYTHON,1,0,2,2,342.04,USD
175601048-X,R,1,1,1,2,163.29,Euro
317607268-6,R,0,1,0,2,343.01,JOD
726344065-2,C++,2,2,1,2,274.75,USD
292561454-X,PYTHON,0,1,2,0,136.11,JOD
451126081-8,PYTHON,1,2,1,0,441.86,JOD
860750974-8,Python,1,0,0,1,467.42,Euro
591447252-0,C++,0,2,0,1,264.23,Euro
484888610-4,PYTHON,0,2,2,1,262.63,JOD
210244237-3,c++,1,1,0,2,345.11,JOD
220646755-0,PYTHON,0,2,2,2,237.32,Euro
740702418-9,c++,1,0,1,1,289.20,JOD
515283597-5,R,0,2,1,1,342.95,USD
981825015-X,R,0,1,0,1,459.28,USD
911681391-X,C++,2,2,1,1,302.28,Euro
568704880-4,R,0,1,1,0,161.22,JOD
614216749-0,JAVA,2,0,0,0,234.36,JOD
693550768-5,PYTHON,0,1,1,1,197.16,JOD
607784403-9,C++,1,2,1,0,321.36,JOD
987607934-4,java,1,0,2,1,438.42,USD
260428172-4,R,0,1,2,0,420.29,USD
258774944-1,PYTHON,0,0,1,0,331.25,Euro
818273009-0,JAVA,2,0,2,1,341.29,JOD
146190720-9,PYTHON,0,0,2,2,211.84,Euro
093021429-3,c++,2,2,2,0,238.40,USD
193599171-X,java,0,,0,1,248.84,Euro
353117788-5,JAVA,0,2,2,1,143.64,Euro
382768961-9,c++,1,0,2,0,249.96,USD
037807700-7,C++,0,1,1,2,446.14,Euro
471132518-2,R,1,1,1,2,376.15,Euro
839309491-7,PYTHON,0,2,1,2,231.61,Euro
592603233-4,c++,1,2,2,2,301.59,USD
745650461-X,C++,1,0,1,2,377.40,Euro
256413451-3,C++,0,2,2,0,486.98,JOD
381329055-7,Python,1,0,0,0,318.53,JOD
347024247-X,Python,0,2,2,0,353.19,USD
114733778-0,Python,0,0,0,0,493.21,JOD
884998853-2,c++,1,1,2,0,429.14,Euro
147308512-8,PYTHON,2,2,2,1,244.97,USD
778672308-0,Python,2,1,1,0,222.84,USD
318096961-X,java,2,1,2,2,379.67,USD
033847633-4,C++,0,1,0,0,184.88,JOD
993647807-X,JAVA,2,1,2,1,260.42,Euro
650994696-3,PYTHON,0,1,0,0,216.65,Euro
744032459-5,c++,2,1,1,1,199.30,USD
579194824-7,C++,1,0,2,2,405.83,USD
658980348-X,C++,2,1,2,0,380.13,JOD
106938160-8,java,1,0,1,2,420.35,USD
043063387-4,java,2,2,0,2,299.58,USD
674121251-5,c++,1,1,1,1,134.90,Euro
570348723-4,JAVA,0,1,0,1,229.22,JOD
657745622-4,C++,0,0,2,2,370.31,Euro
754704980-X,C++,0,0,0,2,387.23,USD
071196050-X,R,0,0,0,0,167.36,Euro
196494407-4,R,2,0,0,1,157.72,JOD
411309787-9,java,2,0,0,2,412.52,USD
042992916-1,,0,1,0,0,329.02,USD
921778340-4,R,2,0,1,0,481.73,JOD
243085111-3,java,0,2,1,1,210.91,JOD
533193292-4,Python,1,0,2,0,470.91,USD
289892514-4,C++,0,0,0,0,271.56,JOD
138351473-9,PYTHON,2,1,1,1,263.95,Euro
660021351-5,PYTHON,1,2,1,0,446.59,Euro
976153543-6,java,0,0,0,1,177.80,USD
482749511-4,PYTHON,1,1,2,1,216.25,JOD
185008751-2,JAVA,2,2,2,0,234.69,Euro
258742490-9,Python,1,2,1,0,392.88,USD
035012330-6,C++,0,1,0,1,406.23,JOD
421554525-0,JAVA,2,2,2,1,202.72,Euro
133858539-8,Python,1,0,2,2,158.58,JOD
846726179-X,C++,2,2,1,2,108.23,Euro
584195691-4,JAVA,2,,0,0,118.05,USD
023626394-3,C++,1,0,1,1,418.99,USD
926330576-5,R,1,2,2,2,140.81,JOD
271627645-5,c++,1,1,2,0,320.93,USD
704226161-5,java,1,0,1,2,297.22,USD
924195999-1,R,1,0,0,2,397.42,JOD
838269941-3,JAVA,1,2,1,0,489.75,Euro
920551719-4,PYTHON,2,0,0,0,483.74,USD
981775402-2,C++,0,0,0,0,488.39,Euro
046822422-X,JAVA,0,2,1,2,249.41,USD
422902676-5,c++,2,0,0,2,315.02,Euro
442147880-6,PYTHON,2,0,1,2,157.60,Euro
610402268-5,JAVA,2,0,1,0,482.22,USD
126256388-7,C++,1,2,0,2,338.97,USD
353441462-4,C++,2,1,2,2,407.75,USD
053019744-8,JAVA,0,1,1,1,357.77,JOD
269936592-0,JAVA,1,0,0,2,389.03,USD
124768167-X,java,2,1,0,1,249.79,Euro
845143523-8,C++,2,0,0,1,490.83,JOD
667593005-2,C++,1,2,1,2,338.21,USD
209308754-5,java,1,1,2,2,260.99,Euro
293909635-X,PYTHON,0,0,1,2,427.91,Euro
715616794-4,c++,0,2,2,0,471.81,JOD
062318918-6,JAVA,2,1,0,0,490.94,JOD
183184305-6,JAVA,1,2,0,2,106.92,JOD
723298373-5,PYTHON,2,1,2,2,179.64,USD
347939831-6,PYTHON,0,1,1,1,434.09,JOD
005241370-5,c++,2,2,0,0,312.96,USD
717649990-X,java,2,2,1,1,388.70,USD
053571268-5,Python,2,0,1,1,338.02,USD
189967763-1,PYTHON,1,1,1,0,493.79,USD
597576296-0,java,1,1,0,2,245.12,USD
494958799-4,R,0,2,1,1,187.81,USD
867016097-8,Python,0,2,0,2,458.81,Euro
838212486-0,JAVA,1,0,2,0,122.39,USD
459097004-X,java,0,2,0,2,354.94,JOD
135802699-8,R,0,2,2,2,270.12,Euro
580989650-2,JAVA,2,2,0,0,460.47,USD
384208302-5,Python,1,1,2,1,495.35,Euro
937879926-4,R,1,1,1,1,323.78,JOD
296213010-0,JAVA,2,2,0,1,396.39,USD
965158728-8,R,1,,0,0,258.44,Euro
509603872-6,Python,1,0,2,0,200.37,Euro
862621986-5,R,0,,0,1,405.08,USD
187665770-7,R,1,2,2,2,115.35,Euro
892809907-2,JAVA,2,2,0,1,319.33,Euro
849597035-X,java,0,1,0,0,172.10,Euro
889935020-5,C++,0,1,0,2,367.87,USD
715492635-X,Python,2,,0,2,410.46,JOD
734961982-0,JAVA,0,0,0,2,492.73,JOD
970899308-5,C++,1,1,1,1,381.67,Euro
613243941-2,java,1,0,0,0,146.72,JOD
716511749-0,R,2,2,2,0,362.13,JOD
396792452-1,R,1,0,0,0,481.52,Euro
271544026-X,c++,1,2,1,2,363.00,USD
378436118-8,PYTHON,1,0,0,2,212.95,Euro
823339343-6,PYTHON,2,2,2,2,402.23,USD
408659374-2,PYTHON,2,1,2,0,238.24,Euro
355111041-7,C++,0,2,2,1,186.79,JOD
539957434-9,Python,2,1,1,2,155.34,USD
999650425-5,JAVA,1,0,1,2,349.18,USD
717436545-0,JAVA,1,2,0,1,386.03,JOD
287920467-4,PYTHON,1,0,0,1,102.64,USD
811885772-7,PYTHON,2,1,1,1,480.06,Euro
161781468-7,JAVA,1,1,1,2,430.45,JOD
261268688-6,R,2,0,1,1,491.46,USD
341851281-X,JAVA,2,0,0,1,332.97,USD
279092386-8,c++,2,2,2,0,173.75,JOD
659967531-X,,0,2,0,2,286.83,Euro
157763660-0,R,0,1,0,2,371.51,USD
678622899-2,PYTHON,2,0,2,0,100.54,USD
226508494-8,C++,1,0,0,2,174.45,USD
317664213-X,c++,0,0,2,0,133.22,USD
800460536-2,R,1,1,1,0,107.62,JOD
587597897-X,JAVA,0,0,0,2,232.51,USD
655689362-5,java,2,1,2,1,150.37,USD
998072844-2,c++,2,2,1,1,243.78,JOD
737955264-3,JAVA,2,0,2,2,477.77,Euro
138695853-0,java,1,2,1,1,458.97,USD
242403829-5,java,2,0,2,1,150.62,Euro
599759382-7,C++,2,1,2,2,226.49,JOD
034877701-9,PYTHON,2,0,1,1,103.48,JOD
069849516-0,R,1,0,0,2,252.76,JOD
113734921-2,c++,0,2,1,2,350.16,USD
668386507-8,c++,2,2,0,0,308.31,JOD
347649664-3,C++,0,2,0,0,458.07,Euro
860045620-7,java,1,0,0,2,228.35,USD
774059754-6,PYTHON,1,1,1,2,356.98,USD
516213178-4,Python,2,0,0,0,415.04,USD
652488700-X,Python,1,1,0,2,220.69,JOD
846415682-0,c++,2,2,1,0,187.29,USD
316956034-4,c++,2,2,0,0,233.04,JOD
249791505-9,Python,2,1,0,0,415.85,USD
094775666-3,Python,0,1,2,0,192.72,Euro
393604458-9,C++,0,1,2,1,273.34,USD
329709024-3,C++,1,1,2,0,313.04,Euro
550253321-2,Python,0,1,2,1,470.84,JOD
027159608-2,java,0,0,1,1,248.61,JOD
353459875-X,JAVA,2,2,0,2,283.55,Euro
892468772-7,Python,0,0,2,2,453.70,Euro
048527005-6,PYTHON,0,2,1,2,165.87,USD
900854956-5,c++,0,2,1,0,495.87,USD
087627325-8,,1,1,2,2,147.75,Euro
011324089-9,PYTHON,2,1,0,0,447.51,JOD
825881256-4,c++,2,0,0,1,407.34,USD
310952248-9,C++,0,0,0,2,226.65,USD
680742774-3,c++,1,1,0,0,400.18,JOD
649057773-9,JAVA,1,2,0,1,381.48,JOD
753751697-9,Python,0,0,1,1,164.88,JOD
518377728-4,JAVA,0,0,2,1,323.66,JOD
340070466-0,java,2,2,2,1,484.63,JOD
760776648-0,R,2,0,0,0,370.29,JOD
585397907-8,C++,2,1,0,2,479.59,Euro
023447379-7,C++,0,2,0,2,291.93,Euro
336382713-X,PYTHON,2,0,1,0,193.18,USD
956878996-0,PYTHON,0,0,2,1,188.99,JOD
381246085-8,C++,1,1,2,2,484.28,USD
710476018-0,JAVA,1,1,0,2,483.50,JOD
646093502-5,Python,2,1,1,0,450.30,USD
426009631-1,java,2,1,1,0,345.92,JOD
826380594-5,c++,1,2,0,1,452.90,JOD
059986070-7,java,1,2,1,1,471.64,USD
860890210-9,C++,1,0,1,0,157.41,USD
674099650-4,c++,0,2,0,0,117.05,Euro
908717765-8,java,2,1,1,2,317.78,JOD
453046282-X,PYTHON,1,2,1,1,218.84,USD
004839781-4,C++,0,1,2,2,459.66,JOD
563846987-7,java,0,0,0,2,430.93,USD
556829327-9,C++,2,2,1,2,333.51,USD
447642433-3,C++,1,2,1,0,174.48,USD
092561423-8,c++,1,1,2,1,164.09,JOD
812804203-3,JAVA,1,0,1,0,437.13,USD
640113718-5,JAVA,1,1,0,0,247.99,JOD
694452735-9,java,1,,2,1,314.62,USD
570684213-2,Python,1,2,2,1,316.33,JOD
193870916-0,c++,2,1,1,1,107.69,USD
302192608-8,PYTHON,2,2,2,0,245.34,JOD
649837995-2,c++,1,2,0,1,437.91,JOD
572287452-3,Python,0,2,1,2,105.67,Euro
790837724-6,java,0,1,1,0,452.08,JOD
983472542-6,c++,0,1,0,0,186.33,JOD
993633874-X,java,2,1,2,1,459.44,USD
366120595-1,R,1,0,1,1,220.61,JOD
934616479-4,PYTHON,1,0,1,2,112.90,USD
814204658-X,java,0,1,2,2,437.13,USD
011366542-3,c++,0,2,0,0,192.60,Euro
002871552-7,java,2,2,2,2,379.23,JOD
683204280-9,Python,2,1,2,2,124.19,JOD
182469975-1,java,1,2,1,2,286.56,JOD
456687618-7,c++,2,2,0,2,328.38,Euro
968747042-9,JAVA,0,1,2,2,141.40,JOD
788445329-0,java,0,0,2,1,443.84,USD
711285208-0,c++,1,1,2,2,226.49,JOD
313297322-X,c++,2,2,0,0,271.53,USD
887087701-9,R,1,0,1,1,128.26,Euro
517413567-4,java,0,1,1,0,299.15,USD
859799642-0,JAVA,1,2,2,1,241.17,Euro
583182011-4,C++,1,2,2,2,298.22,USD
814713003-1,c++,1,0,0,2,226.35,USD
452134820-3,c++,0,0,2,0,425.25,JOD
241943072-7,PYTHON,0,0,2,0,141.46,JOD
955696465-7,JAVA,1,2,2,0,290.63,USD
812446393-X,R,0,1,0,2,488.56,Euro
389771634-8,R,2,1,1,2,218.34,USD
743579909-2,c++,2,2,0,1,266.53,JOD
822010559-3,JAVA,1,0,2,0,458.74,JOD
963829425-6,R,0,1,0,2,382.42,JOD
082917559-8,JAVA,2,1,2,1,400.01,USD
289870416-4,R,1,0,2,1,195.86,JOD
832016484-2,C++,1,0,0,0,146.83,USD
144518340-4,PYTHON,0,1,2,0,453.60,JOD
718654793-1,c++,2,2,0,1,406.27,Euro
552847522-8,java,2,0,1,1,192.90,USD
921251072-8,PYTHON,1,2,1,0,183.61,JOD
999418938-7,C++,2,2,1,2,208.97,USD
875640959-1,JAVA,1,1,2,0,413.23,JOD
938975439-9,Python,1,2,0,2,128.06,Euro
007860526-1,JAVA,2,2,2,0,210.71,USD
890234087-2,PYTHON,1,1,2,1,390.81,Euro
453676584-0,JAVA,0,0,2,0,384.51,USD
447140365-6,R,0,0,1,2,301.41,Euro
441100812-2,java,0,0,2,2,394.85,USD
721151531-7,java,2,2,0,1,185.88,Euro
878164649-6,Python,2,2,2,1,310.55,USD
977557386-6,java,0,2,0,2,331.47,JOD
275629504-3,c++,0,1,0,0,327.58,USD
993773155-0,R,0,1,1,1,389.04,JOD
569515353-0,C++,1,0,0,0,435.32,Euro
792091854-5,C++,0,1,0,0,242.35,Euro
396073388-7,c++,2,0,0,1,147.12,Euro
752162173-5,Python,0,2,1,1,387.87,Euro
003881966-X,Python,1,2,1,0,227.60,Euro
742619079-X,PYTHON,0,2,2,1,412.56,JOD
687115272-5,PYTHON,2,2,1,2,248.59,Euro
288902987-5,R,0,2,2,2,244.60,USD
890076995-2,C++,0,0,0,1,183.45,JOD
430807373-1,java,0,0,1,0,399.68,JOD
385619990-X,c++,2,1,1,0,255.01,Euro
647082445-5,R,1,2,2,2,472.56,Euro
054703417-2,java,2,2,0,1,409.72,USD
520014838-3,c++,1,,0,2,231.21,JOD
127092990-9,PYTHON,1,0,0,1,384.16,Euro
629381181-X,PYTHON,0,1,2,0,220.70,Euro
505198575-0,c++,0,1,0,1,237.83,Euro
795938925-X,java,2,1,2,2,457.38,JOD
142054625-2,Python,2,0,2,1,465.17,JOD
