Project_ID,ProgrammingLanguage,Employee1,Employee2,Employee-3,Employee-4,Award,Currency
594348898-7,JAVA,2,0,1,1,327.25,Euro
512578110-X,c++,2,0,0,1,179.27,euro
275169319-9,python,0,1,0,2,171.54,JOD
592964299-0,,1,1,1,0,247.37,USD
321507214-9,PYTHON,1,2,0,0,129.95,euro
982918240-1,r,0,1,0,0,228.53,JOD
494449624-9,r,0,2,0,0,382.08,USD
244894913-1,PYTHON,2,0,1,0,489.35,USD
089168264-3,Python,2,0,0,2,445.73,Euro
037548747-6,PYTHON,2,0,0,0,237.91,JOD
070492682-2,r,1,2,1,0,220.33,Euro
729302854-7,R,2,1,0,0,231.34,Euro
599828895-5,R,1,2,1,1,373.74,JOD
442672268-3,r,0,0,2,0,352.23,Euro
487343512-9,R,1,0,0,1,103.37,USD
597869853-8,,1,2,2,1,499.51,USD
561227272-3,c++,2,0,1,2,234.76,Dollar
851420736-9,r,1,2,1,2,196.48,Euro
956948326-1,JAVA,2,1,1,1,403.72,jod
595800707-6,java,1,1,1,0,460.28,Euro
264723545-7,Python,0,1,0,2,128.42,euro
443880771-9,c++,2,0,1,2,120.90,euro
147822530-0,C++,0,2,0,1,399.47,Dollar
361878773-1,PYTHON,2,0,2,0,351.10,euro
994403020-1,JAVA,1,2,2,1,346.18,USD
567001025-6,r,1,1,0,2,376.95,Dollar
306054028-4,python,0,2,0,1,127.99,JOD
134139366-6,PYTHON,2,2,1,0,451.29,Dollar
045907505-5,python,0,1,0,0,402.81,USD
503070554-6,c++,0,1,2,2,488.48,jod
183224752-X,C++,0,0,2,1,424.47,USD
544472223-2,r,1,1,0,0,109.08,USD
895126828-4,C++,2,1,0,0,248.14,jod
635144665-1,c++,1,1,1,1,414.27,Dollar
023635197-4,java,2,2,2,2,164.83,Dollar
193763781-6,R,2,1,0,1,465.39,jod
454202356-7,r,2,1,2,1,178.71,Dollar
582626158-7,R,1,0,0,0,496.66,Euro
020314955-6,c++,0,0,2,2,350.02,Euro
575992061-8,c++,2,0,0,1,392.98,Dollar
834104950-3,,1,1,1,0,182.86,jod
299601938-5,JAVA,2,2,0,1,408.21,Dollar
179984262-2,Python,0,1,0,0,167.70,euro
605375023-9,c++,0,2,0,1,419.35,Dollar
761030717-3,Python,2,0,2,2,453.43,USD
672916864-1,java,2,1,1,2,213.55,Dollar
554519600-5,java,1,1,1,2,406.37,JOD
321323931-3,C++,0,2,2,0,218.49,jod
346658840-5,r,1,1,0,0,204.33,Euro
428298082-6,JAVA,2,2,2,0,462.60,Dollar
444548539-X,java,1,2,1,2,314.83,jod
860002674-1,C++,0,2,2,1,309.98,jod
828206145-X,PYTHON,1,2,1,2,496.78,JOD
696528479-X,r,2,1,0,0,361.10,USD
036505951-X,Python,1,1,2,0,402.93,USD
417444162-6,python,2,1,0,0,377.68,Euro
776690375-X,C++,1,0,1,2,479.96,JOD
136972609-0,python,0,2,1,1,278.74,USD
941966263-2,r,2,0,1,1,181.44,Euro
720206981-4,java,0,0,0,0,332.38,JOD
042786128-4,java,1,1,1,0,272.29,euro
759528632-8,C++,0,2,2,0,288.92,USD
122921884-X,R,1,1,0,2,328.32,euro
105310972-5,java,1,2,2,0,459.81,JOD
196202552-7,java,0,1,0,1,285.99,USD
283955450-X,PYTHON,1,2,0,2,470.32,Euro
897701314-3,python,0,0,0,1,207.77,euro
261201676-7,java,2,0,0,1,497.09,JOD
600148093-1,JAVA,1,0,0,2,159.06,euro
917397681-4,C++,2,2,1,2,106.84,Euro
885079980-2,PYTHON,1,1,1,1,127.94,Dollar
778476325-5,Python,0,2,0,2,240.31,Euro
386102710-0,PYTHON,1,1,2,2,479.35,euro
633356005-7,C++,0,2,0,0,169.67,USD
658758588-4,python,2,2,1,1,482.66,jod
363410500-3,c++,1,1,1,0,220.70,euro
333344495-X,python,0,2,2,2,143.97,USD
338957427-1,JAVA,1,1,1,1,247.61,Euro
504800100-1,R,0,1,0,1,390.79,euro
881080725-1,PYTHON,0,0,2,0,351.38,Euro
045109092-6,r,1,2,1,1,442.38,jod
334079262-3,r,0,2,0,2,137.64,jod
408948897-4,JAVA,0,1,0,2,325.22,jod
096903230-7,R,2,2,2,0,207.74,euro
715339254-8,python,1,0,2,1,135.37,euro
858664406-4,Python,0,0,1,0,250.66,USD
817663883-8,JAVA,2,0,0,0,217.31,Euro
388717146-2,java,2,0,0,0,469.77,Euro
185847913-4,C++,0,2,1,2,234.23,jod
884159251-6,c++,2,0,0,1,194.81,euro
054470624-2,Python,0,1,2,0,107.24,Dollar
482878780-1,c++,2,2,2,1,459.40,USD
854453884-3,Python,2,0,1,0,125.44,jod
318356150-6,c++,1,0,0,1,284.26,jod
632476379-X,R,0,0,2,0,242.89,USD
426581996-6,C++,2,1,0,0,259.41,jod
020165856-9,PYTHON,0,0,2,1,162.88,USD
360549611-3,R,2,1,2,0,373.00,euro
878112920-3,r,0,1,1,0,158.27,jod
653150985-6,JAVA,0,2,2,2,355.81,Euro
373931139-8,Python,0,0,1,1,115.89,USD
828330429-1,PYTHON,0,0,1,0,383.90,USD
189265203-X,java,1,1,2,2,488.44,euro
207860179-9,JAVA,2,2,2,2,162.22,Dollar
196953866-X,c++,1,1,2,2,479.46,JOD
568460573-7,java,0,2,1,0,127.82,Dollar
317452505-5,R,1,0,2,1,196.53,Euro
685117083-3,PYTHON,1,1,0,2,374.27,euro
701000404-8,c++,2,0,1,2,321.86,jod
684166936-3,c++,1,0,0,0,322.97,jod
361600177-3,JAVA,1,2,2,0,456.59,USD
451656417-3,JAVA,0,1,0,1,255.63,JOD
949245888-8,R,0,0,2,1,356.22,Euro
762049581-9,r,2,2,2,2,175.55,Euro
728509302-5,java,1,0,0,0,397.23,Dollar
875480056-0,R,0,0,1,1,280.94,Euro
320984731-2,c++,2,1,1,0,158.55,USD
235326550-2,PYTHON,2,1,1,2,149.67,JOD
000826500-3,java,1,1,1,0,158.59,euro
552238242-2,Python,2,0,0,1,176.66,JOD
382453144-5,,2,1,1,0,450.74,jod
307233458-7,python,2,2,0,1,192.24,jod
984947573-0,R,2,1,0,1,382.90,USD
269309242-6,python,2,0,0,2,378.28,Euro
226307874-6,C++,1,0,2,2,136.54,euro
808746538-5,r,1,1,2,0,121.79,USD
024751173-0,C++,2,2,0,0,265.74,JOD
294781724-9,JAVA,0,2,1,0,286.30,Dollar
815381626-8,PYTHON,1,0,1,0,187.73,jod
628730686-6,C++,2,2,1,0,237.29,Dollar
712105671-2,PYTHON,0,0,1,1,468.61,jod
989684460-7,R,0,0,1,1,151.71,JOD
241107899-4,java,2,2,1,0,196.20,Dollar
126074674-7,Python,0,0,0,1,259.23,Euro
506342850-9,PYTHON,0,1,0,2,290.51,USD
350262807-6,PYTHON,1,2,1,2,480.85,Dollar
974106774-7,R,1,0,2,2,258.34,euro
820293497-4,C++,1,1,2,0,445.60,Euro
637260031-5,c++,1,2,2,0,457.97,Dollar
767087076-1,Python,1,2,0,2,346.26,euro
460953305-7,r,0,1,1,0,451.59,euro
093121009-7,Python,2,0,0,1,413.16,USD
933393294-1,PYTHON,2,1,0,2,429.76,USD
176389519-X,JAVA,1,2,0,2,448.07,Dollar
071550150-X,Python,0,0,1,2,221.83,Dollar
373791165-7,java,0,1,1,2,418.78,USD
242379093-7,c++,2,0,2,0,360.75,Euro
836446642-9,JAVA,0,2,0,2,199.82,euro
241235505-3,C++,2,0,0,1,398.10,jod
592691832-4,C++,0,0,0,2,292.06,euro
104524033-8,C++,2,2,2,1,118.33,USD
309118758-6,Python,0,2,2,2,110.65,Dollar
386416572-5,R,0,1,0,0,341.03,jod
057993943-X,C++,0,1,0,1,159.15,jod
652915068-4,JAVA,0,1,2,1,159.58,Dollar
830611304-7,c++,1,1,2,2,221.99,Euro
063410880-8,PYTHON,0,0,0,0,376.32,euro
760100873-8,java,0,0,1,1,251.20,euro
264374184-6,Python,0,2,2,1,418.44,jod
293516126-2,r,0,0,0,1,180.41,USD
692863922-9,java,2,0,0,2,113.47,Dollar
645305161-3,python,0,2,2,1,174.93,Euro
353826816-9,c++,0,1,1,2,169.09,euro
413920548-2,python,2,2,1,2,123.98,Euro
798909990-X,JAVA,1,1,1,2,295.12,Dollar
720083092-5,PYTHON,0,0,0,1,362.24,Dollar
987218581-6,PYTHON,1,2,0,1,243.02,euro
443761339-2,C++,2,1,0,1,421.06,euro
310652131-7,R,2,2,1,1,249.95,JOD
257386190-2,python,0,0,1,2,263.65,Euro
023132467-7,JAVA,1,1,1,1,106.79,JOD
392854797-6,c++,2,2,0,1,467.94,Euro
726299386-0,r,2,0,1,1,363.92,USD
235415181-0,JAVA,2,1,0,1,248.32,Dollar
359925404-4,C++,2,0,1,1,381.02,USD
172969840-9,c++,2,0,1,2,438.46,euro
612338161-X,R,2,0,1,2,349.31,jod
213059739-4,PYTHON,2,2,1,2,316.62,USD
734832569-6,R,1,1,1,1,214.46,Euro
103032389-5,Python,1,0,2,1,300.32,USD
737179285-8,java,1,1,0,2,491.36,USD
357607862-2,r,0,1,0,0,133.72,JOD
743287357-7,PYTHON,0,1,2,2,456.24,Dollar
102496791-3,R,0,1,2,2,257.58,euro
829155851-5,Python,2,0,1,1,188.36,JOD
685000791-2,R,1,0,0,1,336.44,jod
864594642-4,python,1,1,2,2,359.35,Euro
507633887-2,JAVA,2,2,0,1,468.79,USD
512067854-8,Python,0,0,0,0,288.51,Dollar
059337288-3,r,1,0,1,2,475.61,Euro
030303692-3,python,2,0,1,1,439.34,JOD
330253425-6,C++,0,0,0,0,468.47,jod
313467223-5,python,0,1,1,2,350.54,jod
805511806-X,python,1,2,1,1,145.31,JOD
715351985-8,python,2,1,2,1,385.83,jod
701138206-2,JAVA,0,2,1,0,124.60,jod
453644553-6,java,1,1,0,0,273.43,USD
104211359-9,C++,2,0,2,2,173.35,Euro
992951302-7,,2,1,0,2,167.74,Dollar
416695598-5,r,2,1,2,0,390.31,JOD
608076723-6,java,2,1,2,1,263.47,Euro
984812625-2,PYTHON,2,2,2,1,442.79,Dollar
329551900-5,JAVA,2,2,2,0,408.38,Euro
812318654-1,R,2,2,1,1,361.97,jod
515514521-X,PYTHON,1,1,0,1,349.45,JOD
175280831-2,JAVA,2,2,1,0,430.03,JOD
292441705-8,r,2,1,1,1,398.01,jod
943331002-0,,2,0,1,1,321.76,JOD
032839476-9,JAVA,1,1,2,2,313.81,Dollar
798456275-X,C++,2,1,1,0,397.82,JOD
657309717-3,c++,2,1,2,2,188.44,JOD
128074637-8,C++,1,2,1,2,170.60,JOD
239605439-2,C++,1,2,2,2,307.99,jod
131701503-7,python,1,2,1,1,361.41,euro
165246945-1,C++,2,2,2,1,489.50,Dollar
227134846-3,JAVA,0,2,2,2,437.83,Euro
912921653-2,PYTHON,0,1,0,1,428.68,Euro
968444724-8,JAVA,0,0,1,1,134.17,euro
094871090-X,PYTHON,1,1,2,1,268.29,USD
642497399-0,C++,1,2,0,0,384.13,USD
402430475-5,,0,0,0,1,131.73,jod
151757862-0,Python,1,2,2,0,263.43,Dollar
505733752-1,python,0,0,1,0,483.67,JOD
831351253-9,Python,1,0,0,1,361.67,Dollar
939435233-3,C++,2,0,1,0,345.24,USD
347164103-3,R,0,2,1,0,459.81,USD
641334454-7,r,0,0,2,0,327.80,Euro
093506131-2,java,2,2,2,1,213.72,Euro
171421997-6,c++,0,1,1,1,412.96,Euro
472487449-X,R,0,1,0,0,415.93,Dollar
429580897-0,Python,0,0,1,1,389.19,JOD
697399706-6,C++,0,1,1,1,295.56,USD
393669254-8,c++,2,0,2,2,440.39,USD
857673359-5,r,2,0,2,2,334.33,jod
787559428-6,JAVA,0,0,2,1,433.17,Dollar
382182962-1,r,0,1,0,0,116.76,jod
147074685-9,C++,0,2,1,0,164.09,euro
235774235-6,c++,0,1,1,2,149.58,Euro
704684518-2,C++,1,2,1,1,320.36,USD
166892977-5,c++,2,0,2,0,465.79,JOD
625808026-X,R,0,0,2,0,299.10,JOD
516679573-3,java,0,2,1,2,266.82,jod
288574849-4,c++,1,0,1,2,233.22,USD
190656006-4,C++,1,0,2,0,366.96,euro
421447367-1,JAVA,1,1,1,2,176.89,Euro
887726974-X,r,1,1,1,1,158.88,euro
640946122-4,C++,2,2,1,2,140.76,jod
680479715-9,JAVA,1,0,1,1,316.29,jod
093800645-2,R,1,0,0,0,453.11,JOD
509648993-0,python,0,2,0,0,438.00,USD
171275900-0,java,2,2,2,2,366.06,jod
812395224-4,Python,2,0,0,2,126.04,jod
510475739-0,R,0,0,2,0,156.41,euro
771842885-0,r,2,1,0,1,312.88,Euro
959420358-7,JAVA,0,1,1,2,308.94,JOD
197459263-4,JAVA,1,2,0,1,119.66,Dollar
413630117-0,R,2,0,2,2,275.53,Euro
719744879-4,R,1,2,2,0,297.26,USD
075506925-0,R,2,1,0,2,103.47,euro
419250759-5,r,0,0,1,1,479.85,JOD
807084641-0,r,0,0,2,1,465.99,jod
430420745-8,r,0,0,1,2,177.05,euro
687953602-6,PYTHON,0,1,0,1,495.54,Dollar
867997797-7,java,2,0,1,1,142.47,JOD
399351078-X,C++,2,0,1,0,473.91,USD
277517772-7,PYTHON,0,0,0,1,448.29,euro
820004336-3,PYTHON,2,2,1,0,350.02,euro
389846716-3,python,0,1,0,2,412.56,euro
674702405-2,python,2,1,1,0,474.29,Euro
497755119-2,java,2,0,1,1,366.46,jod
469933292-7,PYTHON,0,1,0,2,439.86,jod
284257713-2,c++,0,2,1,1,380.18,jod
431461412-9,R,2,0,0,2,338.60,Euro
915910682-4,R,1,1,1,1,104.97,JOD
566902481-8,r,1,0,0,2,113.16,Dollar
721310080-7,C++,2,2,2,1,463.25,USD
695136009-X,R,1,0,0,1,474.52,Dollar
868170685-3,java,1,0,2,2,338.86,Dollar
160782401-9,PYTHON,1,1,0,2,357.53,jod
453308941-0,R,0,2,1,1,228.95,jod
623291109-1,java,0,0,2,0,252.91,jod
723465734-7,,1,0,1,1,326.00,Euro
142677677-2,java,0,2,1,2,126.77,Euro
766202587-X,java,2,0,1,0,356.21,Dollar
982440503-8,R,0,2,1,2,227.93,euro
643498289-5,python,0,0,1,1,145.46,euro
727540910-0,,1,2,0,1,292.72,euro
662331015-0,R,0,0,1,1,133.53,jod
693789629-8,R,0,2,0,1,387.52,Dollar
967939313-5,,1,1,2,2,345.14,Dollar
478966747-2,PYTHON,0,1,1,1,326.61,euro
688594472-6,c++,0,0,1,2,265.79,USD
982344474-9,c++,0,0,0,1,351.05,euro
429853431-6,r,2,0,0,2,468.04,Dollar
696627838-6,r,1,0,2,2,434.60,USD
923445143-0,python,1,1,1,2,412.92,euro
580827150-9,r,1,0,1,0,102.41,Dollar
241554998-3,R,0,0,2,0,199.79,euro
256538976-0,PYTHON,1,2,0,2,110.67,USD
588303095-5,JAVA,0,0,2,0,173.63,JOD
401836575-6,R,0,0,2,0,127.97,jod
967364000-9,python,0,0,0,2,433.63,JOD
216459655-2,r,2,1,1,0,155.48,jod
504482272-8,JAVA,2,0,2,0,426.81,jod
500266543-8,C++,0,1,0,0,299.55,Dollar
314347252-9,python,2,1,0,2,121.06,USD
893404589-2,Python,1,1,2,1,490.18,jod
441402451-X,c++,2,1,2,2,111.37,euro
430188587-0,R,1,1,1,2,309.78,Euro
241445898-4,JAVA,2,2,1,2,413.49,JOD
281721521-4,JAVA,2,1,0,0,383.40,JOD
251256691-9,PYTHON,0,2,2,0,469.33,euro
754739269-5,R,0,1,1,1,460.84,USD
191905692-0,R,1,0,0,2,363.13,Dollar
437894154-6,java,0,1,0,0,452.18,Euro
153958818-1,C++,1,2,1,2,112.85,JOD
135207748-5,C++,1,1,2,2,386.28,USD
888395956-6,c++,0,1,2,1,366.09,Euro
749229562-6,r,1,1,1,1,286.71,jod
348636045-0,PYTHON,0,1,0,0,459.43,Dollar
082108173-X,c++,1,1,2,0,326.44,USD
066102534-9,R,1,0,0,0,199.99,euro
401879740-0,Python,2,0,2,1,375.72,JOD
773496549-0,Python,0,2,0,0,151.46,JOD
731803590-8,c++,0,2,1,0,354.88,JOD
363980713-8,r,2,0,0,0,478.35,euro
157560180-X,python,1,1,0,0,232.58,JOD
265330786-3,Python,2,2,2,0,327.46,JOD
257744827-9,java,0,0,2,0,366.64,USD
019396372-8,JAVA,1,0,2,0,191.15,USD
179427139-2,JAVA,1,1,1,1,447.42,USD
433450437-X,C++,1,0,1,1,456.91,jod
585835326-6,r,2,2,0,2,443.58,jod
289228113-X,C++,2,2,0,0,243.89,jod
229388961-0,R,2,1,0,0,394.82,jod
615036571-9,c++,2,2,0,0,492.48,Dollar
916452557-0,r,2,2,1,2,296.24,Dollar
366292929-5,PYTHON,1,1,2,2,128.45,Dollar
878342009-6,python,1,0,1,1,350.59,USD
818018798-5,PYTHON,1,1,2,0,358.95,JOD
852119111-1,Python,0,0,2,1,383.10,USD
023359312-8,java,0,0,0,1,282.36,jod
496267317-3,R,0,1,0,2,465.42,euro
347983661-5,C++,0,2,1,0,354.68,JOD
726271041-9,python,0,2,2,2,274.43,USD
176979923-0,JAVA,1,2,2,1,139.87,Euro
091349425-9,,1,0,1,2,106.34,Euro
772312033-8,c++,2,2,1,1,431.39,euro
302870710-1,Python,2,2,1,2,127.79,JOD
857603089-6,r,2,0,0,2,218.80,euro
789693158-3,Python,1,2,0,2,240.88,Dollar
722705976-6,Python,1,2,0,0,211.08,Euro
264993586-3,C++,2,1,0,0,459.14,Euro
509221719-7,java,0,1,2,2,391.87,euro
952487129-7,C++,1,2,0,2,404.99,Euro
667502522-8,python,0,2,1,2,293.73,jod
839810808-8,python,0,0,2,2,111.84,euro
143504840-7,JAVA,2,0,0,1,493.65,Euro
188627142-9,PYTHON,0,1,1,1,241.35,JOD
667147287-4,PYTHON,2,1,2,2,313.43,euro
493206400-4,R,1,2,1,2,498.47,Dollar
108077811-X,python,0,2,0,2,361.80,euro
319676564-4,JAVA,1,0,1,1,271.60,jod
249058855-9,Python,2,0,0,2,429.80,JOD
782894270-2,PYTHON,0,2,1,2,103.73,jod
669130891-3,python,2,1,2,2,118.59,jod
533389058-7,PYTHON,0,1,2,0,322.10,jod
267699575-8,,1,1,0,0,412.07,USD
875844482-3,JAVA,0,0,0,2,202.71,USD
774763996-1,JAVA,1,1,0,1,306.57,jod
021076296-9,JAVA,2,0,0,1,463.51,Dollar
407326718-3,PYTHON,1,2,1,2,215.23,JOD
678805652-8,python,0,1,1,1,372.89,JOD
235807776-3,c++,0,2,1,0,139.65,USD
207949661-1,c++,2,1,1,1,176.67,jod
874781012-2,PYTHON,0,2,0,1,396.42,USD
991475619-0,JAVA,2,1,0,1,453.20,USD
833322290-0,python,1,0,0,0,176.94,euro
040771925-3,r,1,2,0,0,361.37,USD
385288204-4,c++,2,2,1,1,273.15,JOD
835361832-X,R,2,2,1,2,487.56,jod
884613962-3,,1,0,0,0,482.93,jod
714736346-9,c++,0,2,2,1,204.91,euro
940416630-8,c++,2,0,2,1,316.76,JOD
505741020-2,Python,1,2,1,2,460.30,euro
603201382-0,JAVA,2,1,0,2,180.68,USD
038519537-0,R,2,0,2,0,327.21,JOD
009061383-X,C++,1,1,1,2,211.25,JOD
581817931-1,JAVA,2,2,0,1,485.77,JOD
500516695-5,python,0,1,2,1,310.93,jod
013968062-4,java,1,1,2,2,292.60,jod
230258155-5,python,0,2,0,2,279.12,USD
587895426-5,python,2,1,1,0,189.40,JOD
115941736-9,C++,1,0,2,0,352.46,euro
776630688-3,PYTHON,1,1,1,0,224.73,JOD
934554182-9,Python,0,0,2,0,130.83,euro
058909336-3,Python,0,0,0,1,248.45,Dollar
143528131-4,JAVA,1,1,0,2,447.45,USD
927521814-5,,2,2,0,1,197.10,Euro
718063732-7,JAVA,0,0,2,2,360.75,JOD
201204170-1,JAVA,1,1,2,2,374.85,Euro
452537496-9,PYTHON,2,0,0,0,284.96,USD
496095906-1,Python,1,2,1,0,233.64,Euro
052747542-4,c++,1,0,2,2,174.18,jod
665035962-9,r,2,0,1,1,303.13,euro
401631804-1,python,0,0,2,1,228.14,jod
308481646-8,python,1,1,1,2,183.99,euro
723407112-1,,2,0,1,0,380.51,Dollar
924092956-8,java,1,1,2,1,304.03,euro
946671351-5,python,0,1,0,2,299.08,Euro
682905967-4,C++,0,2,2,2,241.19,JOD
747286172-3,c++,0,1,1,1,435.23,USD
635992669-5,PYTHON,1,1,1,1,217.75,JOD
174552232-8,c++,0,0,0,0,163.09,Euro
658922022-0,,0,0,2,2,479.76,JOD
441729254-X,C++,2,0,0,1,399.54,JOD
628859613-2,PYTHON,0,2,0,1,301.22,Dollar
078592167-2,java,2,1,0,2,224.14,Dollar
098065518-8,python,0,2,0,2,382.48,JOD
847642002-1,R,1,2,1,2,448.98,USD
071092063-6,java,1,2,0,2,183.47,USD
048085212-X,R,2,2,2,0,432.08,USD
603929212-1,java,2,0,2,2,121.62,USD
579154209-7,python,0,1,1,2,386.68,JOD
864977955-7,JAVA,0,2,0,0,262.40,euro
198785708-9,C++,2,0,2,0,382.60,Euro
969004473-7,r,1,1,1,2,272.50,euro
586729369-6,python,0,2,0,1,285.20,Dollar
386332923-6,JAVA,0,0,1,1,362.70,Dollar
851966095-9,python,1,0,0,1,203.51,Euro
609192487-7,JAVA,2,0,2,2,435.36,Dollar
554998303-6,R,0,1,1,0,247.43,Dollar
131351714-3,,0,1,1,1,184.87,JOD
895767838-7,R,1,1,1,1,254.86,JOD
286296142-6,java,2,2,2,1,221.21,euro
370577539-1,c++,2,0,0,0,424.95,USD
959468066-0,r,2,1,0,2,249.59,Dollar
825972489-8,JAVA,1,2,0,1,126.66,JOD
800805445-X,r,2,2,1,0,466.32,Dollar
534028130-2,Python,1,2,1,0,192.54,jod
706891744-5,C++,1,0,2,1,356.48,JOD
928263222-9,Python,2,2,2,1,290.49,USD
714130287-5,c++,0,1,2,2,250.39,Dollar
207920836-5,python,2,1,2,0,315.37,jod
523031029-4,r,1,1,0,0,417.73,JOD
417630318-2,c++,1,1,1,2,202.33,USD
599577903-6,c++,0,2,1,1,381.86,jod
486249421-8,r,0,2,2,2,392.91,jod
038983492-0,,0,1,0,1,417.22,Dollar
567825587-8,c++,2,2,0,1,420.97,Euro
830364774-1,java,1,0,2,0,176.14,Euro
305362952-6,R,1,1,2,1,105.15,euro
413217233-3,R,0,2,0,2,477.70,Euro
637335522-5,python,1,0,1,0,337.79,jod
995634020-0,python,2,2,0,2,139.30,Dollar
896906932-1,r,2,0,0,1,273.00,euro
517531745-8,C++,2,0,0,0,190.32,jod
304707685-5,,1,1,0,2,489.00,euro
441928215-0,Python,0,2,1,0,156.06,Euro
581965889-2,C++,2,0,1,0,277.94,JOD
299345609-1,PYTHON,1,0,1,0,285.62,euro
740713140-6,JAVA,0,1,0,2,171.16,JOD
776440982-0,python,0,1,2,1,439.60,Dollar
726479587-X,Python,1,2,1,0,249.45,Dollar
757241056-1,R,0,0,0,0,410.49,Euro
368672725-0,c++,1,0,1,2,220.13,JOD
055172956-2,r,1,2,2,1,199.90,Euro
375158006-9,R,1,2,2,1,369.94,euro
364038257-9,c++,1,1,2,2,115.91,USD
633453135-2,python,0,0,1,1,451.39,USD
192092004-8,c++,2,1,1,1,432.92,Euro
581101482-1,PYTHON,1,1,0,0,425.03,jod
782812163-6,python,1,2,0,1,467.90,Dollar
128798177-1,JAVA,0,0,2,1,194.86,euro
751876129-7,java,0,2,2,2,223.73,Euro
671493324-X,JAVA,0,2,0,1,130.32,JOD
111731390-5,c++,2,0,1,0,151.88,Euro
635638157-4,c++,1,1,1,2,323.04,Euro
785211188-2,PYTHON,1,0,0,0,466.44,Euro
537711046-3,,0,1,1,0,415.09,JOD
168135943-X,python,2,1,1,2,368.51,jod
894832217-6,,0,0,2,1,269.02,euro
349434501-5,Python,1,2,2,1,329.06,Euro
598214601-3,python,0,2,2,0,111.45,euro
764115807-2,c++,2,0,2,1,157.67,JOD
179953309-3,,1,0,1,1,418.18,JOD
858653341-6,Python,1,0,2,0,133.07,JOD
177251260-5,C++,2,0,0,1,128.78,Dollar
125904472-6,c++,2,0,1,0,378.78,JOD
126880658-7,,1,0,1,1,114.98,USD
429116193-X,C++,2,1,2,0,152.44,euro
