Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
734849916-3,zaqra,2,0,0,1,42065.92,USD
046588320-6,A'zarqa,1,2,2,1,48560.83,USD
167733416-9,zaqra,0,2,1,1,41003.35,JOD
943325565-8,Capital City,2,0,1,0,28896.20,USD
774788832-5,Capital City,2,2,1,1,52187.67,USD
021062119-2,Zarqa,1,0,2,1,36279.40,USD
787164427-0,Zarqa,1,2,2,0,40413.37,JOD
428593024-2,zaqra,1,0,0,1,13766.46,USD
687779059-6,,1,0,0,2,33039.20,JOD
556657757-1,Capital City,2,0,1,2,35484.92,JOD
875349899-2,Capital City,1,1,0,1,22108.45,JOD
431955324-1,zaqra,1,0,1,2,47219.94,JOD
634493379-8,amman,0,2,1,2,19807.49,USD
549289648-2,Amman,2,2,1,2,29458.18,USD
993746039-5,Capital City,2,0,1,1,15557.57,JOD
792367993-2,Amman,1,1,1,1,50180.83,USD
434924521-9,A'zarqa,0,1,2,1,20273.63,JOD
283109359-7,Amman,1,1,0,0,27308.01,JOD
379528872-X,amman,2,0,0,1,34940.33,JOD
295510435-3,zaqra,1,1,1,1,48769.54,JOD
101875497-0,A'zarqa,0,1,2,2,39612.05,USD
651329660-9,zaqra,2,0,1,0,32262.69,JOD
687745888-5,amman,2,0,1,1,44533.40,USD
010746516-7,amman,0,2,2,1,42074.98,JOD
912915892-3,Amman,2,2,0,2,15874.87,JOD
365639252-8,Zarqa,0,2,0,1,27479.13,USD
842408888-3,A'zarqa,1,1,1,1,18004.19,USD
943507762-5,zaqra,2,0,2,0,23412.72,USD
385214151-6,A'zarqa,2,2,2,1,43828.07,JOD
564511513-9,A'zarqa,1,0,0,0,23186.39,USD
602457341-3,Zarqa,0,1,2,2,52665.14,USD
341125999-X,amman,1,2,2,2,51299.69,USD
988689401-6,amman,0,0,0,1,14941.77,JOD
912131958-8,zaqra,0,0,2,1,18616.01,USD
754992859-2,amman,1,2,2,2,51676.37,USD
562283643-3,Amman,0,0,1,1,13669.53,USD
377148063-9,A'zarqa,2,0,2,2,17950.81,USD
079760687-4,,1,2,2,2,47797.13,JOD
262346884-2,A'zarqa,2,0,2,1,23343.74,JOD
870664614-X,Amman,2,1,1,2,34439.57,JOD
651792418-3,Zarqa,2,1,0,2,18631.73,USD
826723001-7,Capital City,1,2,1,1,48600.80,USD
564193005-9,amman,1,2,1,2,46473.48,JOD
291165823-X,A'zarqa,1,0,1,0,13886.90,USD
098953899-0,Amman,0,0,1,0,28802.93,USD
407083221-1,zaqra,2,0,1,0,43923.91,USD
528645973-0,zaqra,2,2,2,1,45707.43,JOD
662157343-X,amman,2,0,0,0,30108.74,JOD
679054160-8,Amman,0,2,0,0,12525.52,USD
572371975-0,,1,1,0,1,25585.94,USD
440089255-7,Zarqa,0,0,1,2,22023.85,JOD
557028788-4,A'zarqa,1,2,0,1,13027.07,USD
076753660-6,A'zarqa,1,1,1,2,41086.10,JOD
984583995-9,Capital City,0,0,1,1,38843.27,USD
299999752-3,A'zarqa,1,0,2,1,16139.82,JOD
083109498-2,zaqra,2,1,1,0,24119.71,USD
245642236-8,Amman,1,0,1,0,23550.49,JOD
442900071-9,Zarqa,1,2,1,1,21861.54,USD
608908214-7,zaqra,2,0,2,1,19104.09,USD
887788211-5,zaqra,1,0,0,2,42707.51,JOD
513119892-5,Amman,2,1,1,1,44230.70,JOD
373077448-4,A'zarqa,0,1,1,0,13237.48,USD
500529648-4,Amman,1,0,2,0,52893.77,JOD
114874561-0,Capital City,0,1,0,2,18341.95,USD
160286669-4,Amman,1,2,2,1,43385.75,USD
861660556-8,amman,2,1,2,2,33401.46,JOD
141989818-3,Amman,0,1,1,0,49298.10,USD
994641876-2,A'zarqa,0,1,2,0,33153.71,JOD
073168072-3,Zarqa,0,1,0,2,32969.72,JOD
801241105-9,Zarqa,0,1,0,0,29215.42,USD
924510432-X,A'zarqa,0,1,1,1,22673.41,USD
618267692-2,A'zarqa,1,1,0,2,47349.27,JOD
835539205-1,A'zarqa,2,0,1,1,46359.78,JOD
941778499-4,amman,1,0,2,0,15668.37,JOD
099719002-7,A'zarqa,0,0,0,2,22968.92,JOD
238677305-1,Zarqa,0,0,2,0,42660.37,JOD
771482626-6,amman,0,2,2,2,22807.60,USD
590055953-X,Zarqa,2,1,0,0,52979.82,JOD
844990786-1,zaqra,2,0,2,2,49936.77,JOD
028180047-2,amman,2,1,0,1,39674.88,JOD
827250267-4,A'zarqa,0,2,1,0,49051.89,JOD
529298147-8,,1,2,0,1,36828.76,JOD
030334417-2,Capital City,1,1,0,1,45547.25,JOD
984716006-6,Zarqa,0,2,1,2,24462.66,JOD
920480568-4,Amman,2,2,2,1,32519.96,JOD
549750039-0,Zarqa,2,2,2,2,44809.42,USD
333827767-9,Amman,1,0,1,0,51685.16,JOD
925575921-3,Capital City,0,0,0,1,18638.38,JOD
447986585-3,Zarqa,2,2,1,0,47285.63,JOD
653641842-5,zaqra,0,0,0,2,46953.39,JOD
433145936-5,Amman,2,2,1,2,39394.24,USD
036251592-1,Amman,0,1,1,0,42810.95,USD
284808966-0,zaqra,2,2,1,2,45434.21,USD
705592158-9,Zarqa,2,2,0,0,22307.24,JOD
708000901-4,amman,1,2,0,0,22896.61,JOD
299488393-7,amman,1,0,2,2,18170.25,USD
242659518-3,zaqra,0,2,2,2,22631.58,USD
447906093-6,,0,2,1,2,18168.38,JOD
504610703-1,Zarqa,2,1,1,0,34926.21,JOD
537548768-3,A'zarqa,1,2,2,0,18000.60,JOD
519868212-8,amman,0,2,0,2,36473.44,JOD
714020705-4,Amman,2,0,1,1,24256.63,JOD
840277700-7,A'zarqa,2,1,2,0,20389.87,USD
524575444-4,amman,1,1,1,0,13341.34,JOD
325004334-6,A'zarqa,2,1,1,1,27353.55,USD
981937535-5,Zarqa,2,0,2,0,42833.08,JOD
426849548-7,amman,1,0,0,2,23849.98,JOD
269670973-4,amman,1,1,0,1,46262.83,USD
864847607-0,amman,0,0,1,1,38131.05,JOD
021369683-5,zaqra,1,2,2,1,39194.52,USD
316924099-4,Zarqa,1,1,2,0,47510.37,USD
894861538-6,Capital City,0,0,0,0,29275.70,JOD
790458214-7,Capital City,0,1,1,0,35218.55,USD
954741835-1,Amman,0,0,0,0,45033.72,JOD
706729020-1,Amman,0,2,1,0,25772.09,USD
049474453-7,Zarqa,1,1,2,1,17032.34,USD
644100875-0,,2,0,2,2,52740.36,USD
307455817-2,Amman,0,1,1,2,35709.97,JOD
865725885-4,amman,0,0,0,2,52012.86,USD
211962483-6,zaqra,2,0,0,0,19546.85,JOD
460841641-3,amman,0,0,1,1,34871.66,JOD
163293809-X,amman,2,2,1,2,18278.25,USD
455598178-2,Zarqa,2,2,2,0,44664.70,USD
092802445-8,A'zarqa,1,0,0,2,41515.64,USD
365086357-X,Amman,0,0,1,0,50537.92,JOD
870471948-4,Amman,1,0,0,1,50109.85,JOD
359638282-3,,1,0,0,1,33246.37,JOD
587420839-9,A'zarqa,2,1,1,1,24006.06,USD
253767029-9,zaqra,1,0,0,1,30811.41,USD
132114293-5,A'zarqa,2,2,1,1,48418.49,USD
904948869-2,Capital City,2,2,0,0,18177.13,USD
822777454-7,amman,0,2,2,2,38467.92,USD
199197762-X,amman,0,1,2,0,28357.20,JOD
784769124-8,Zarqa,1,1,2,0,32377.83,JOD
880533503-7,Capital City,2,2,1,0,14826.64,JOD
046964762-0,A'zarqa,1,2,1,1,39513.22,USD
959554003-X,zaqra,2,2,0,2,25763.21,JOD
171861161-7,zaqra,1,1,1,2,32512.01,USD
505129850-8,Capital City,2,1,0,2,38736.73,USD
528788493-1,Zarqa,2,0,2,1,27054.05,JOD
077252335-5,zaqra,0,0,0,2,17688.38,USD
941517303-3,Amman,2,2,2,2,46870.72,JOD
540147456-3,zaqra,2,2,1,1,40593.51,USD
594611939-7,Zarqa,2,2,2,2,24169.93,JOD
421723018-4,Amman,0,0,1,2,15666.78,USD
589412612-6,Capital City,2,0,2,1,37617.04,JOD
015413291-8,zaqra,0,2,1,2,44622.62,JOD
592281616-0,A'zarqa,2,0,1,0,18828.06,USD
707026407-0,A'zarqa,2,2,1,0,17433.25,JOD
014480947-8,Capital City,2,1,2,2,26478.81,JOD
142371299-4,zaqra,0,2,2,0,12120.24,USD
788205339-2,Amman,2,1,0,1,31208.25,USD
567627390-9,zaqra,0,1,1,0,43405.41,USD
286807381-6,Capital City,1,2,2,1,18637.79,USD
445287537-8,zaqra,1,2,1,0,31724.37,JOD
035864876-9,A'zarqa,1,1,2,2,38933.53,JOD
415586302-2,zaqra,0,1,0,1,26735.56,JOD
165633373-2,amman,2,2,1,0,16013.31,USD
133696454-5,Amman,0,0,2,0,41177.27,USD
802582592-2,A'zarqa,1,2,1,0,33261.94,JOD
809823329-4,Zarqa,1,2,2,0,39792.76,JOD
488597161-6,Capital City,0,1,2,0,27378.41,JOD
043890367-6,A'zarqa,2,1,0,1,46277.79,USD
997789291-1,zaqra,1,2,2,1,28762.47,USD
251272249-X,Capital City,0,0,1,0,33068.36,JOD
023603664-5,Capital City,0,2,1,0,15858.62,USD
444588589-4,Amman,2,2,1,1,19957.27,USD
612517287-2,Capital City,0,2,1,2,37932.73,USD
743978724-2,Amman,2,2,2,2,30700.50,USD
119353069-5,Amman,1,1,0,2,22879.83,USD
069985709-0,Amman,0,0,2,1,51443.79,JOD
311690979-2,A'zarqa,0,2,2,1,12105.70,USD
436123823-5,A'zarqa,1,0,1,2,43673.50,JOD
900946250-1,Amman,1,2,0,2,35536.38,JOD
229693047-6,zaqra,0,1,1,1,45761.59,USD
759326325-8,Zarqa,1,0,0,1,43742.29,JOD
616312647-5,Zarqa,1,0,1,0,14320.21,JOD
903919172-7,zaqra,0,2,2,1,29556.90,USD
108921616-5,A'zarqa,0,2,1,2,44640.20,JOD
220360961-3,Zarqa,1,1,0,1,41544.42,JOD
327199497-8,zaqra,0,2,2,2,48382.80,JOD
248380311-3,amman,1,0,1,2,48259.56,USD
442984914-5,A'zarqa,1,1,2,0,26967.57,USD
558543667-8,Capital City,1,2,1,2,41738.57,JOD
127075004-6,zaqra,2,1,2,0,43156.76,USD
276474624-5,zaqra,1,2,0,1,29186.36,JOD
990344271-8,Zarqa,2,2,0,2,49503.24,USD
235304324-0,Capital City,0,1,2,1,12038.17,JOD
416498894-0,A'zarqa,2,0,1,1,31547.69,JOD
087524719-9,Amman,2,1,0,2,25363.09,USD
970414972-7,Capital City,2,1,0,1,49716.81,USD
975374866-3,A'zarqa,0,1,2,2,46860.69,JOD
465134175-6,zaqra,0,0,0,0,49875.39,JOD
010810693-4,Zarqa,2,0,1,1,43993.64,USD
722070417-8,amman,1,1,0,1,39179.57,USD
973856584-7,zaqra,2,0,1,2,35357.58,USD
861360394-7,zaqra,1,0,1,2,50729.70,JOD
386821717-7,Amman,0,2,1,1,51542.53,JOD
998615549-5,Amman,0,0,0,1,49229.23,JOD
240575010-4,amman,0,0,0,0,17403.58,USD
397621956-8,zaqra,1,2,0,2,45498.36,JOD
118191634-8,Zarqa,2,2,2,0,23591.97,USD
237964498-5,amman,1,1,1,2,47485.86,JOD
772863286-8,Capital City,0,1,0,1,36670.53,JOD
686983694-9,Capital City,2,2,2,1,18467.02,JOD
690150396-2,Capital City,1,1,1,1,27190.35,USD
612893855-8,Amman,2,1,0,2,17711.16,USD
815943012-4,Zarqa,1,1,0,2,26025.48,USD
330292898-X,amman,0,1,2,0,22028.85,USD
146727932-3,amman,2,0,1,0,22232.64,JOD
793767929-8,,1,0,0,2,13126.55,JOD
369871344-6,amman,0,0,2,2,33109.92,JOD
000653592-5,A'zarqa,0,1,1,2,40337.35,USD
999408174-8,Amman,1,0,1,2,17471.53,JOD
010414229-4,Zarqa,2,0,1,2,50919.58,USD
207235489-7,Zarqa,1,0,2,0,22260.13,USD
529190044-X,Zarqa,0,2,1,0,23523.65,USD
464411767-6,Capital City,1,2,1,0,30793.05,USD
228333121-8,Zarqa,0,0,1,1,34934.22,USD
130876745-5,,2,0,0,0,31190.93,JOD
487341273-0,Amman,0,0,1,2,30132.68,USD
643861172-7,Zarqa,1,2,0,1,18153.71,USD
407061786-8,amman,0,2,0,1,23570.89,JOD
408830504-3,,1,1,2,2,29691.85,JOD
141759053-X,amman,1,0,0,1,14315.95,JOD
138046311-4,Zarqa,0,2,1,2,22906.52,USD
189593267-X,Amman,0,1,1,2,16025.83,USD
941878870-5,amman,2,1,0,0,24098.88,USD
477603488-3,Amman,2,2,1,2,23827.96,USD
147397229-9,Amman,1,0,0,2,24020.64,JOD
412659850-2,zaqra,2,2,2,0,20450.08,USD
804261633-3,A'zarqa,2,0,2,2,25655.41,USD
847601579-8,amman,1,1,1,0,27439.07,USD
200635729-8,A'zarqa,2,1,1,2,18890.27,USD
474498052-X,Capital City,0,1,2,2,50094.35,USD
662361818-X,Amman,2,2,1,2,35345.92,USD
109058597-7,Capital City,1,1,1,1,42469.81,USD
927796814-1,Zarqa,0,2,0,0,38222.78,USD
916227800-2,Zarqa,2,2,1,2,29383.28,USD
534487870-2,Capital City,0,0,1,0,31897.88,USD
626628838-9,A'zarqa,2,0,2,2,25977.90,USD
111978930-3,Amman,0,1,2,1,13828.92,USD
580864517-4,Amman,0,2,0,1,32156.12,JOD
952384289-7,A'zarqa,2,2,0,0,33554.63,USD
245695448-3,Capital City,1,2,0,0,34134.27,USD
679580702-9,Capital City,2,2,0,0,30481.06,JOD
497782273-0,A'zarqa,2,1,1,1,36086.27,JOD
742014794-9,amman,1,1,1,1,43411.76,JOD
177458193-0,amman,1,1,0,2,48169.93,USD
325053926-0,zaqra,1,1,2,1,20086.63,USD
959196613-X,Zarqa,1,2,2,2,52330.03,JOD
352603568-7,A'zarqa,1,2,2,0,30481.53,JOD
129164017-7,A'zarqa,0,1,0,0,49360.19,JOD
985101356-0,zaqra,2,1,1,1,37030.32,USD
502651620-3,,1,0,0,1,37626.90,USD
925704477-7,A'zarqa,2,2,0,1,31355.67,JOD
808585359-0,Zarqa,1,1,2,1,41760.26,JOD
778953018-6,zaqra,2,1,1,2,12985.93,JOD
047934548-1,amman,2,0,1,0,29410.16,JOD
102253239-1,Zarqa,1,1,1,2,29881.76,JOD
019041860-5,Amman,1,0,1,0,39167.98,USD
950653059-9,A'zarqa,1,1,0,2,12611.64,USD
278800066-9,amman,1,1,0,0,45476.62,JOD
260764917-X,Amman,1,0,2,2,50003.03,USD
393531838-3,Capital City,1,0,2,0,19651.68,USD
919471583-1,Zarqa,0,1,1,0,34112.95,JOD
727231245-9,A'zarqa,0,0,1,0,32876.67,USD
476719841-0,A'zarqa,2,2,1,1,52073.00,JOD
155894703-5,A'zarqa,0,0,0,0,18793.70,JOD
213382736-6,amman,0,1,2,2,13995.06,USD
426658248-X,amman,0,2,1,0,19782.68,USD
026302216-1,zaqra,2,1,2,0,52478.25,USD
007013301-8,zaqra,2,1,1,2,28953.65,USD
302988297-7,zaqra,0,2,1,0,51240.23,USD
192111556-4,A'zarqa,0,2,0,1,18615.47,USD
791412399-4,zaqra,2,0,2,1,51148.27,USD
429695192-0,amman,2,0,2,0,25197.71,USD
979220055-X,amman,2,2,1,2,37181.96,USD
280935319-0,,2,0,0,2,39454.54,USD
988077793-X,A'zarqa,2,0,0,0,31852.70,JOD
301295840-1,zaqra,2,2,1,0,29016.04,JOD
398262543-2,Zarqa,2,0,1,1,45298.69,JOD
633737017-1,amman,1,2,0,0,42648.48,USD
826985612-6,amman,1,0,0,2,19067.06,JOD
115167834-1,Capital City,2,0,2,0,41498.19,USD
179273344-5,Capital City,0,0,0,1,20001.00,USD
153061171-7,A'zarqa,0,1,2,1,14821.25,JOD
970787216-0,A'zarqa,2,0,0,0,43460.67,USD
171801653-0,amman,0,1,1,1,27582.30,USD
503661837-8,Zarqa,2,1,1,2,29724.09,USD
026158476-6,amman,2,2,1,1,30665.49,USD
390382610-3,A'zarqa,0,1,2,0,22291.84,USD
678782688-5,Zarqa,0,0,2,0,49453.03,JOD
995615823-2,zaqra,0,0,2,2,43271.87,USD
264139899-0,amman,1,0,0,0,17089.65,JOD
302735080-3,zaqra,1,2,0,0,22642.19,JOD
897070182-6,Amman,0,0,2,0,50346.93,JOD
564593838-0,amman,0,0,1,2,17604.16,JOD
398278016-0,zaqra,2,2,0,0,41465.59,JOD
254546300-0,Zarqa,1,0,0,0,40157.58,USD
115793149-9,amman,2,1,0,2,18985.18,JOD
354697866-8,Capital City,0,1,2,1,17866.75,JOD
129172754-X,Capital City,1,0,1,1,47036.03,USD
137728588-X,,0,2,2,0,25000.26,JOD
657146312-1,Zarqa,1,0,2,1,23855.29,JOD
028204395-0,amman,0,2,0,0,14743.74,USD
148955226-X,Amman,2,2,0,1,47826.38,USD
647091470-5,Capital City,2,1,1,1,42565.92,USD
477791593-X,zaqra,0,1,1,1,25825.71,USD
608483771-9,Capital City,2,0,2,1,20610.51,JOD
845364573-6,Capital City,1,1,0,2,35914.58,USD
031378779-4,A'zarqa,0,2,2,1,21183.04,JOD
533708902-1,Zarqa,2,0,2,2,18418.54,JOD
993554513-X,amman,2,2,0,0,26345.43,USD
273992973-0,Zarqa,0,1,2,0,16934.03,JOD
575096542-2,Amman,0,2,0,1,24311.25,USD
340103918-0,A'zarqa,1,0,2,0,15746.12,JOD
067646198-0,Zarqa,2,0,2,1,23728.17,JOD
185732687-3,Zarqa,2,0,0,2,51824.59,JOD
341962179-5,Zarqa,0,1,1,2,39332.85,JOD
919478060-9,Amman,2,0,0,2,47205.07,JOD
570436018-1,Capital City,2,0,1,1,44516.66,JOD
611467943-1,amman,1,1,1,1,38089.54,JOD
097060707-5,amman,0,2,2,2,40380.11,USD
967754643-0,amman,0,2,0,2,29012.43,USD
176347463-1,Zarqa,0,2,2,2,20969.59,USD
003956997-7,Amman,0,2,0,2,27669.78,USD
819533483-0,A'zarqa,2,0,0,1,12032.66,JOD
194346770-6,Zarqa,1,2,1,2,17644.17,USD
816057222-0,zaqra,0,2,1,1,38580.87,USD
342750457-3,Zarqa,2,2,1,2,46697.62,JOD
490251025-1,Amman,1,2,0,1,26880.31,USD
908666463-6,Capital City,0,1,1,0,16912.12,USD
841457959-0,Amman,0,2,2,2,40055.30,USD
640697731-9,zaqra,2,2,0,2,24180.01,USD
435911790-6,Amman,1,0,2,0,40082.24,JOD
908793478-5,Capital City,1,1,1,1,50603.25,JOD
484622447-3,Capital City,2,2,0,0,49771.49,USD
807406338-0,zaqra,2,2,0,1,28145.23,JOD
041687583-1,amman,1,0,0,0,28157.64,JOD
516289467-2,Zarqa,0,0,1,0,39962.27,USD
866260944-9,Zarqa,2,0,0,1,34954.00,JOD
825551314-0,Zarqa,2,2,0,0,39256.14,JOD
595848761-2,amman,0,2,0,0,20594.03,USD
101286617-3,amman,1,2,2,0,34960.20,JOD
766128511-8,amman,2,2,1,2,48027.27,JOD
130327656-9,Capital City,0,2,2,2,44501.62,JOD
190167547-5,zaqra,2,1,2,2,47078.16,USD
810769989-0,Capital City,2,1,2,2,42838.16,USD
637319734-4,Zarqa,0,0,2,1,42394.10,JOD
706555356-6,Zarqa,2,1,0,0,18556.68,JOD
626858628-X,Amman,1,2,1,1,29692.91,JOD
760606621-3,Capital City,2,0,0,1,50244.43,JOD
647876326-9,amman,1,1,1,2,32703.22,USD
028444398-0,Amman,1,2,2,2,37853.15,USD
956496046-0,A'zarqa,0,1,1,1,39259.70,JOD
874800167-8,amman,1,1,2,0,26978.23,JOD
961867090-2,amman,1,2,0,1,30433.58,USD
099599603-2,A'zarqa,1,0,0,2,14227.93,JOD
643481383-X,,2,1,1,2,43168.86,USD
664271147-5,amman,1,0,1,1,18812.18,USD
260349252-7,Capital City,2,2,2,2,37354.13,USD
145951324-X,A'zarqa,0,1,2,0,14923.29,JOD
681141191-0,Capital City,0,0,2,1,33271.71,JOD
416269037-5,Zarqa,2,2,1,2,36378.76,USD
728478216-1,Amman,0,0,2,2,15510.45,JOD
540318205-5,Zarqa,1,1,1,2,12920.56,JOD
182386585-2,zaqra,2,2,0,0,52087.30,USD
866595693-X,Capital City,0,2,2,2,22254.50,JOD
963626638-7,Amman,2,0,0,1,35459.94,JOD
561116650-4,Zarqa,0,0,0,0,36685.59,JOD
323882499-6,Zarqa,2,1,1,0,34918.80,USD
550661041-6,zaqra,2,0,1,1,38616.48,USD
700404975-2,A'zarqa,0,1,0,2,29704.77,USD
545269480-3,amman,1,0,1,0,42114.50,JOD
504974609-4,amman,2,2,2,0,46070.55,USD
683395616-2,Zarqa,0,0,0,0,44306.30,JOD
694530719-0,A'zarqa,0,0,1,2,47298.88,JOD
556736854-2,A'zarqa,1,2,1,0,34745.65,USD
089160544-4,amman,2,1,0,1,42136.61,JOD
642092246-1,,0,1,2,1,13770.84,JOD
198873228-X,Capital City,0,2,2,2,29649.02,USD
285210653-1,,0,1,1,1,44775.52,USD
449063325-4,Amman,0,1,1,1,52131.15,JOD
311581421-6,Capital City,0,1,0,1,45285.29,USD
245965504-5,A'zarqa,0,0,0,0,49103.69,USD
863212470-6,zaqra,2,0,2,0,27367.04,JOD
086454053-1,Capital City,1,2,0,0,23601.93,USD
597366246-2,Amman,2,0,0,2,44380.81,USD
936266644-8,Amman,0,1,1,1,24751.00,USD
093351552-9,Amman,0,0,1,0,23003.28,JOD
805114519-4,amman,0,0,0,2,13095.45,USD
284601004-8,amman,1,0,1,2,25060.53,USD
073476466-9,Amman,0,2,0,0,12433.62,JOD
498772763-3,A'zarqa,0,0,2,2,19033.62,JOD
481494174-9,Zarqa,1,1,2,1,30557.34,JOD
885619033-8,Amman,0,0,0,1,46680.61,USD
627834297-9,Amman,1,2,2,0,23701.94,JOD
909133946-2,Capital City,0,1,0,0,46411.40,JOD
029387798-X,zaqra,0,1,2,0,20327.17,USD
104251759-2,zaqra,2,1,1,0,45174.01,USD
096074371-5,amman,0,2,1,0,32525.22,USD
927121646-6,Zarqa,2,0,2,2,20703.82,JOD
501469049-1,Zarqa,2,1,0,2,43929.01,JOD
635253113-X,Capital City,0,0,0,0,19336.34,JOD
407202355-8,Zarqa,1,2,1,1,25302.13,USD
050175313-3,Capital City,2,0,0,2,19732.21,JOD
720107258-7,,2,1,1,0,20669.01,JOD
158036317-2,amman,1,2,1,2,40444.55,USD
875721796-3,amman,2,2,1,0,49311.77,JOD
168145712-1,Capital City,2,1,1,2,25149.31,JOD
525660412-0,zaqra,2,1,0,2,25639.95,JOD
692773263-2,Capital City,1,2,2,2,49862.11,JOD
785036344-2,A'zarqa,2,2,0,0,39792.63,JOD
360428424-4,zaqra,0,1,2,1,38240.63,JOD
883246542-6,zaqra,0,1,0,1,28641.52,USD
694294157-3,Amman,1,1,2,2,50200.52,JOD
850616097-9,Amman,1,0,1,1,46943.13,JOD
194618039-4,Zarqa,0,2,2,1,42782.91,JOD
362574104-0,Zarqa,1,2,1,0,39129.31,JOD
914825528-9,amman,2,2,1,0,38578.79,JOD
999517049-3,,1,2,0,0,28176.98,JOD
883260235-0,amman,2,0,2,2,19652.85,JOD
405804054-8,Amman,2,2,1,1,29883.20,JOD
864929823-0,amman,0,1,1,1,28035.94,USD
100605007-8,zaqra,1,0,2,2,27424.92,JOD
942046751-1,Capital City,2,2,2,1,20128.92,JOD
042206795-4,amman,1,0,0,0,36651.43,USD
717448081-0,Zarqa,1,1,0,2,22706.86,JOD
499872257-3,A'zarqa,2,1,2,2,45931.76,USD
642510335-3,A'zarqa,1,2,1,2,14989.39,JOD
701712621-1,Capital City,2,0,1,0,17313.80,JOD
633932567-X,amman,2,1,1,0,29336.61,JOD
882325655-0,A'zarqa,1,0,0,2,23917.16,USD
565803106-0,zaqra,0,0,2,0,40073.12,USD
641491386-3,Zarqa,1,0,0,0,31035.87,JOD
445277098-3,amman,2,2,2,0,43065.49,USD
902201948-9,amman,2,1,0,1,31469.76,JOD
122978980-4,Amman,0,1,2,1,15008.32,USD
106713928-1,zaqra,0,2,1,2,22196.16,JOD
582442114-5,Zarqa,1,1,2,2,15164.81,USD
524581925-2,A'zarqa,0,2,1,0,27685.40,JOD
624714846-1,Zarqa,2,2,1,0,32230.30,JOD
395094803-1,A'zarqa,2,2,2,2,22834.84,USD
182606801-5,Zarqa,1,0,2,2,39075.14,USD
161844640-1,,0,0,1,0,51744.37,USD
479628987-9,amman,1,1,0,0,50792.08,JOD
695922952-9,Zarqa,1,1,0,2,43086.66,JOD
295347710-1,A'zarqa,1,1,2,1,19107.50,USD
834948025-4,Capital City,0,2,0,0,44250.66,JOD
750952218-8,A'zarqa,1,1,2,1,41201.21,USD
329804669-8,zaqra,1,2,0,0,25193.46,JOD
797574649-5,amman,2,1,2,2,51253.28,USD
850182603-0,zaqra,0,1,2,0,24044.99,JOD
258974673-3,Capital City,2,0,2,1,47137.06,JOD
821351856-X,,1,0,0,1,33823.24,JOD
430482840-1,Amman,0,0,1,2,13128.66,USD
744579011-X,Capital City,0,2,1,1,37171.33,JOD
871299210-0,amman,2,2,1,0,44865.27,USD
383716427-6,zaqra,2,1,0,2,39845.47,USD
622778771-X,,1,0,2,1,25808.50,USD
754536730-8,Capital City,0,2,1,2,39153.23,USD
159845736-5,amman,0,1,1,2,18345.79,USD
662881268-5,amman,2,2,0,0,25464.02,USD
593538167-2,Zarqa,2,2,0,2,25911.64,JOD
318311691-X,Capital City,2,2,2,1,37509.58,USD
004984553-5,Amman,2,0,1,2,13618.66,USD
003463850-4,A'zarqa,1,2,0,2,52812.82,USD
585668368-4,zaqra,2,0,1,2,38289.69,USD
854170328-2,,1,0,1,0,33240.95,USD
270717027-5,Zarqa,0,1,0,0,18298.30,USD
941838932-0,Capital City,2,1,2,1,14920.83,JOD
631346863-5,Amman,0,0,1,2,29766.86,JOD
563520349-3,amman,0,1,0,1,19607.19,JOD
205306171-5,Zarqa,1,1,0,0,13943.00,JOD
063207215-6,,2,2,2,0,47500.46,USD
341698674-1,Amman,2,2,2,1,45272.59,USD
330963956-8,A'zarqa,2,2,2,2,17990.71,JOD
392413709-9,Amman,0,2,1,1,14825.01,USD
049040647-5,A'zarqa,2,0,0,0,18798.62,JOD
870674795-7,Zarqa,1,2,1,1,19151.31,USD
140115376-3,Amman,1,2,0,0,49796.39,USD
520177357-5,amman,1,2,1,1,15521.57,JOD
255473722-3,A'zarqa,0,2,1,1,36984.36,JOD
157925231-1,zaqra,0,0,2,2,26659.80,JOD
358594893-6,amman,0,0,1,0,44395.31,JOD
145413593-X,amman,2,2,1,2,25434.10,JOD
426414764-6,zaqra,0,1,1,1,46735.08,JOD
736260601-X,zaqra,2,2,1,0,26842.64,USD
993638574-8,A'zarqa,2,2,0,2,38289.84,USD
927276339-8,zaqra,0,1,1,2,40712.58,USD
303663546-7,Capital City,2,2,0,1,17021.18,USD
569315441-6,Amman,1,2,2,2,16065.62,JOD
850654205-7,Capital City,2,2,1,1,41900.59,USD
796640857-4,amman,0,1,2,1,16434.10,JOD
896696438-9,Amman,2,1,2,0,29571.99,JOD
019498780-9,zaqra,0,1,2,0,50015.46,JOD
747147368-1,Capital City,1,0,0,2,25278.99,JOD
883858239-4,amman,0,0,0,0,36940.89,JOD
623633121-9,Zarqa,1,2,1,2,47980.72,JOD
905036437-3,A'zarqa,0,2,0,1,25196.84,JOD
628812503-2,A'zarqa,2,0,0,1,22209.02,JOD
227163543-8,,0,2,0,2,33446.71,JOD
826854883-5,zaqra,1,2,2,0,44317.37,USD
619702727-5,zaqra,1,1,2,2,51865.54,USD
111376613-1,,2,0,2,1,49321.43,USD
502425080-X,zaqra,1,2,0,1,25996.59,JOD
419083024-0,A'zarqa,1,2,2,1,15587.11,USD
788708623-X,Capital City,0,1,0,2,14199.86,JOD
276235535-4,zaqra,2,0,2,0,45665.29,USD
877210618-2,zaqra,2,2,2,1,41130.50,JOD
